OUTCOME,TOP_GOLD_DIFF,TOP1_IMPACT,TOP2_IMPACT,JUNGLE_GOLD_DIFF,JUNGLE1_IMPACT,JUNGLE2_IMPACT,MIDDLE_GOLD_DIFF,MIDDLE1_IMPACT,MIDDLE2_IMPACT,BOTTOM_GOLD_DIFF,BOTTOM1_IMPACT,BOTTOM2_IMPACT,UTILITY_GOLD_DIFF,UTILITY1_IMPACT,UTILITY2_IMPACT,TOP_JUNGLE,TOP_MIDDLE,TOP_BOTTOM,TOP_UTILITY,JUNGLE_TOP,JUNGLE_MIDDLE,JUNGLE_BOTTOM,JUNGLE_UTILITY,MIDDLE_TOP,MIDDLE_JUNGLE,MIDDLE_BOTTOM,MIDDLE_UTILITY,BOTTOM_TOP,BOTTOM_JUNGLE,BOTTOM_MIDDLE,BOTTOM_UTILITY,UTILITY_TOP,UTILITY_JUNGLE,UTILITY_MIDDLE,UTILITY_BOTTOM
1,615,1,4,3893,1,1,-204,0,2,489,0,2,-86,2,2,0,1,0,-1,3,-1,1,2,1,1,1,0,0,0,1,0,0,0,-1,-1
1,791,2,1,-1981,2,0,775,2,1,-1462,1,1,372,3,1,-1,0,0,-1,-1,0,0,-1,0,-1,0,0,0,-1,0,0,1,-3,1,1
0,-833,1,2,-240,0,1,-1501,0,1,-453,1,0,-167,0,1,-2,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
1,-669,2,2,-949,1,0,-1981,2,0,1233,3,4,1138,5,4,-1,0,-1,0,2,-1,2,1,0,0,-1,-1,0,-3,0,3,0,-2,-3,2
1,-1507,2,2,1843,1,3,1601,0,1,2450,0,3,89,4,5,-2,0,1,0,1,1,2,1,0,1,0,1,0,1,0,2,0,-1,-1,0
1,2444,1,3,1673,0,3,1804,2,3,4016,1,1,2292,0,6,-1,0,0,1,2,3,1,3,1,0,-2,0,0,1,0,2,0,1,0,0
1,-287,1,0,-513,1,2,-1765,0,1,2311,0,0,1024,1,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,-1,0,0
0,1229,2,2,-1021,2,4,508,0,1,-3296,1,1,-2697,3,3,0,-1,0,0,0,-1,-1,1,0,1,0,2,0,0,0,-1,0,-2,0,-1
0,-1046,0,2,-1977,0,1,160,0,1,-485,2,1,152,1,1,-2,0,0,0,0,0,1,-1,-1,0,1,0,0,-1,0,1,0,0,-1,0
0,505,0,0,-1278,2,1,-2392,0,0,53,1,1,355,2,3,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,-1,2,0,0,0,-1
0,-1458,1,3,-501,2,3,-1490,1,0,-1727,0,1,-1469,2,5,-3,0,0,0,0,0,-1,1,0,1,0,0,0,1,0,0,0,-2,-1,-2
1,1910,1,2,1101,1,0,-1392,1,0,-1447,1,2,-316,4,2,0,-1,0,0,2,0,0,0,0,-1,1,1,0,0,-1,0,0,-1,-2,0
1,3154,0,3,1580,2,1,160,1,2,-96,0,1,1253,0,0,1,2,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-2431,2,2,312,3,4,1147,2,4,2240,2,1,-1534,0,3,0,-1,0,0,-3,3,0,1,1,2,0,-1,1,0,1,0,0,0,0,1
0,-1713,1,0,-925,1,1,-1331,1,1,-2541,0,3,-789,0,2,0,0,0,0,1,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,0,0,0
0,1510,1,2,301,0,1,1514,1,0,-5520,0,2,-908,1,4,-2,0,0,0,1,1,-1,1,0,0,0,0,0,-1,-1,0,0,-1,0,-3
1,-1224,1,1,-2381,4,3,924,2,1,683,2,1,1155,1,3,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,0,0,2,0,1,0,0
0,-690,2,3,-34,2,1,-307,1,2,-138,3,0,803,2,3,-1,-1,-1,0,2,1,0,0,-1,1,0,1,0,0,0,1,0,-1,0,0
1,-279,0,0,1183,1,1,-896,0,1,463,1,0,326,3,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,-2,-1
1,-2058,1,1,926,0,2,-1255,0,0,672,0,1,-123,0,1,0,-1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
0,604,0,1,456,1,1,410,0,0,-290,2,1,-705,3,0,-1,0,0,1,0,0,0,-1,0,1,2,2,0,0,-1,0,0,0,0,0
1,2883,1,0,-876,0,1,-428,1,1,202,0,1,224,2,1,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,-1
0,-1979,1,0,-574,1,2,625,2,1,-1187,2,1,-1745,0,2,0,1,0,0,0,0,1,-1,1,0,0,0,0,0,0,-1,0,-1,0,0
1,-3188,0,0,-1285,1,1,919,0,1,643,2,3,560,2,2,0,0,0,0,0,0,2,1,0,1,1,1,0,-2,0,0,0,-2,0,0
0,-217,1,0,208,0,1,-173,0,0,-745,0,4,-907,1,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,-1,-1,-1,0,0,0,0
1,-1219,0,1,519,0,0,-855,0,0,493,0,2,-214,0,2,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
0,-3758,1,0,-1199,3,2,1487,2,5,-2852,4,2,2114,1,5,0,0,0,0,-1,1,2,-1,0,-3,1,1,0,-2,0,0,0,2,1,-4
1,1159,0,2,852,0,0,-31,1,2,-1499,1,2,785,1,3,0,1,1,1,2,1,0,0,0,-1,0,0,0,-1,0,2,0,0,0,0
0,-1062,1,0,-2756,0,3,94,0,3,878,1,1,-485,1,4,0,0,0,0,0,-1,0,-1,-2,-1,0,1,0,-1,0,0,0,-4,0,1
0,-2773,1,2,-3340,2,1,-606,2,2,-33,0,1,-573,1,3,-2,1,0,0,0,1,0,0,-1,1,0,0,0,-1,0,1,0,-1,0,-2
1,1992,1,1,1047,1,1,-472,1,1,-1429,4,0,-119,3,1,0,0,-1,0,1,0,0,0,0,0,-1,1,0,-3,-1,0,0,-1,-1,0
1,2075,0,3,1902,1,1,-400,1,3,3612,0,1,1275,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1,2064,1,1,-177,0,2,797,1,0,293,1,1,556,3,2,1,0,0,0,1,0,0,0,0,-1,0,0,0,-1,0,2,0,-2,0,0
1,685,2,4,-1938,1,2,-743,2,1,-795,0,1,-589,2,0,0,0,0,0,2,0,1,0,1,-1,0,-1,1,0,0,0,0,0,-2,0
0,662,2,3,-2540,2,1,-685,0,4,1659,1,1,-149,1,4,-2,0,0,-1,0,0,0,0,0,-3,0,0,1,1,-1,0,-1,-1,-1,1
0,1353,0,0,-516,2,1,-1093,0,3,-2107,2,1,-1599,1,1,1,0,0,1,0,0,2,-1,0,-2,0,-1,0,0,0,0,0,0,0,-1
0,-884,0,2,-1405,3,1,2083,0,2,129,2,2,-392,4,1,-2,0,0,0,0,-1,1,1,0,0,1,1,0,0,0,1,0,0,0,-1
1,1726,2,2,790,1,1,-2291,4,2,1753,3,0,737,3,2,-1,-1,0,1,2,0,-1,1,-1,-1,-2,0,0,-1,0,-1,-1,0,0,0
1,792,2,2,-255,1,2,-2064,1,0,-2410,0,0,-2094,3,0,0,-1,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
0,375,0,3,-1895,3,1,-1609,0,0,1479,0,2,1144,1,3,-3,0,0,0,0,-1,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0
1,1413,0,1,-654,0,0,1412,1,1,-2187,4,0,-1893,2,1,0,1,0,0,0,0,0,0,1,0,-1,1,0,-3,0,-1,-1,0,0,-1
0,720,0,2,-1381,2,0,-338,0,0,-631,1,2,7,3,2,-1,0,0,0,0,0,0,2,0,1,0,0,0,-1,-1,1,0,-1,0,0
0,2328,1,0,1091,0,0,-997,4,3,-1389,2,1,947,3,3,0,1,0,0,1,2,0,1,-1,-2,0,0,0,-1,0,2,0,0,0,0
1,2213,0,1,1382,0,3,3684,0,1,3338,1,3,2202,2,5,1,0,0,0,0,0,1,2,0,1,1,1,1,0,1,2,0,-1,-1,1
1,1919,1,0,-258,3,1,-1822,1,0,-285,1,0,233,3,1,-1,0,0,0,0,-2,-1,1,0,-1,0,0,0,0,0,0,0,-2,0,-1
0,2376,1,2,-3102,1,3,589,2,4,-2717,1,2,-671,2,5,-2,0,0,0,1,1,-2,0,0,-1,-1,0,0,-1,0,0,0,-4,0,0
1,2524,2,1,2052,1,2,-372,0,2,-1444,2,1,-846,3,1,0,0,-1,0,1,0,0,1,0,2,1,0,0,-1,0,-1,0,0,-1,-2
0,-1575,0,1,-1451,2,2,-3208,0,0,1198,1,2,1433,2,2,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,2,0,1,-1,1
0,-1081,0,1,411,1,0,-428,0,1,1722,2,2,312,2,2,-1,0,0,0,0,0,1,0,0,-1,0,1,0,0,-1,1,-1,-1,0,1
0,-270,2,1,1705,1,2,-1338,2,0,303,2,1,85,3,1,0,-1,0,0,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,-1
1,2371,0,1,1514,0,0,858,0,2,-1531,0,1,-939,0,2,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0
1,-614,2,0,945,1,2,-678,0,2,2455,1,2,1403,0,3,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2
1,572,0,3,3043,0,2,169,0,0,-632,1,1,201,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,-1,1,1,0,0,-1
0,-878,0,1,-626,1,1,-28,1,1,-3692,0,2,-1461,1,3,-1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,-2
1,782,0,0,404,1,2,390,0,1,-1377,3,2,341,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,-2,0,0,0,1,0,0
1,-2319,2,2,-502,1,2,-1038,1,0,559,2,1,535,2,3,-2,0,0,0,1,0,-1,1,1,2,-1,1,-1,0,0,0,-1,0,0,0
1,-2534,1,2,2157,2,2,-22,1,0,1680,1,4,1643,0,4,0,0,-1,0,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,2
0,-845,1,1,-1504,4,1,-1816,1,2,-463,3,2,3341,2,5,-1,0,0,0,1,1,-1,1,0,0,-2,1,0,0,0,-1,0,0,0,1
1,-565,2,1,-37,1,0,-1805,2,0,2823,0,0,1129,2,3,-1,-1,0,0,0,-1,0,1,0,-1,0,-1,1,0,0,2,0,-1,-1,0
1,1775,0,1,-244,1,2,582,2,2,125,1,2,834,2,1,1,1,0,0,1,0,1,0,0,0,-1,0,0,-1,1,1,0,-2,0,0
1,-228,0,1,-2485,1,3,2821,1,0,3112,0,1,906,0,3,1,0,0,0,0,0,-1,0,1,1,0,1,0,0,0,2,0,0,0,1
1,1124,0,0,1284,0,3,1843,2,4,70,1,2,-952,2,2,0,1,0,0,0,3,1,1,0,1,1,1,0,0,0,-1,0,0,-2,0
1,-544,2,0,-1360,1,3,448,0,3,-1258,3,0,-184,2,1,-1,1,0,0,0,2,-1,1,0,1,0,0,0,-3,0,0,0,1,0,-2
0,-343,1,0,33,0,2,-1764,1,1,645,2,1,321,4,2,0,0,0,0,0,-1,1,4,0,-1,0,0,0,0,0,0,0,0,-2,1
0,-795,1,2,-3378,0,3,-2530,0,1,-106,2,3,-167,5,3,-2,0,0,1,1,-1,-2,0,0,-1,1,1,0,-1,-1,2,0,-2,-1,1
0,-105,2,2,683,2,4,-164,0,2,806,0,0,74,5,2,-1,0,-1,1,-1,0,-2,1,0,-2,0,0,1,1,0,3,0,1,0,-2
0,-1900,1,1,-2296,1,4,-1152,3,2,-5966,0,0,-1715,1,6,0,0,-1,0,0,2,-2,-2,-1,0,0,0,0,0,1,1,1,-1,0,-5
0,-1910,0,1,-3536,1,1,-553,0,2,-539,1,3,-1140,3,2,0,0,0,0,0,-1,0,1,-1,-1,1,0,0,-1,-1,1,0,-1,0,-1
1,2101,0,2,3248,2,2,1310,0,2,693,0,3,-154,0,3,1,0,0,0,1,0,2,0,1,1,1,1,0,0,0,2,0,0,0,0
1,106,0,2,2279,1,0,700,0,0,-1466,1,2,-1550,2,3,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,-1,0,0,0,-2
0,-2279,0,1,-44,0,1,-1209,0,1,-2317,1,2,-1996,0,2,0,-1,0,0,0,0,0,-1,0,0,1,-1,0,0,-1,-1,0,0,-1,-1
0,1369,0,2,-596,2,2,-459,4,1,-1105,1,0,-778,2,3,-1,1,0,1,0,1,0,1,0,1,-1,0,0,0,1,0,0,0,-1,-2
0,-135,1,2,-51,1,2,1881,0,0,-4340,3,1,-2068,1,4,-1,0,-1,0,1,0,0,-1,0,1,2,0,0,-1,0,1,0,-2,0,-2
0,221,1,0,-1325,3,4,-986,1,2,-2703,0,2,252,2,2,1,0,0,0,-1,-1,-1,0,1,-2,0,1,0,1,-1,0,0,1,-1,-1
1,2751,1,2,922,2,0,-2536,0,1,3083,2,1,1638,1,3,0,-1,0,1,1,-2,0,0,0,0,0,1,1,-1,1,0,0,-1,0,1
0,1375,0,2,-1680,1,2,-3571,0,0,1610,1,3,-1646,3,2,-1,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,-1,2,0,0,-2,0
1,2064,0,1,4207,0,2,1536,1,2,2949,3,3,949,0,3,1,1,0,0,1,1,2,0,0,-1,0,0,0,1,0,0,0,0,0,1
0,-1410,0,2,-2051,1,3,-3301,0,0,-2853,0,3,-298,1,1,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,0,0,1,-1,0
1,4465,0,3,1952,1,2,3435,1,1,4417,0,2,1424,0,2,1,0,0,1,0,0,2,0,0,-1,0,0,2,0,1,1,0,1,0,0
1,-1001,2,1,-376,0,3,325,0,3,-970,0,0,230,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0
0,2671,1,1,1034,0,2,998,1,1,-3675,2,1,-878,1,3,0,-1,0,0,1,0,0,-1,0,0,0,1,0,0,0,-1,0,-1,0,-1
1,2075,2,0,620,1,5,-1429,1,2,3427,1,2,370,3,6,-1,0,0,1,0,-1,2,3,0,1,-1,0,0,3,1,2,0,-1,-2,0
1,1208,0,2,-281,1,1,400,1,1,-1178,4,0,367,5,2,0,0,0,0,2,-1,0,1,0,1,-1,0,0,-4,0,1,0,-3,1,-2
1,855,1,2,1725,7,3,-2894,5,3,1370,1,2,2320,2,6,-1,1,0,0,1,-2,0,1,0,-2,-2,1,0,0,0,3,0,0,1,-1
1,570,1,1,-1590,0,1,1704,1,1,1682,1,2,-241,2,2,-1,0,0,0,0,1,1,0,1,0,1,-1,0,0,0,2,0,-1,-1,0
1,572,0,0,-1180,3,1,-2392,0,1,688,4,1,-750,2,0,0,0,0,0,0,-3,1,0,0,0,0,0,0,-2,0,-1,0,1,-2,0
1,-368,2,1,-1057,0,1,1152,1,0,-346,2,0,-377,0,4,-2,0,0,0,1,0,0,2,0,0,0,1,0,-1,0,0,0,0,0,0
1,-1567,0,1,-484,0,0,421,1,2,1549,3,3,152,2,4,0,0,0,0,1,1,2,3,0,-1,0,0,0,-2,1,0,0,-2,0,1
0,509,0,1,-1124,1,1,1486,2,1,88,2,1,924,2,2,-1,0,0,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,2,-1
0,-1088,1,1,-121,1,2,-1356,2,2,-795,0,2,-317,3,0,1,-1,0,1,0,1,0,1,0,-2,0,0,0,-2,0,0,0,0,1,0
0,-3036,1,5,-309,3,0,145,0,1,1986,3,1,1010,2,1,-4,-1,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1
0,1089,1,4,-4054,1,3,226,3,3,-2461,0,2,294,3,6,-4,0,0,1,1,0,-2,1,-1,0,-1,0,0,-2,0,1,0,-3,1,-2
1,-1987,1,0,-218,0,2,255,0,0,2039,1,1,76,2,1,-1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,-1,0,-1,0,-1
1,-6,1,3,2618,2,4,1080,0,0,4539,1,5,4446,1,5,0,0,0,-1,1,-1,1,1,0,0,1,0,0,1,0,4,1,1,0,3
1,2853,1,2,299,0,2,-220,0,0,154,2,3,-135,2,1,0,-1,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,-2,0,0
1,176,0,2,2083,2,4,-349,1,1,-1775,0,2,-678,4,2,1,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,-2,0,-1
1,-1264,1,0,71,0,2,1809,0,0,1391,0,2,629,0,5,-1,0,0,0,0,0,1,0,0,0,0,4,0,2,0,1,0,0,0,1
0,888,0,0,-1512,0,1,-167,0,2,-152,1,1,416,2,2,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,-1,0,2,0,-1,0,0
0,2048,0,0,34,3,0,203,0,3,-3908,1,0,-751,0,3,2,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,-1,0,-2
0,-3743,0,1,195,3,2,-1145,1,2,-624,0,1,-1016,3,2,0,1,-1,0,0,-1,-1,0,-1,1,-1,0,0,2,0,2,0,0,0,-2
1,2352,0,4,3001,0,2,2051,0,3,1676,0,0,755,1,2,0,0,0,0,3,3,0,1,1,0,0,1,0,1,0,0,0,1,0,-1
1,3537,0,1,230,1,2,2444,1,3,-1155,2,2,-714,3,2,0,0,1,0,1,2,1,0,0,0,0,1,0,-1,0,-1,0,0,0,-1
1,-112,2,2,1985,0,3,907,1,0,-974,0,1,-1482,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
1,642,0,1,-353,0,1,2354,0,2,-1060,1,0,-1088,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0
1,-1534,0,1,-219,0,1,209,0,0,2031,0,1,1191,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-1,0,0,1
1,4345,0,6,2861,4,1,1375,1,1,1618,1,3,1413,2,4,1,0,0,1,0,-1,0,0,2,0,2,2,1,0,-1,0,1,-1,0,0
0,-2272,0,0,-2088,0,1,-1899,2,2,-2615,1,2,-819,1,5,0,1,0,0,0,1,0,0,0,-2,0,1,0,-1,-1,0,0,-3,0,-2
0,-954,0,0,490,1,2,-183,3,0,936,2,3,-21,1,1,0,0,0,0,0,1,1,1,0,1,0,0,-1,0,0,-2,-1,0,1,0
0,-3045,0,0,-2471,1,1,-2028,0,1,-2830,0,6,-1668,1,5,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-3,-3,1,0,-2,-1,-1
0,2096,2,2,-2817,1,0,-904,1,2,-2069,0,3,-891,0,2,-2,0,0,0,1,1,0,0,1,-2,0,0,0,-1,0,-1,0,-2,0,0
1,1040,1,0,-2317,2,0,345,3,1,-1990,1,1,-390,1,5,-1,1,0,0,0,0,-1,1,0,-3,0,1,0,-1,0,3,0,0,0,-1
0,1990,2,2,-1535,7,5,-4922,3,2,-92,0,1,1704,1,4,1,2,0,0,0,-5,0,1,0,1,-1,0,0,0,0,0,2,0,-1,-1
1,1107,0,2,1134,1,3,1682,1,3,2054,1,1,987,2,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0
0,1381,0,1,-2317,1,1,1612,1,3,-134,0,2,9,1,3,0,0,0,0,-1,1,0,0,0,-3,0,1,0,-2,0,0,0,-3,0,0
0,-604,2,2,-3453,2,4,-414,0,4,-3091,3,1,-909,2,4,-1,-1,0,0,0,-3,1,-1,2,0,0,0,0,0,-1,2,-1,0,0,-3
1,1774,2,0,-373,3,1,92,0,1,2116,1,1,1004,2,2,-2,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,2,0,0,-2,0
0,84,0,1,-224,0,4,-513,1,2,-4718,1,3,-2378,0,3,-1,0,0,0,0,1,-3,-1,0,-1,0,0,0,0,-2,-1,0,-1,-1,-1
1,2288,2,3,-309,1,1,2045,0,0,713,1,0,502,1,1,-2,0,0,0,3,-1,0,0,0,1,0,0,0,-1,0,1,0,-1,0,0
0,-1941,3,1,318,3,2,184,3,1,-1261,0,2,-845,3,5,-1,2,0,0,1,1,-1,1,1,2,-1,0,0,1,-2,2,0,-2,0,-3
1,519,0,1,1088,0,1,1340,1,1,3452,0,4,790,3,4,0,0,0,0,0,0,3,3,1,-1,0,0,0,1,1,1,0,-1,0,-1
0,-453,0,2,402,2,1,-633,0,0,2078,2,0,-320,2,1,-1,0,0,0,0,-1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1
1,2165,1,2,717,0,1,1326,0,2,1346,1,0,945,1,1,0,0,0,0,1,2,0,1,0,0,0,0,1,-1,0,0,0,0,0,-1
1,948,0,1,4529,2,1,891,2,1,-2879,1,1,-2784,1,3,0,0,0,0,1,1,0,1,-1,-1,0,0,0,1,0,0,0,0,0,-1
1,527,0,1,944,1,5,685,1,1,4718,0,6,2490,2,3,0,0,0,0,1,0,4,1,0,-1,0,0,0,4,0,1,0,0,0,2
0,-4351,0,1,-1701,0,1,-1305,0,2,420,1,0,-287,0,1,-1,0,0,0,0,0,0,-1,0,-2,0,0,0,0,0,0,-1,0,0,1
0,-1367,1,1,-1567,0,3,-1580,0,0,-862,1,1,-353,1,0,0,-1,0,0,-1,-2,1,1,1,0,0,0,0,-1,0,0,0,0,0,0
1,544,0,4,4084,0,1,2035,0,2,4331,0,1,2645,0,4,0,0,0,0,4,2,0,2,0,0,1,0,0,1,0,2,0,0,0,0
0,-301,2,3,-1792,0,1,2040,2,1,-481,1,2,-980,0,3,-2,1,0,0,0,0,1,0,1,-1,0,0,-1,0,0,-1,-2,0,-1,0
1,992,2,3,54,0,2,-1369,1,0,-212,0,0,277,0,0,1,-2,0,0,2,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0
1,2860,0,2,2786,1,1,1112,0,2,-1333,2,3,196,1,2,0,0,1,0,1,2,0,1,1,1,1,0,0,-1,-1,1,0,0,-1,0
0,-969,1,1,1118,0,4,-752,1,2,-1580,2,1,-2180,3,4,0,-1,0,1,-1,0,1,-1,1,-1,0,-1,0,0,0,1,0,0,-2,-2
0,-469,0,1,-703,0,3,-3065,2,2,-670,1,1,-143,0,2,-1,0,0,0,0,-1,0,0,0,-2,1,0,0,0,-1,0,-1,-1,0,0
1,3820,2,3,2001,1,4,1231,0,3,6591,0,3,2745,0,2,-1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,2,1,1,0,1
1,1263,1,2,381,0,1,2812,0,0,1486,1,1,473,0,3,-1,0,0,1,1,0,1,0,1,1,0,1,0,-1,0,1,0,0,0,0
1,-1069,4,0,-642,1,0,-1229,1,0,251,2,2,-507,5,1,-1,-2,-1,0,0,-1,2,0,0,0,0,-1,-1,0,-1,1,-1,-2,-1,-1
1,1105,1,0,893,0,1,-341,2,1,3338,2,2,1263,0,3,-1,0,0,0,0,0,1,0,0,-1,0,-1,-1,1,0,2,0,0,1,1
0,-423,1,2,-1200,1,0,-498,0,1,-378,1,1,-666,0,3,-2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,-3
0,650,2,3,-1125,2,3,2022,0,0,-2037,0,3,123,1,5,-1,-1,-1,0,-2,0,-1,0,1,0,0,1,-1,-1,0,0,1,-2,0,-2
0,-2863,0,1,-2644,1,1,-1947,0,2,2890,2,0,1124,2,3,-1,0,0,0,0,-1,0,2,0,-2,0,0,0,1,0,0,-1,-2,0,2
0,788,3,3,-269,3,3,-2622,0,0,455,0,2,-398,3,4,0,-1,-1,0,0,-2,-1,0,3,1,0,1,0,1,-2,2,0,-2,0,-2
0,2561,1,0,-127,1,4,-2653,0,2,-3702,1,1,-1956,2,5,0,0,0,0,1,-1,-1,-1,0,0,-1,0,0,-1,0,2,0,-1,-1,-3
1,2932,1,0,442,1,2,-619,0,0,1713,1,0,989,3,3,1,-1,0,0,0,-1,0,2,0,0,0,0,0,0,-1,1,0,1,-2,-1
0,1003,1,2,-494,1,2,-2687,2,1,-436,1,3,-1775,2,3,0,-1,0,0,1,0,-1,2,0,-1,1,0,0,-2,1,-1,0,-1,-1,-1
0,509,1,3,-974,0,1,-1454,3,1,699,1,0,189,3,3,-2,0,0,1,1,1,0,1,-1,0,0,0,0,0,0,1,-1,-1,0,0
0,1237,1,2,-1093,2,1,1058,0,0,-582,0,2,-186,1,1,0,0,0,0,-1,0,0,1,1,0,0,0,0,-1,0,-1,0,0,-1,0
1,630,0,2,2336,2,4,1596,1,1,-775,2,2,684,4,2,1,0,0,0,1,0,1,1,1,0,0,1,0,-1,-1,0,0,0,0,-2
0,-2120,2,0,768,1,1,264,3,3,-66,1,0,605,3,2,1,0,0,0,-1,2,1,1,1,-3,0,0,1,0,1,2,0,0,0,-2
1,436,0,2,4656,1,0,420,0,1,920,1,4,376,0,2,0,0,0,0,1,0,2,2,1,0,1,0,0,0,0,-1,0,0,0,1
1,-2484,1,2,440,3,1,2792,2,1,1335,2,0,-533,0,4,0,-1,0,0,2,1,-2,-1,-1,0,0,1,-1,0,0,2,0,0,0,0
1,-871,0,0,690,1,1,289,1,2,114,0,2,-88,0,3,0,0,0,0,0,1,0,1,0,-1,2,0,0,1,0,1,0,0,1,0
0,-1910,0,1,-891,1,4,-313,0,1,-672,1,1,-1914,0,2,-1,0,0,0,-3,-1,1,0,0,1,0,-1,0,-1,0,0,0,-1,-1,0
1,718,1,0,-240,0,0,-412,1,1,1232,0,0,543,0,0,-1,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,-954,1,0,-63,0,1,-1126,0,0,-1265,1,2,-2336,1,1,0,0,0,0,1,-1,1,0,0,0,0,1,0,-1,0,-1,0,0,0,-1
0,-1515,1,3,-3627,1,2,-643,1,2,-1222,1,6,-1474,0,4,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,1,-2,0,-2,0,0,0,-4
0,1916,2,2,-256,1,3,851,0,1,-511,2,1,-1364,0,1,-1,0,0,0,0,-2,0,0,1,-1,1,0,0,0,0,-1,0,-1,0,1
1,768,1,1,-541,1,2,795,1,4,900,1,2,1534,1,5,0,0,0,1,1,-1,1,1,0,0,0,2,-1,1,2,1,0,0,0,1
0,-3206,4,4,1376,1,0,-1972,3,1,-1548,1,3,-1129,1,2,-1,0,0,-2,4,3,0,1,-1,1,0,0,0,-3,0,0,0,-2,0,0
0,1036,0,0,366,2,1,-75,2,4,1857,2,2,-508,2,4,0,0,0,0,0,1,1,0,-1,-1,1,0,0,0,0,-1,0,-1,-1,-1
1,66,0,3,2237,0,0,430,1,1,-1412,0,0,108,1,1,0,0,0,0,3,1,0,0,-1,0,0,0,0,0,0,1,0,0,0,-1
0,-3408,1,2,-2945,0,4,-5282,0,3,-2710,0,4,-1557,1,4,-2,0,0,0,1,-3,0,-1,0,-2,-1,0,-2,-1,-1,1,-1,-2,0,-1
1,-1838,2,1,64,1,2,735,0,1,2028,2,1,911,0,2,-2,0,0,0,0,0,0,0,1,2,1,0,0,0,-1,1,0,0,0,0
1,-2446,2,0,1252,0,1,595,0,2,-38,1,3,730,2,4,-1,-1,0,1,0,1,2,2,0,1,0,0,-1,0,0,1,0,-1,0,1
0,48,1,3,-3191,0,4,-1702,0,4,-1770,1,2,-1220,2,2,-1,-2,1,1,0,-2,-1,0,-2,-1,-1,0,0,-2,0,1,0,0,-1,-1
0,-1315,0,0,-549,1,2,-891,0,1,-1844,1,1,1221,0,2,0,0,0,0,0,-2,0,0,0,1,-1,0,0,-1,0,0,0,0,-1,0
0,-80,2,0,1017,1,4,1330,1,1,-1407,3,1,-308,1,0,0,1,0,0,-2,0,1,1,0,1,1,0,0,-1,0,0,0,0,0,0
0,1603,1,0,-361,2,1,-1995,2,4,258,1,1,687,1,0,0,1,0,0,0,0,0,1,0,-2,0,-1,0,1,0,-1,1,0,0,1
