OUTCOME,TOP_GOLD_DIFF,TOP1_IMPACT,TOP2_IMPACT,JUNGLE_GOLD_DIFF,JUNGLE1_IMPACT,JUNGLE2_IMPACT,MIDDLE_GOLD_DIFF,MIDDLE1_IMPACT,MIDDLE2_IMPACT,BOTTOM_GOLD_DIFF,BOTTOM1_IMPACT,BOTTOM2_IMPACT,UTILITY_GOLD_DIFF,UTILITY1_IMPACT,UTILITY2_IMPACT,TOP_JUNGLE,TOP_MIDDLE,TOP_BOTTOM,TOP_UTILITY,JUNGLE_TOP,JUNGLE_MIDDLE,JUNGLE_BOTTOM,JUNGLE_UTILITY,MIDDLE_TOP,MIDDLE_JUNGLE,MIDDLE_BOTTOM,MIDDLE_UTILITY,BOTTOM_TOP,BOTTOM_JUNGLE,BOTTOM_MIDDLE,BOTTOM_UTILITY,UTILITY_TOP,UTILITY_JUNGLE,UTILITY_MIDDLE,UTILITY_BOTTOM
1,-311,0,3,-1523,1,2,1994,2,2,1196,0,0,2,1,1,0,1,0,0,0,1,0,0,-1,0,0,-1,2,2,0,1,0,0,0,-1
1,-29,0,2,-429,2,1,1933,1,1,-1447,2,0,-14,1,1,1,1,0,0,1,0,-1,0,1,-1,0,0,0,-1,0,-1,0,0,0,-1
0,-4097,0,1,-1458,0,5,-202,1,0,-3416,2,2,-1220,4,5,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,3,0,0,0,-4
1,1571,0,1,845,0,2,919,1,0,-2,0,1,693,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-1,0,-1
0,-3721,0,0,-4399,2,2,-3439,0,2,-2172,1,1,-735,1,4,0,0,0,0,0,-2,0,1,0,1,0,-1,0,-1,0,0,0,-3,0,0
0,-876,0,2,35,1,1,10,0,0,239,0,0,-1166,3,2,0,-1,0,0,-1,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,-1
0,-3401,0,0,-397,1,2,-1419,2,0,2187,3,3,857,2,3,0,1,0,1,-2,1,2,0,0,0,1,0,0,0,-1,0,0,-3,0,0
0,-3291,1,2,-3260,0,1,1431,1,2,-2439,0,2,-1324,2,3,-1,0,-1,0,0,1,0,0,0,-2,0,1,0,-1,-1,1,0,-2,-1,0
0,657,3,0,19,1,2,-1098,0,1,-945,1,4,-1417,3,4,0,0,0,0,3,-1,1,0,0,-1,0,1,0,-1,-1,-1,0,0,-2,-1
1,1792,0,1,485,2,2,215,1,0,981,2,2,-364,2,3,0,0,0,0,1,0,-1,-1,0,0,0,1,0,2,0,0,0,0,0,-1
0,336,2,1,-1117,2,3,-192,1,3,-1071,0,1,129,3,1,0,0,0,-1,-1,0,0,1,-1,0,0,0,0,-1,0,2,1,0,0,-1
0,-1424,0,1,-2052,0,1,2019,0,0,677,1,3,-816,2,3,-1,0,0,0,0,-1,0,0,0,0,1,2,0,-1,-1,-1,-2,0,0,-1
0,182,0,1,-877,0,1,-2126,1,1,1136,0,3,519,0,1,0,-1,0,0,0,1,0,-1,0,-1,0,0,0,-3,0,0,0,-1,0,0
0,139,1,1,-585,2,2,-866,2,3,-227,2,2,-1869,3,2,-1,0,0,0,0,0,-1,2,1,0,2,-2,0,-1,0,1,0,1,0,-2
0,880,0,0,-1266,1,1,-1935,1,2,-4061,0,1,-1246,0,5,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,-4
1,1719,1,1,-343,0,0,-324,0,2,-278,0,1,-514,3,1,-1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,-2,-1,1
1,-4087,1,0,673,1,0,-1379,2,2,1817,1,1,1042,1,3,0,0,0,-1,-1,1,1,0,-1,-1,0,1,0,0,-1,2,0,-1,1,0
1,4258,1,3,2495,0,7,3502,0,4,1641,3,2,-31,0,0,2,1,0,-1,1,3,0,0,2,2,1,0,0,1,0,-2,0,1,0,1
1,2999,0,1,-346,2,2,-69,0,0,-705,2,2,-236,2,2,0,0,0,1,1,0,2,-2,0,0,0,0,0,-1,0,1,0,0,0,-1
0,2477,0,1,88,1,3,1016,0,1,-1999,0,2,-913,0,3,0,-1,0,0,0,0,-3,0,0,0,0,0,0,-1,-1,0,0,0,0,-3
1,2155,2,2,1393,1,2,640,0,1,1338,0,2,2437,2,2,0,-1,0,0,2,0,2,0,0,1,0,0,0,0,0,2,0,-1,0,-1
1,-197,0,3,2349,3,0,-28,1,1,-1695,1,3,-1815,1,2,0,0,0,0,-1,1,2,-1,3,-1,0,0,0,0,0,1,0,0,0,-1
0,2323,0,0,832,2,1,185,0,0,1279,2,2,-764,1,0,1,0,2,1,0,-1,0,0,0,1,0,0,0,0,0,-2,0,0,0,0
1,-3670,2,2,-1550,2,2,115,2,2,1358,1,1,948,4,2,-2,0,0,0,1,-1,0,0,0,0,-1,1,1,-1,0,1,0,-1,0,0
0,-399,1,0,-639,2,3,-1545,1,4,-2683,1,2,781,0,2,0,0,0,0,1,-2,-1,0,0,-1,-2,0,0,1,-1,-1,0,-1,0,1
1,1626,2,1,-65,1,1,-186,2,1,737,1,1,807,0,3,-1,-1,0,0,0,0,0,0,0,-1,0,1,0,-1,0,2,1,0,0,1
0,-1215,0,2,-448,0,0,-794,2,1,-367,3,1,821,1,2,-2,0,0,0,0,1,1,1,0,-1,0,0,0,-1,1,0,0,-1,0,1
1,-1003,0,4,3160,1,0,100,3,5,150,0,0,534,1,1,0,0,0,0,3,4,0,1,0,-3,0,0,0,0,1,0,0,0,0,-1
1,-727,3,1,928,2,3,521,3,1,2930,0,1,1411,3,1,-2,-1,0,0,-2,0,1,0,-2,3,0,0,0,0,0,1,-2,0,1,-1
1,108,2,1,-1466,0,1,1425,0,2,875,0,0,-375,1,0,-2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,-1,0,0
0,4465,0,1,-209,2,0,-401,4,2,-64,4,1,165,2,4,2,0,0,1,0,4,2,0,0,-2,0,0,0,0,0,0,0,-1,-2,0
0,650,1,0,-2135,1,2,-2089,0,0,1899,1,2,1063,2,0,1,0,0,0,1,-2,0,0,0,0,1,1,-1,0,-1,1,0,0,0,0
1,3846,1,2,1805,1,1,959,0,2,-1524,1,0,-227,0,0,0,0,-1,0,1,1,0,0,1,1,0,0,0,0,0,-1,0,0,0,0
1,-1969,0,0,-5,2,1,920,1,2,2188,0,1,896,1,3,0,0,0,0,0,-1,0,-1,0,0,0,1,0,0,2,2,0,0,0,0
0,-1893,1,0,1285,2,2,-105,1,2,1001,1,3,-638,1,0,2,0,0,0,-2,1,0,0,-1,0,1,0,0,0,-1,-1,0,0,0,0
1,1722,0,1,578,1,2,-576,1,3,721,2,2,748,3,1,1,0,0,0,0,1,2,1,-1,1,0,0,0,0,-2,0,0,-1,0,0
0,-349,0,0,-671,1,1,263,2,3,-1407,2,1,-1118,0,3,0,0,2,0,0,0,0,0,0,-3,0,0,0,0,1,-1,0,-1,0,-1
1,767,1,2,-894,0,2,575,1,3,-647,1,2,-852,3,5,0,-1,2,0,1,2,0,1,0,1,0,2,1,0,1,1,0,-2,0,-1
0,-3095,1,0,115,0,1,-538,4,1,1182,3,1,1757,6,0,0,0,0,0,1,0,2,1,-1,0,0,2,0,-1,2,3,0,0,1,1
1,889,2,2,-521,0,2,577,1,0,-6,2,0,311,1,2,0,-2,0,0,2,0,0,1,0,0,0,0,0,-2,0,1,0,1,-1,0
0,-2357,0,1,-1150,2,0,427,2,0,1336,0,1,516,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,0,0,0,-1,1,0
0,-2693,1,3,741,0,1,1246,1,2,2023,2,0,61,1,0,-3,0,0,0,0,0,1,1,-1,0,1,-1,0,0,1,0,0,0,0,0
1,2661,0,2,-1622,0,0,-404,1,0,2078,1,0,473,1,4,0,0,0,0,2,0,0,0,-1,0,0,0,0,-1,0,4,0,-1,0,0
0,796,0,2,-810,0,1,-1735,1,3,-4216,2,1,-2203,1,3,0,1,-1,-1,0,-1,2,0,0,-2,-1,1,0,-1,0,0,-1,0,-1,-1
1,956,0,0,30,2,1,-1375,1,2,658,1,2,411,3,2,0,0,0,0,0,0,2,0,0,0,-1,0,0,1,-1,2,0,-3,0,0
1,127,2,1,888,0,0,163,0,0,-566,1,1,851,2,3,-2,0,0,0,1,0,1,1,0,0,0,0,0,-1,0,2,0,0,0,-2
1,1789,0,1,861,1,2,58,2,2,-821,0,2,487,4,2,1,0,0,0,1,2,0,0,0,-1,0,0,0,1,0,1,-1,0,-1,-1
0,-874,0,0,1057,0,2,91,0,0,-1121,1,1,686,1,2,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,-1,0,0,0,-2,1
1,1807,0,0,1459,1,4,2541,0,1,-861,1,1,-862,2,1,1,0,0,0,-1,1,1,0,0,3,0,0,0,-1,0,1,0,0,0,-2
0,-1307,1,1,-894,1,5,-2678,1,4,34,2,1,-542,3,2,0,-1,1,0,1,-3,-1,1,0,0,-3,0,0,-1,1,1,0,0,-1,0
1,1593,0,3,3435,3,4,567,0,2,-901,0,4,406,1,3,2,0,0,0,0,1,3,1,2,1,0,0,0,1,0,2,0,-1,0,0
1,1238,1,2,-688,1,3,-1213,3,0,277,0,1,-834,2,0,1,0,0,0,2,0,0,-1,-1,-1,0,-1,0,1,0,0,0,-1,-1,1
1,-2927,1,0,-377,3,1,2446,4,1,-1744,1,3,-32,2,6,0,0,-1,0,-1,0,0,2,-1,0,-1,2,0,0,-1,2,0,-1,0,0
0,-1646,2,2,-844,1,2,-1701,1,2,-760,1,1,679,2,2,-1,-1,0,0,0,0,0,1,1,-1,0,1,0,-1,0,0,0,0,-1,0
1,945,1,1,21,2,1,-466,4,1,-1403,2,3,-428,1,3,0,-1,1,0,1,-1,0,1,0,-2,1,1,0,0,-2,1,0,0,0,-1
1,1394,0,3,4363,3,2,843,1,4,-983,0,2,-214,4,1,1,1,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,-1,0,-3
1,2485,1,1,2538,0,3,2758,1,3,430,1,5,-109,1,5,1,0,0,1,1,1,2,4,0,0,3,0,0,0,0,-1,0,0,1,0
1,-1852,3,0,-989,3,0,-3692,3,2,3316,1,1,769,2,1,-1,-2,0,0,0,-2,1,0,-1,-2,0,0,0,0,-1,1,0,0,-1,0
0,-510,2,0,-1108,2,3,-2605,1,3,342,2,0,-746,2,1,0,1,0,1,0,0,-1,-1,0,-1,1,-1,0,2,0,1,0,-1,0,1
0,3318,1,1,1198,1,1,-1032,2,0,-1149,2,2,-1312,2,5,1,0,0,1,0,0,-1,0,1,0,2,0,0,-2,1,1,0,-3,0,-2
1,1352,0,3,1210,1,4,-181,1,1,4550,2,5,1562,2,5,0,0,0,0,3,0,3,1,0,-1,0,1,0,3,-1,2,0,0,-1,2
1,1530,0,1,740,1,3,3985,1,1,795,1,3,-304,3,4,0,0,0,1,0,-1,1,1,1,2,2,0,0,-1,1,2,0,-1,0,-2
0,-1863,1,2,934,0,2,-2169,1,0,-328,1,1,-488,1,2,-1,-1,0,0,0,0,0,1,0,0,1,0,0,0,-1,0,0,0,-1,-1
0,-3066,1,1,-3407,1,2,2514,2,3,-968,0,2,603,3,1,-1,0,0,0,1,1,-2,3,0,-2,0,0,0,-2,0,0,0,-1,1,0
0,-3541,1,1,-3045,0,3,-1729,3,3,-1691,1,4,-1217,2,6,-1,0,0,0,-1,-1,0,0,0,-2,0,1,0,-2,0,1,0,-3,0,-2
0,344,1,2,-1993,0,3,-5280,2,1,-832,0,1,-1167,1,4,-1,-1,0,0,1,-3,0,0,0,-1,0,0,0,-1,2,1,0,-2,0,-2
0,-2793,0,3,-3255,0,2,-543,0,0,-665,0,1,-588,1,1,-3,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,-1,0,-1,0,0
0,-2270,2,0,773,1,0,1021,2,1,1208,1,0,-935,5,2,1,0,0,1,1,2,0,1,1,-1,0,0,0,0,0,3,-1,0,-1,1
1,2414,1,0,1479,2,5,3060,0,1,354,3,1,-1163,3,3,2,0,-1,0,0,1,0,-2,0,1,1,0,0,0,0,1,0,1,0,-3
0,-2552,1,1,-2265,1,1,-2222,0,2,-65,1,1,-694,1,2,1,0,-1,0,0,-1,1,0,1,-1,-1,0,0,0,0,0,0,-1,-1,0
1,-4515,1,0,-1453,1,1,54,1,1,3921,0,0,1144,0,5,0,1,0,0,-1,0,0,1,-1,0,0,2,0,1,0,1,0,0,0,0
1,-1992,1,2,482,1,2,610,1,1,-1607,2,0,-1060,0,1,0,0,0,0,1,1,0,1,0,1,-1,0,0,0,0,-2,0,0,0,0
0,835,0,0,-171,0,5,-1255,2,4,-2079,2,3,-1119,1,5,0,1,0,0,0,-3,1,1,0,-3,0,-1,0,-2,-1,0,-1,0,0,-4
0,-3548,0,2,-2511,0,3,-3059,0,2,-591,0,0,-735,2,0,-2,0,0,0,-1,0,-1,-1,0,-2,0,0,0,0,0,2,0,0,0,0
1,575,0,2,412,0,3,2393,1,0,841,1,2,591,3,4,1,0,0,1,1,0,1,0,0,1,1,2,0,1,-1,1,0,-1,-1,-1
1,1570,0,1,2332,1,4,1095,1,2,823,1,2,468,0,4,1,0,0,0,1,2,0,0,0,2,2,0,0,0,0,2,0,0,0,0
0,-1510,1,0,91,3,1,833,0,1,-702,2,2,-254,1,3,1,0,0,0,0,0,2,0,-1,0,0,0,0,-1,0,1,-1,-1,0,0
1,10,1,0,-669,1,3,112,0,0,2982,3,0,2861,2,2,0,-1,0,0,0,-1,0,0,0,0,0,1,0,-1,0,1,0,0,-1,0
1,-589,5,2,-1912,1,1,1858,1,1,-556,1,2,537,2,1,-2,0,-1,0,0,-1,2,0,2,-1,0,0,0,0,0,0,0,-1,0,-1
1,1523,0,2,2043,0,2,2306,1,4,3057,0,2,1145,0,4,0,0,0,1,0,2,1,1,2,0,0,1,0,2,0,1,0,0,2,0
1,1535,0,2,2201,2,1,-212,0,2,-2930,2,2,-1183,2,1,1,0,0,0,2,0,0,1,0,0,0,0,0,-1,0,0,0,-1,0,0
1,31,1,2,-266,2,2,329,1,1,1324,0,1,852,0,3,-1,0,0,0,1,0,-1,0,1,0,1,1,0,1,0,2,0,0,0,0
0,1369,1,0,-460,0,1,-259,0,1,141,0,0,394,3,4,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,0,-2,0,-1
0,1529,2,1,145,1,1,160,0,1,-579,3,1,-770,2,5,-1,0,0,0,1,0,1,1,1,-1,1,0,0,1,0,0,0,-3,0,-2
1,1861,0,1,2005,0,0,-829,0,2,1410,1,1,530,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,-1,0,0,0,0,0
1,2310,0,1,80,3,2,-3589,2,2,-1267,2,1,-217,3,3,1,2,0,0,1,-2,-1,2,0,-1,0,1,0,0,-1,-1,0,-1,-2,1
0,262,0,1,-28,3,1,-1235,0,1,853,0,0,13,1,1,1,0,-1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0
0,1312,0,1,-1396,2,3,-2047,1,1,-2300,0,0,-730,2,0,0,0,0,1,-1,-1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0
1,-1419,0,0,1556,1,0,-268,0,1,1561,0,3,573,1,2,0,0,0,0,-1,1,2,0,0,0,1,0,0,0,0,2,0,-1,0,0
0,68,1,3,832,1,3,-3004,2,1,2176,2,0,707,2,3,-3,1,0,1,0,-2,1,0,-1,0,1,0,1,0,1,0,-1,1,-2,0
1,98,0,2,2414,1,2,918,1,2,77,3,5,-1390,2,4,0,0,1,0,2,1,2,1,0,1,2,0,0,-1,0,0,0,0,-1,0
0,1796,0,0,-2463,1,2,-1712,2,0,-2696,0,4,-531,1,4,1,1,0,0,-1,1,-1,0,0,0,0,0,0,-3,-1,1,0,-2,0,-2
0,595,0,0,546,4,2,821,1,0,-997,2,1,-54,4,3,1,0,1,1,0,-1,0,0,0,3,0,1,0,0,1,1,0,0,0,-3
0,-979,1,2,1158,0,0,1177,3,1,-1552,1,0,-622,2,1,-2,0,0,0,1,3,1,2,0,-1,0,0,0,0,0,0,0,0,0,-1
0,1719,2,1,-1329,0,3,-2686,0,2,294,1,0,-275,2,1,-1,0,0,1,1,-2,-1,0,0,-1,0,0,0,0,0,1,1,0,-1,0
0,345,2,1,532,2,1,-1349,1,2,-374,0,2,-487,1,2,-1,0,0,0,2,1,-1,0,0,2,0,-1,0,0,0,-2,0,-1,-1,0
1,2396,0,1,1303,1,4,-686,0,2,921,0,1,-1,1,1,1,0,0,0,1,1,1,-1,0,0,0,1,0,3,1,0,0,0,0,-1
1,835,1,3,3263,0,2,2610,0,2,389,1,2,970,1,1,0,0,1,1,1,1,1,0,2,1,0,0,0,0,0,-1,0,-1,1,0
1,658,0,3,1608,1,2,3318,0,1,-1010,3,2,432,2,2,0,0,0,0,2,0,0,2,0,1,1,0,1,-2,0,0,0,-1,0,0
1,1394,0,3,927,1,2,-412,2,1,1038,0,1,20,2,2,0,1,0,0,2,-1,1,2,1,1,0,-1,0,0,0,0,0,0,-1,-1
0,1960,2,1,-808,2,1,-355,1,2,-916,1,0,522,0,3,-1,0,0,0,1,-1,0,0,0,1,-1,0,0,1,0,0,0,-1,1,-1
0,-2520,0,2,384,1,1,105,0,1,-1020,2,1,230,3,3,-2,0,0,0,0,-1,2,1,0,1,-1,0,0,-1,0,2,0,0,-1,-2
1,-2433,2,0,-912,2,3,359,2,3,3483,0,2,1311,0,4,-1,0,1,0,-2,1,0,1,-1,0,1,0,0,1,1,3,0,0,1,0
1,-644,0,1,2051,0,3,2947,1,1,-115,0,1,847,2,2,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,-1,0,0
0,-1067,0,0,-676,1,0,-735,0,0,1386,2,0,1002,2,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-3,-1,1
0,109,1,2,-846,1,1,560,1,1,-492,2,1,574,1,3,-1,0,-1,0,1,-1,1,0,-1,0,1,0,0,0,0,1,0,-1,1,-2
0,-2796,2,1,-530,0,4,1949,1,0,-1550,0,2,-1281,1,5,-1,0,0,1,-2,1,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,-3
0,-282,2,2,-46,1,3,-2880,2,0,-1911,3,4,-784,1,5,0,-1,0,0,2,-1,1,0,0,0,0,0,0,-2,-2,1,0,-1,-1,-1
1,1620,1,3,285,0,3,1207,0,0,-1218,0,1,-575,1,1,1,0,-1,0,3,0,0,0,0,1,1,1,0,1,0,0,0,-1,0,0
0,-1086,2,1,2336,3,2,1167,1,0,-1363,0,0,-976,1,1,0,-1,0,1,1,1,-1,0,0,3,0,0,0,0,0,0,-1,0,0,0
0,412,0,2,-773,1,4,-1543,2,0,-3929,0,2,-2141,0,3,0,-1,0,-1,0,0,0,-2,0,0,0,0,0,-1,0,0,0,0,0,-3
0,803,1,0,-2314,1,1,292,1,3,-1051,0,2,402,0,1,0,0,0,0,1,0,-1,0,0,-1,-1,0,0,-2,0,0,0,-1,1,0
0,-2781,0,1,-978,0,2,-649,0,0,2091,2,1,721,1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,1,0,0,0,2
1,-4608,2,1,-1402,2,2,1451,2,1,2985,2,1,218,1,2,-1,0,-1,0,-2,0,0,0,-1,0,0,1,0,0,1,1,-1,0,0,1
0,-2445,0,1,-185,3,1,-1104,0,1,918,1,0,-119,2,1,0,-1,0,0,0,0,1,-1,0,1,0,1,0,1,0,1,0,0,-1,0
1,-1432,4,0,-1139,1,0,-307,0,1,3510,2,3,1073,2,7,-4,0,0,0,0,-1,2,0,0,0,0,0,-1,0,1,6,0,-1,0,0
1,2524,1,1,1744,3,2,36,2,1,-1087,2,2,-460,2,3,0,0,0,0,1,-2,2,1,0,0,-1,1,0,0,0,-2,0,0,-1,0
0,812,1,5,-3689,0,4,-1089,3,4,-2433,0,0,-1051,1,4,-4,-1,0,0,0,2,-3,0,1,-3,-1,1,0,0,0,0,-1,0,-1,-2
1,-1323,3,1,-813,0,0,2126,0,0,2477,1,2,939,2,4,-2,0,0,-1,0,0,2,0,1,0,0,1,0,-1,0,3,0,-2,0,0
0,871,2,0,2709,2,3,-3697,1,0,-1169,2,1,-170,2,5,0,0,0,0,2,-2,1,1,0,1,1,0,0,0,0,1,0,-1,-2,-2
1,3005,0,1,3577,1,1,-45,1,1,-1622,2,2,-822,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,-1,-1,0,-1,0,-1
0,-2709,0,1,-1088,0,0,219,0,1,359,0,4,-842,1,1,-1,0,0,0,0,0,0,0,0,-1,0,0,-2,0,-2,1,0,-1,0,0
1,337,2,0,2279,1,2,1453,1,0,-193,1,3,-761,1,3,0,0,0,-2,0,0,2,0,0,1,-1,2,-1,0,0,0,0,0,0,1
0,-1076,1,1,-1870,2,3,-2015,2,4,1546,3,3,-2667,5,3,1,-1,1,0,-1,2,1,1,-2,0,0,0,1,-2,0,1,0,-3,0,0
0,313,4,2,724,1,3,-1506,3,1,-566,2,3,-994,1,3,-1,2,1,0,0,0,0,0,3,-1,0,0,0,0,-2,0,-1,0,-1,-1
0,1883,2,2,965,1,4,181,1,2,-2524,1,2,-1593,3,4,-1,-1,0,1,0,1,-2,1,1,-1,-1,1,0,1,0,-2,0,-3,0,-1
1,2872,0,5,1876,2,4,-422,1,3,1919,1,2,2412,3,2,1,1,0,0,3,0,1,1,1,0,0,-1,0,1,0,0,0,0,1,0
0,-4345,4,0,2895,1,1,3329,1,1,56,1,1,-58,3,0,0,0,0,0,2,1,0,0,1,1,0,2,-1,0,0,1,0,0,0,0
0,1102,2,0,840,1,1,337,1,2,2362,2,1,1365,3,1,0,0,0,0,1,0,1,1,1,-1,0,0,0,-1,0,2,0,0,-1,1
0,890,3,3,2079,2,1,-363,1,1,-2956,1,0,-1769,2,2,0,-1,0,1,3,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,-2
0,472,1,1,356,1,1,-1395,1,1,737,0,2,-1239,3,3,1,-1,0,0,0,0,0,1,1,-1,0,1,0,0,-1,0,0,-3,0,0
0,-1889,1,1,-1114,1,4,14,1,2,-4987,0,1,-2940,2,4,-1,0,0,0,1,0,-2,0,0,1,-2,0,0,0,0,-1,0,-1,0,-2
0,-3306,0,0,-1599,2,6,-1471,2,2,-2928,1,2,-862,0,1,1,0,0,0,-1,1,-3,0,0,0,-1,0,0,-1,-1,0,0,0,-1,0
0,-908,0,2,-962,1,2,188,2,2,-3050,0,2,-2497,0,2,-2,0,0,0,0,1,-1,-1,0,-1,0,-1,0,-1,0,-1,-1,1,1,-1
0,-1017,4,1,930,3,3,1346,0,0,665,1,0,2204,4,3,-1,0,0,0,0,-1,-1,0,0,2,0,2,3,1,0,2,0,0,0,-2
1,5379,0,3,-317,2,5,2918,3,2,1307,3,5,283,2,2,3,1,0,0,1,0,0,0,1,0,1,0,0,-2,1,1,0,-2,0,2
0,-1250,2,2,-1689,1,0,444,2,1,-1642,1,2,-239,0,1,-1,0,-1,0,1,2,0,0,1,0,0,0,0,-2,0,0,0,0,0,0
1,3189,0,2,2456,1,3,1718,0,1,1186,0,4,314,0,4,2,0,0,0,1,1,3,2,0,1,0,0,1,0,0,1,0,0,0,1
1,1951,0,1,-288,0,0,-67,2,1,1406,0,0,996,0,2,0,0,0,0,1,1,0,0,0,-2,0,0,0,0,0,2,0,0,0,0
0,-4798,0,3,1402,0,2,742,1,1,80,3,2,-831,1,1,-1,-1,0,-1,-1,1,2,0,0,0,0,-1,0,0,0,-1,0,0,0,-1
1,-1400,1,0,-397,0,3,1678,2,0,4465,0,0,481,1,4,1,-1,0,1,0,0,0,1,-1,1,0,1,0,0,0,1,0,0,-1,0
1,-1472,4,2,-672,2,2,386,0,2,838,2,3,40,5,6,-3,-1,0,1,-1,1,2,0,2,1,0,3,0,0,-1,2,0,-2,-3,1
1,-660,2,0,-282,2,1,826,1,3,761,2,0,1114,0,0,0,-1,0,0,-1,1,0,0,-1,0,0,0,0,-1,0,-1,0,0,1,0
1,2214,0,0,2207,0,2,-1634,0,2,559,3,2,1526,3,3,1,0,0,0,0,0,0,0,0,1,1,2,0,-1,0,1,0,0,-2,0
0,1077,0,1,-689,1,0,-521,2,1,289,1,1,135,3,0,-1,0,0,0,0,1,0,1,0,-1,1,0,0,-1,1,2,0,1,0,0
0,130,1,0,757,1,1,-30,0,3,-1095,0,1,-1030,3,1,1,0,0,0,1,0,0,0,-1,-2,0,0,0,0,0,1,0,0,0,-1
0,786,0,1,113,2,3,-1916,0,0,852,1,2,1340,2,0,-1,0,0,0,0,-3,0,1,0,1,0,1,0,1,-2,0,0,0,0,1
0,-1924,0,2,-319,0,1,1040,1,2,136,1,1,-1119,4,2,-2,0,0,0,-1,1,0,1,-1,0,1,1,0,0,0,0,0,-2,0,0
0,-1648,1,0,-2726,1,0,-1622,2,1,218,2,3,650,4,4,0,0,0,0,1,2,0,2,0,0,1,1,0,-2,-1,1,0,-1,-2,0
0,-2170,1,0,557,0,5,-2251,1,0,-1592,2,0,447,2,1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,2,0,0,1,0
1,-3325,3,0,989,1,2,483,0,1,-96,1,2,-521,0,5,-2,-1,0,0,0,0,1,3,0,0,0,1,0,1,0,0,0,1,1,0
1,4072,0,1,4766,0,3,1659,0,0,2388,1,2,741,2,6,1,0,0,1,0,0,1,4,1,0,0,0,0,1,0,0,0,-1,0,1
1,4043,0,0,2950,0,2,1385,1,0,-513,2,3,894,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
0,-4445,0,4,-1105,0,0,-577,0,0,-1611,1,2,-1081,2,5,-2,0,-1,0,0,0,1,1,0,0,0,0,-1,-1,0,0,0,0,-2,-3
0,-1335,1,3,-1706,2,5,-861,1,2,-3706,1,4,-2423,0,2,-1,1,-1,0,-2,-1,-1,0,0,-1,0,0,0,-1,-2,-1,0,0,-1,0
1,-1368,4,0,-1155,2,3,-494,1,3,4196,0,1,825,2,3,0,-1,0,0,0,1,1,-1,0,-1,0,0,0,1,0,3,0,-1,0,-1
0,-2456,0,0,-770,3,4,648,0,1,-2139,1,2,-1268,1,1,0,0,0,0,-2,-1,-1,0,0,2,0,1,0,0,-1,0,0,-1,0,0
0,-3528,1,2,-1012,0,4,-1075,3,5,-509,2,1,-376,3,2,-2,0,0,0,-1,1,-1,3,0,-3,0,0,-1,0,1,0,0,-2,0,0
0,-3699,0,2,-2435,2,4,-3522,0,2,-1193,0,2,-2027,2,3,0,-2,0,0,-2,-1,-1,1,0,-2,0,0,0,1,-1,1,0,-1,-2,0
1,-2335,4,2,1619,0,1,966,1,2,2887,2,2,172,1,4,0,-2,-1,0,0,2,0,2,0,0,1,0,1,-2,0,1,0,0,0,1
0,-2370,1,4,-1713,1,2,-1608,2,1,-932,0,2,-16,4,3,-3,-1,0,0,0,-1,0,2,-1,1,0,1,1,-2,1,1,-1,0,0,-2
0,1028,1,0,-484,0,1,1119,2,1,-142,4,2,601,1,3,0,0,0,0,1,0,0,1,0,-1,2,0,0,-2,0,0,0,-2,1,1
0,779,1,3,-2352,0,1,-2118,0,2,-1654,0,0,-409,1,2,-1,-2,0,0,0,0,-1,0,1,-1,-1,0,0,0,0,1,-1,0,0,-1
1,-198,3,1,182,3,1,-1924,0,0,271,3,3,-125,3,2,-2,0,0,0,1,-2,2,2,0,0,0,0,0,0,-2,-1,0,-1,-1,-1
0,-2986,1,1,-967,2,3,-1468,3,3,1730,1,4,1505,3,1,0,0,0,0,-2,0,0,1,-3,0,0,1,-2,0,-1,1,0,1,1,1
1,-1487,1,1,-719,4,0,1296,0,1,-1733,1,1,-849,2,1,-1,1,0,0,-2,-1,0,1,0,0,0,0,0,-1,0,0,1,0,0,-2
