OUTCOME,TOP_GOLD_LOG_RATIO,TOP2_IMPACT,TOP1_IMPACT,JUNGLE_GOLD_LOG_RATIO,JUNGLE2_IMPACT,JUNGLE1_IMPACT,MIDDLE_GOLD_LOG_RATIO,MIDDLE2_IMPACT,MIDDLE1_IMPACT,BOTTOM_GOLD_LOG_RATIO,BOTTOM2_IMPACT,BOTTOM1_IMPACT,UTILITY_GOLD_LOG_RATIO,UTILITY2_IMPACT,UTILITY1_IMPACT,TOP_JUNGLE,TOP_MIDDLE,TOP_BOTTOM,TOP_UTILITY,JUNGLE_TOP,JUNGLE_MIDDLE,JUNGLE_BOTTOM,JUNGLE_UTILITY,MIDDLE_TOP,MIDDLE_JUNGLE,MIDDLE_BOTTOM,MIDDLE_UTILITY,BOTTOM_TOP,BOTTOM_JUNGLE,BOTTOM_MIDDLE,BOTTOM_UTILITY,UTILITY_TOP,UTILITY_JUNGLE,UTILITY_MIDDLE,UTILITY_BOTTOM
0,-0.5084040150930312,0,2,0.05210724137750036,2,4,0.2880148426427848,2,2,0.2411270830263616,0,0,0.2771570573574694,3,1,0,1,0,0,-1,1,0,1,1,1,-1,0,0,0,0,0,0,1,-1,-1
1,-0.13088656663889017,0,2,-0.35326050599444025,0,3,0.13239682980413398,1,5,-0.3686320702151306,2,0,0.22729651921373314,4,3,-2,0,0,1,0,-2,1,-1,0,-3,-2,1,0,0,1,2,0,0,0,-2
0,-0.8362882155852396,2,1,0.04871401175467518,1,1,0.6155016687196891,3,1,0.26780878866946206,1,0,0.10224581745322593,1,1,-1,0,0,0,0,1,0,0,0,-3,0,0,0,-1,0,1,-1,0,0,0
1,0.8411441348193441,1,1,0.03358063542949923,2,0,0.39535006557897423,3,2,0.11895952980937811,0,1,0.2663856153334318,2,1,-1,0,0,0,1,3,0,0,0,-1,0,0,0,-1,0,2,0,0,0,0
0,-0.8360419813416528,1,3,-0.057524514576239014,0,1,-0.26164860548517727,1,0,-0.6255386498626222,1,0,-0.48254842653286906,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-2
0,0.9422811745227936,0,2,0.4987057393419157,1,2,0.10299855070873773,0,1,-0.6659874323544072,2,1,-0.3991672330482789,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0
1,-0.1397451748780465,0,0,-0.21549731843647188,3,3,-0.2251806531612163,0,1,0.4049178636547866,1,1,0.16278841440600647,2,3,0,0,0,1,0,-3,0,0,0,1,1,0,0,-1,0,1,0,-1,-1,0
0,-0.3118689322421134,2,0,-0.34731604889382867,2,1,-0.44554852187068283,0,2,0.13360960764544363,2,1,0.07408542339980632,3,5,0,-2,0,0,0,0,0,-1,0,1,0,2,0,-1,1,2,0,0,-1,-1
1,-0.17523880133878028,1,0,-0.19675453665446663,1,4,-0.37112121812479404,3,0,1.3797514593230154,1,3,0.12097777901517325,5,4,0,0,0,0,0,-2,0,1,0,0,0,1,0,-2,2,3,0,0,-3,0
0,-0.31782185201689533,1,0,-0.11107090662100721,0,3,-0.3091082173048588,2,1,0.624970472885341,2,2,-0.24909274324013955,1,0,2,0,0,0,0,0,1,0,0,-2,1,0,0,0,-1,-1,0,0,0,0
0,-0.20422440034734185,0,0,-0.26692721594642804,1,2,0.02728523410512843,1,4,0.10913519801787361,1,0,0.33619051030194486,3,1,0,0,0,0,-1,2,0,0,0,-1,0,1,0,0,1,0,0,-2,1,0
1,0.41451657670922365,1,1,0.22143051772871333,1,2,0.3128577607462306,2,0,-0.07853660330420888,0,2,0.04443346898522077,1,1,-1,0,0,0,1,1,-1,0,0,1,0,0,0,-1,0,0,0,0,0,-1
1,0.7637364973429545,0,0,0.3995411629556757,4,1,0.40273092552816886,3,0,0.5649598570376811,4,0,0.6242888209272254,5,2,1,0,0,0,0,1,1,3,0,2,1,1,0,0,1,1,0,0,-1,2
0,-0.11166741165232572,0,1,0.30136155144156335,1,0,0.42233046905384924,1,0,-0.2706967674202265,0,1,0.006701970160169877,0,1,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0
0,0.16302221524101265,1,2,-0.2497218744952778,0,2,-0.18333744901736684,3,1,0.01008685823344438,4,2,-0.001456532219516131,1,1,1,-1,1,0,1,1,0,0,0,-1,0,0,0,-1,-3,1,0,0,0,0
0,-0.0657496537584418,3,3,-0.0671881252464897,4,1,0.27638871629155815,4,1,-0.32220198098992,2,1,-1.1199958856882941,3,2,0,0,0,-3,1,1,-1,-1,-1,0,1,-2,0,-1,0,1,0,-1,-1,-1
1,0.3535742900456434,3,2,0.04147374874113426,2,2,-0.028569152196770954,3,1,0.519816383837533,2,1,0.47983550494156374,1,1,2,0,0,0,1,-1,0,1,1,-1,0,0,0,-1,1,0,0,-1,0,2
1,1.474873702059575,6,0,0.28940615096647004,5,3,0.6375144023768016,1,0,0.5465884974023869,3,0,0.5413557746914773,4,2,0,1,0,0,1,-1,0,1,2,3,1,2,3,1,0,1,-1,0,0,0
1,0.33623028610905203,0,3,-0.09812130731813835,0,2,-0.4358934415522245,1,1,0.02375484283455072,0,1,0.4382070322728533,1,2,-2,-1,0,0,-1,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,-2
0,-0.18312950778086567,1,1,0.29093928368897487,1,0,-0.5983220505696025,1,0,-0.6964485388519743,0,2,-0.5519070977541345,2,1,0,-1,0,0,1,0,2,-1,0,-1,0,0,0,0,0,1,0,0,0,-2
0,0.51460003340713,0,1,0.22678938958884923,1,5,0.2632269063399023,3,2,0.2004738827313747,1,2,0.28995784446066714,0,1,2,1,1,0,1,-1,0,0,-1,-1,0,0,-1,0,1,1,0,2,0,1
0,0.2428642529163361,1,2,0.34975948432661425,3,1,-0.06230562974096375,1,2,-0.627151262207055,2,1,-0.3934250581812593,1,1,0,0,0,0,0,0,-1,0,1,-1,0,0,-1,1,-1,1,0,0,0,0
1,1.0263174307024272,1,1,0.032381048513294534,3,2,0.44009301059257616,2,0,0.707668445460493,1,1,0.18633991327781133,4,2,0,1,0,0,-1,-1,0,0,1,1,0,1,0,1,1,2,0,-1,0,0
0,-0.004617448951584745,1,2,0.5428103604749045,1,1,0.19417254768898973,0,1,-0.7308432052955182,1,2,-0.38702312310924736,4,1,0,-1,0,0,2,1,0,1,0,0,1,0,0,0,-1,0,0,1,-1,-3
1,0.12776048010466995,1,0,0.3143879428800275,2,0,0.218515468127546,1,1,0.12544080653418474,2,2,-0.31509066483380865,4,2,0,0,0,0,0,1,2,1,1,1,-1,1,0,-1,0,2,-1,0,0,-1
0,-0.38396884148829885,1,0,-0.7009852734585077,2,0,-0.4035418604410144,2,0,0.3764707601768341,0,2,0.23487528491472653,2,2,-1,0,0,0,-1,0,0,0,0,-2,0,1,0,0,0,1,0,0,-2,1
0,-0.8321571236024279,2,1,-0.18842885250780544,2,0,-0.7564881524310249,2,1,-0.3388214766120994,4,0,-0.9718391469191378,1,0,0,-1,0,-1,0,0,0,0,-2,0,0,0,-1,-1,0,-2,0,0,0,-1
0,-1.2204372847844915,2,0,-0.5178483048626192,4,1,0.24047595243199227,2,0,-0.7804427701077922,3,2,-0.5430684396528974,3,0,-1,0,-1,0,0,-1,-1,-1,-1,0,1,0,0,-3,0,0,0,-1,0,-2
0,0.6512985858651354,1,0,-0.652455431251656,1,0,0.039944586252578525,3,0,-0.19160547398519148,2,1,-0.1084260735165882,4,2,-1,0,1,0,0,0,-1,0,0,-2,0,-1,-1,-1,0,2,0,-2,0,-2
1,0.17393806394893582,1,3,0.3502986206067629,2,1,0.04160781791558257,2,0,0.5272728409449772,2,1,0.10340149788433597,1,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,2,1,-1,0,0,0,2
1,0.10164776367324846,2,1,0.24481243154378313,2,0,0.8164155273523063,1,0,-0.1900754709611654,1,0,-0.12072212315040387,1,2,-1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,-1,0,-1
1,-0.01790862601972684,1,2,0.2633161704172606,2,0,0.22396284425010224,2,0,0.036647967595523995,3,1,-0.3410773385187212,2,1,0,0,-1,-1,1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0.20711784345270456,0,2,0.02158920309600671,0,0,-0.1367458341735872,2,2,-0.3740780283348299,0,0,-0.36872025383129825,6,0,0,0,0,0,1,2,0,0,0,-1,0,0,0,0,0,0,0,-2,-1,-3
1,0.00885458805300406,3,0,0.8663546598811392,5,1,0.612942196304665,0,1,0.6482111189913039,0,0,0.6628112529450897,3,2,0,0,0,0,1,0,0,2,0,2,0,0,0,2,0,1,0,0,0,-1
1,0.7434256431067372,0,0,0.16077705703125053,0,1,0.6867830228242289,2,0,-0.4204564582912977,1,4,0.12093063351797761,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,-2,0,-3,1,-1
0,-0.5829974689985384,0,1,0.191840576210343,3,4,0.03870166853961513,2,3,0.6508009578454428,4,1,-0.2599325017343176,1,5,0,1,0,0,1,0,0,0,-1,2,0,3,-1,-1,0,1,0,-1,0,0
1,0.7374750332355511,0,0,0.03255942759173048,0,2,-0.7778596585222363,0,0,-0.4356615901992322,0,1,-0.37509013930882174,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1
1,0.13300618708564152,2,1,-0.3530655676054141,1,2,-0.20244505338058907,2,2,-0.42494237865157547,0,2,-0.09211016460060033,1,2,-1,1,0,0,0,0,-1,1,2,-1,-1,0,0,-1,-1,0,0,1,-2,0
1,-0.2200307264452593,1,1,0.5831493861920929,2,1,-0.09381295664265132,1,1,0.07007843573614062,2,0,0.07341090721703407,5,3,-1,0,0,0,1,0,2,3,0,1,0,1,0,0,0,1,0,0,0,-3
1,-0.7508731675293016,1,2,0.0015393439896851744,1,1,-0.028475168610477355,2,4,0.06470003551836424,1,3,-0.3435284738626008,3,5,0,0,-1,-1,0,1,0,1,0,-2,-1,0,0,0,0,1,0,-1,-1,-3
1,0.2315495423624421,0,3,-0.40010690980034386,0,0,-0.050022024266088885,0,0,0.3217368701484133,0,0,0.13010101193362072,1,1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0
0,-0.23998721452647362,3,1,-0.19684985642926214,0,3,-0.13802221670544765,2,3,0.2997081398772277,4,2,0.2969356398636292,2,4,-2,0,0,0,1,2,1,0,0,0,-1,1,-1,1,0,1,0,0,0,-1
0,-0.041953459297825,3,0,-0.6895332964034716,0,1,0.5727910218654694,1,2,-1.0732164573000178,4,1,-0.26994018156924043,5,2,-1,1,-2,0,0,1,0,0,0,0,0,1,0,-2,-1,0,0,0,0,-4
0,0.1930351344870235,3,1,-0.37347501423626644,0,2,0.12283475900262655,1,1,-0.6395314432605794,0,2,-0.3644610758704444,3,1,-1,-1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-1,0,0,0
0,-0.9782006217146513,0,1,-0.3660812737662738,4,1,0.033138005590195294,0,1,0.10514709657584877,2,4,0.4223293535987972,3,3,0,1,0,0,-1,0,-1,1,0,0,2,0,0,-2,0,2,-1,1,-1,0
1,0.7355038969379372,1,0,0.31675255509945144,2,0,0.5134948749959276,1,2,-0.1391071219095367,0,0,-0.27164892614600344,1,0,1,1,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0
0,0.16145237978728985,0,4,-0.011064020029072287,0,1,0.048601595560713924,2,0,-0.4781727386018959,1,2,-0.01791223330437378,1,3,1,0,0,0,3,0,0,1,0,0,0,1,1,-1,0,1,0,0,-1,0
0,0.06798893052060768,1,2,0.44388362011957716,1,1,0.398850726910361,0,0,0.1297502865979221,1,1,-0.051089996423764696,1,2,-1,0,0,0,2,-1,0,1,0,1,0,1,0,-1,0,0,0,0,0,0
1,0.42994761284384664,0,2,-0.20415699551850772,0,0,0.3564371701153069,1,2,0.2591267642416138,0,1,0.13383574444657603,2,0,-2,0,0,0,0,0,0,1,0,-1,0,-1,0,-1,0,1,0,0,1,0
0,-0.20643012658045978,2,1,-0.4178473208606822,3,2,-0.8696935589680682,0,0,-0.6907027560018572,0,1,-0.2837686444253238,2,0,-1,0,0,0,1,-2,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1
1,-0.007736987017795101,4,0,0.0908979118833217,2,0,-0.7050798866186507,0,2,0.3193935191623289,1,1,0.7196106588123076,2,3,0,0,0,0,3,0,0,0,0,-1,-1,0,1,1,0,2,0,-1,0,-1
0,-0.346659560881886,2,0,-0.025116931749180116,0,2,0.2510296267911333,2,1,-0.2510140552095334,1,1,0.27742242263060546,0,0,0,0,-1,0,0,0,1,0,0,0,-1,0,0,-1,0,0,0,0,1,0
1,-0.6474042870318689,2,1,0.2058718940615716,2,2,0.6600329339313421,1,1,0.7093214748509629,3,0,0.008077318373419273,4,0,0,1,-1,0,0,0,3,-1,0,1,0,1,0,1,0,2,1,0,0,0
1,0.6318525423494843,2,1,-0.26590960298975935,0,1,-0.060037582785832606,1,2,-0.9154029843290584,3,1,-0.06631540040128696,0,2,-1,1,0,0,2,-1,1,0,0,-1,1,0,0,0,-1,0,0,0,0,-2
0,-0.9914171485908082,1,0,0.19435029389794942,0,0,-0.4906737917325836,2,1,0.13846629971322755,2,6,0.026558575536463704,2,5,-1,0,0,0,0,1,2,1,0,-2,1,1,0,-1,0,2,0,-1,0,2
0,-0.21519139447148722,0,0,0.09526199251037032,1,0,-0.18898904406976313,1,1,-0.3977970491900123,1,2,0.24783613712275876,1,1,0,0,0,0,0,1,0,0,0,-1,0,1,0,0,-1,0,0,-1,0,1
0,-0.24433497421712505,2,1,-0.6876187736192142,4,1,-0.0571487445149323,1,0,-0.5716164754734189,3,0,-0.7653025404972112,4,1,-1,-1,0,0,1,-2,0,-2,0,0,0,0,0,-2,-1,1,0,-1,-1,-2
0,0.8384979152206652,2,1,-0.1116511948201685,2,2,-0.36960607003183776,1,1,-0.4003311349163453,0,0,-0.31872675610997847,5,0,0,0,0,-1,1,-1,0,0,0,1,-1,0,0,0,0,0,0,-1,-1,-3
1,0.6051113299795363,0,0,0.012540060681976292,1,1,-0.1334721650304672,0,1,-0.3125440999868571,0,0,-0.0941362040176571,1,0,1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0
1,0.14106675070263588,0,2,-0.4492179676625461,1,0,-0.2571984256319334,1,0,0.5755164657005873,2,1,-0.03443847887466284,0,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,2
0,-0.5811354226096804,2,2,-0.5779429962408826,2,2,0.3636281844278291,2,0,-0.7416510313466208,0,0,0.20239842532083713,2,0,-2,0,0,0,0,0,-1,0,1,-1,0,-1,0,0,0,0,0,1,-1,0
0,-0.6625267604880084,2,0,-0.13260167493008368,1,0,-0.4264182712143964,2,0,-0.3115696496160306,3,3,-0.13982004340952778,1,2,-2,0,0,0,0,0,0,2,0,-2,2,0,0,0,-1,-2,0,0,0,-1
1,0.1893106378530609,0,4,0.316381249736196,1,1,-0.18904757750648463,1,0,-0.19365996187633155,2,4,-0.06275288450920323,2,1,-3,0,0,0,0,-1,1,1,0,0,0,1,0,0,1,-4,-1,0,0,1
0,-0.9328674301908538,3,2,0.32919903641283527,2,1,-0.1849374382032228,2,4,-0.6074781834230453,4,2,-0.5116708073342079,2,0,0,0,-3,0,1,1,1,0,0,1,0,-1,-2,-1,2,-1,-1,-1,0,0
0,-0.1444061618492244,3,0,-0.9033405398595288,2,0,-0.1863794427656507,3,1,-0.38566101911422895,4,1,-0.020306983320358685,5,0,-3,0,0,0,-1,-1,0,0,0,-3,0,0,0,-2,-1,-1,0,-2,0,-1
1,-0.1539146132210382,3,2,0.004252455301275447,2,0,0.024139903138203453,1,0,0.717998836424523,2,4,0.4307228279472138,6,2,-1,0,0,0,1,1,2,1,0,1,0,0,0,-3,-1,5,2,0,-1,-1
0,-0.402332339170583,0,0,-0.05954327239070382,2,1,-0.05295473455537719,2,1,-0.48592959596462754,2,5,-0.10942330470621148,4,3,0,0,0,0,0,0,-1,0,0,0,3,1,0,-1,0,1,0,-1,1,-3
0,-0.7500132316230274,0,0,-0.028014376169596636,0,1,0.5508779738061343,1,0,-0.693820728555461,0,1,-0.41953889151378465,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-2,0,0
1,0.5253538862195398,1,0,0.2566695644474384,2,0,0.2021888506132668,2,1,0.6748657919738614,3,3,0.8012179216399044,5,2,0,0,0,0,0,1,2,3,0,0,-1,0,1,-3,1,2,0,0,0,1
1,0.5226426028056442,1,0,0.6751502014419373,0,0,0.6610504267235342,1,0,-0.470647316094289,2,1,0.130831804040453,2,2,0,1,0,0,1,0,1,1,0,0,0,1,0,0,-1,0,0,0,0,-1
1,0.048853923765869556,1,3,0.18851427799983164,1,3,0.1010275688321423,3,2,-0.5787690901534988,1,0,-0.022330717328720627,2,3,-3,2,0,0,-2,1,1,0,-1,0,0,2,0,0,0,0,0,-1,-1,-1
0,-0.2765957647661813,2,2,0.455978659322807,0,1,0.04013461855545808,1,2,-0.14709804820707936,0,1,-0.08162517562432481,2,1,0,-2,0,0,2,2,1,1,-1,1,0,0,0,0,0,0,-2,0,0,0
1,-0.5275315986413898,1,1,-0.39921229001261826,2,1,0.22920230221541651,0,3,0.16989721482544753,1,1,-0.20770089884843557,3,3,-1,0,0,0,0,0,0,0,1,-2,0,2,0,1,-1,1,0,-1,0,-2
1,-0.2660865553421658,1,2,0.17593747443605517,2,1,-0.2815865725203845,1,0,-0.06035528225557593,2,1,-0.03400381406255953,0,1,-2,0,0,0,1,0,1,0,0,1,1,0,0,1,-1,0,0,0,-1,0
0,-0.8701316216534538,1,0,-0.8396692123344173,2,3,-0.2035915889780289,3,0,0.17050525927939444,1,1,-0.14041839560583222,1,1,-1,0,0,0,0,0,0,-2,-1,-1,1,1,0,2,-1,0,0,0,-1,0
1,-0.09372109063204967,1,2,0.38629265505958355,1,1,0.09526124872297023,4,1,0.26024168248925567,4,3,0.13182890598422806,3,1,-1,-1,0,0,1,2,3,1,0,0,1,1,0,-2,0,0,0,0,0,0
0,-0.2496728343183927,0,1,-0.49349805862090335,2,0,-0.2585736831783894,2,1,0.03402559350361406,2,0,0.0007611158398050373,3,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,-1,0,-1,-1,-1,1,-1
0,-0.29467133042906407,0,1,0.04799191683324151,1,1,-0.13042178881153937,0,0,-0.14675410111130607,0,1,-0.0902444532231812,4,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,-1,-3,0,0
0,-0.707740997939256,0,0,0.06847324278195012,1,1,0.4432692184157467,0,1,0.024150129383080546,1,3,0.01837852931485452,0,4,0,0,0,0,0,0,-1,3,0,1,2,0,0,-1,1,1,0,0,0,1
0,0.0008333657924357049,1,3,-0.061697854307831,0,2,1.0723127561079873,0,0,-0.7862060649427014,6,2,0.04307741164803883,4,3,0,0,2,0,1,0,0,0,1,2,0,2,0,-3,-1,-2,1,-1,0,-3
0,0.3135120802057741,2,1,0.06783563357372757,1,2,-0.4164969784532769,1,0,-0.05125787957940881,4,1,-0.051815597700409805,1,2,-1,-1,0,0,1,-1,1,2,-1,0,0,0,0,-2,0,0,0,0,0,-1
1,0.8591276596793038,0,1,0.5867676426648091,2,0,-0.06986842242054782,3,1,0.27944503619552513,3,1,0.40984009095971496,2,1,1,-1,0,0,0,3,1,0,0,-1,2,0,0,1,-1,2,0,0,0,-1
1,-0.5301338272277898,0,0,0.26906418789400166,0,1,-0.016113562192210867,1,0,0.4291385269675432,1,0,0.006404453837869058,1,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0
0,-0.7191449816982876,1,0,-0.07549336557273763,2,0,-0.8979515889328613,0,0,-0.5541476803706045,3,2,-0.2960995128212048,2,2,0,-1,0,0,-1,0,1,1,0,0,0,0,0,0,-3,1,0,-1,0,-1
1,0.10399394360339108,1,0,-0.22633416319165475,0,0,0.3198964873826292,2,3,0.6968763065506952,1,0,0.8199582544711209,1,0,0,0,0,0,0,2,0,0,0,-3,0,0,1,0,0,1,0,0,0,1
0,-0.6819932947357744,2,1,-0.39127466644089065,1,0,-0.1933142723388015,3,1,0.07708448461346505,2,2,-0.09902624733061809,1,1,0,0,0,-1,0,0,-1,0,1,-2,0,-1,0,0,-2,1,0,-1,0,2
1,0.4623384340010374,1,1,0.15264118458549675,2,2,-0.04694676100311353,1,0,-0.7939889398513219,0,0,-0.5585998167697422,1,5,0,0,0,0,0,0,-1,0,0,2,0,1,0,0,0,0,0,0,0,-5
0,0.48983041589210796,2,1,0.04709863184250194,2,0,-0.2847653444969169,0,0,-0.47346036649175144,2,1,-0.6865236277370911,4,1,-1,-1,0,0,1,-2,0,0,0,0,1,1,0,0,0,-2,0,-2,-2,0
0,-0.05729100723462958,2,1,-0.19176080268278461,2,1,-0.3949138743942809,4,2,-0.9733045648969295,4,0,-0.4467299685625818,3,0,0,-1,0,0,1,1,-2,0,0,-2,-2,0,-1,-2,0,-1,0,-1,0,-1
0,0.5394673519806028,1,1,0.19476880138041316,2,1,-0.1018683251047911,1,2,-0.0846306777510808,2,1,-0.3384203602503574,1,2,-1,1,0,0,1,-1,1,1,0,0,0,1,0,0,-1,-1,0,0,0,-1
1,1.030481273140548,4,0,0.16599469453856883,0,1,0.2150675892719655,3,3,0.28983819500404945,1,0,0.21653296754321882,4,3,0,0,1,0,2,2,0,2,0,-2,-1,1,1,0,1,1,0,0,-1,-2
1,0.8242534466309724,3,1,0.7153300399435127,2,0,0.4113687498927951,2,0,0.21021312483840504,3,1,0.0708657181790822,5,3,1,0,0,0,3,1,1,3,0,0,2,1,0,0,1,0,0,-1,-1,-1
0,0.538503189628496,0,0,-0.19063715132614936,2,1,-0.48330145913271727,2,2,0.2484469439178511,2,0,-0.18974997979856215,3,2,0,0,0,0,0,1,-1,-1,-1,0,-1,0,0,1,0,1,0,-2,0,-1
1,0.18478595260490946,0,0,0.6357611002546731,1,1,0.6104975928282936,1,0,0.4642086636096595,1,0,0.4586140935769657,3,1,0,0,0,0,-1,0,0,2,0,0,1,1,0,1,1,0,0,-1,0,0
1,0.3061244502852369,1,1,-0.15929256269458764,3,1,0.3101880258314616,2,0,0.018847953745915143,0,3,-0.15854288168241826,4,2,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,-1,0,-1
0,0.3346036593989523,0,0,-0.08793237029120057,3,0,-0.48049827602363815,1,1,-0.5119871178404066,3,0,-0.2628447148150617,2,0,0,0,0,0,0,-2,0,0,0,-1,0,0,0,0,0,-3,0,0,-1,-1
0,-0.006493319246983486,0,0,0.027914303680333097,2,0,0.3115585407611986,1,1,-0.5428965394698999,2,0,-0.45535940161085253,3,1,0,0,0,0,0,0,-1,1,0,-1,0,0,0,-2,0,0,0,-2,0,-1
1,1.0681969615914346,2,0,0.6094023235696988,4,2,0.34659847784945685,1,0,-0.2915790218067917,2,2,-0.06338946200546537,1,5,1,0,0,0,0,-1,1,0,1,3,1,1,0,0,1,-2,0,-1,-1,-3
1,-0.21845810707221214,0,0,-0.039061814524599205,2,3,0.12218743900948861,1,0,0.39914795081535825,2,1,0.22271034263192097,2,1,0,0,0,0,0,0,1,-1,0,0,0,1,0,1,0,1,0,0,0,-1
0,-0.5946537479067625,0,2,0.5253381159924885,1,1,-0.17778290715760697,0,0,-0.1606079587516629,2,5,0.2860510585587658,1,2,0,0,0,0,1,0,2,2,0,0,2,0,0,-2,0,0,0,1,-1,1
1,0.33959044412976613,2,1,0.1725721490490126,3,1,0.2775001646091429,0,0,0.16956197147607918,2,3,-0.21649181989676372,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,-1,0,-2,0,0,0,0
0,0.30672810592589805,2,1,0.14262335943305882,0,0,0.49249947360392127,0,1,-0.08178610814544571,0,1,0.08605081169271854,2,2,-2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,0
1,0.35207627458106805,2,2,0.30981627978443166,1,0,-0.18709842323391163,0,0,0.03585692193196917,4,2,-0.013404529212025347,4,2,0,-2,1,0,1,0,1,2,1,0,1,2,0,1,0,-2,-1,0,-1,1
1,1.339706398171202,2,1,-0.6686490314429714,1,2,0.38157326441795214,1,1,-0.7074049884839668,2,2,-0.5366686325728757,3,2,1,0,-1,2,0,-1,-1,0,0,-1,1,0,2,-1,1,0,0,-2,0,1
1,-0.07551553493154084,3,2,0.373603746076363,1,1,-0.38097950847447887,0,0,0.7814004651276497,1,1,0.04189161215528328,2,1,-1,0,0,-1,2,0,0,1,0,0,1,0,0,-1,0,1,0,1,0,-1
0,-0.022380990471729676,1,2,0.22382382088619593,0,2,0.09567132627285913,1,3,-0.5538706834666116,2,1,-0.25038384500598104,3,2,-1,0,0,0,2,3,1,2,0,2,-1,0,0,0,-1,-1,0,-1,-1,-1
0,-0.019300555958936212,1,1,-0.25675483586121767,2,1,-0.3495913161024722,1,1,-0.42113466576730624,1,0,-0.4626985924991459,5,1,-1,0,0,0,1,0,-1,0,0,-1,0,0,0,0,0,1,0,-1,-2,-2
0,0.06985049745813185,1,0,-0.5879249145770178,2,1,0.012624538865059513,1,1,0.061850883484544796,3,0,0.014669115102404076,1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,-1,0,-2,0,0,1,-1
0,-0.2175494575194784,3,2,-0.3415038849991662,1,2,0.5005456160497914,2,4,0.09476179631941875,1,1,0.5023727192242311,3,6,-2,1,0,-1,1,0,-1,1,0,-1,-1,1,0,-1,0,4,1,0,3,0
1,0.6142554263516787,2,1,0.2438948914914749,4,1,0.02421623742082303,0,0,0.15280538663642898,2,1,0.30644528236759866,4,6,2,-1,0,1,-1,0,1,0,2,1,0,1,-1,1,0,2,0,0,-2,-3
1,0.32066423581320114,2,5,0.10331731409334106,1,0,0.6587881994395974,2,1,0.3879864555863364,1,0,-0.03640517090390006,1,0,-4,-1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.4285316492486695,2,0,-0.011074046158427048,1,0,-0.7621288465946184,1,1,0.23778387324327524,1,0,0.07038932789139801,0,1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,1,0,0,0,0
0,-0.22171967940731235,1,1,-0.8317949542935537,2,1,-0.04601637897256649,1,2,0.5265435360496414,4,2,0.34076952926217857,3,6,-1,1,0,2,0,1,-1,1,-1,0,1,1,0,-3,0,2,-1,-1,0,0
0,0.01973702405753361,1,1,0.2620948453701794,2,2,-0.510076969306462,2,3,-1.2505093061298471,1,0,-0.41316444521979,2,0,0,0,-1,0,1,3,-1,-1,-1,-1,0,0,0,0,0,-1,0,2,0,-2
0,-0.12154098163418038,1,0,-0.5598394659231403,1,4,0.028274231357070148,3,0,-0.14558129381572418,3,0,-0.2480030650154856,3,3,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,2,0,-1,-1,-1
0,-0.2363872288039687,0,1,-0.23707809182240966,1,1,-0.6731049790741748,1,0,0.3023575356448252,0,0,-0.08951691772592343,1,4,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,3,0,0,0,-1
1,-0.48491989881538217,0,1,0.40209205251344904,0,0,-0.002893492828904963,3,2,-0.36209778526352987,0,2,-0.159161659965139,0,1,-1,0,0,0,0,3,0,0,0,-2,0,0,0,-1,0,-1,0,0,0,-1
0,-0.19218200779209094,1,1,-0.08016353550035037,2,2,-0.5427354459338483,0,0,0.28367488344915764,1,1,-0.3319434852987451,0,1,-1,0,1,1,0,0,0,-1,0,0,0,0,0,2,0,-1,0,0,0,0
0,-0.5914718229260727,2,2,-0.5865780608461846,2,2,0.2736357457478264,0,1,-0.6735336974041707,2,1,-0.24278814137210367,4,2,-1,0,0,0,0,0,-1,1,2,1,0,1,0,-2,0,0,0,0,0,-3
