OUTCOME,TOP_GOLD_LOG_RATIO,TOP2_IMPACT,TOP1_IMPACT,JUNGLE_GOLD_LOG_RATIO,JUNGLE2_IMPACT,JUNGLE1_IMPACT,MIDDLE_GOLD_LOG_RATIO,MIDDLE2_IMPACT,MIDDLE1_IMPACT,BOTTOM_GOLD_LOG_RATIO,BOTTOM2_IMPACT,BOTTOM1_IMPACT,UTILITY_GOLD_LOG_RATIO,UTILITY2_IMPACT,UTILITY1_IMPACT,TOP_JUNGLE,TOP_MIDDLE,TOP_BOTTOM,TOP_UTILITY,JUNGLE_TOP,JUNGLE_MIDDLE,JUNGLE_BOTTOM,JUNGLE_UTILITY,MIDDLE_TOP,MIDDLE_JUNGLE,MIDDLE_BOTTOM,MIDDLE_UTILITY,BOTTOM_TOP,BOTTOM_JUNGLE,BOTTOM_MIDDLE,BOTTOM_UTILITY,UTILITY_TOP,UTILITY_JUNGLE,UTILITY_MIDDLE,UTILITY_BOTTOM
0,-0.10107454840710406,2,1,-0.528593996299594,4,0,-0.6795511839843296,2,2,-0.07301062903875549,1,2,-0.30887947963387063,2,1,-2,0,0,0,-1,-1,0,0,1,-2,0,0,0,0,0,0,0,0,-1,1
0,-0.3470815721157005,1,2,-0.20749204650758593,0,1,0.1880274791634724,1,2,-0.3589269081535217,2,2,0.0033844027948849854,2,1,-1,0,0,0,2,2,0,0,-1,1,1,1,0,-2,0,0,-1,0,0,0
0,-1.0248666093179268,1,0,-0.4012373193773432,1,1,-0.4597128366052885,3,0,-0.004054414961314809,1,1,-0.17827878877219328,1,0,-1,0,0,0,-1,0,0,0,-1,-2,0,0,0,1,-1,0,0,0,0,0
0,0.22134051094286156,4,4,-0.2652368740193021,5,3,-0.1360033360932648,3,1,-0.0817011274199935,2,2,-0.5662284208597491,3,5,0,0,-1,2,2,0,0,-4,1,-1,1,0,0,0,-1,0,0,-1,1,-1
0,-0.7077483003623449,3,0,-0.3205666764218071,2,3,-0.0004976526578800833,0,0,-0.3057217050223714,1,1,0.2854632272158208,0,2,-1,-2,0,0,0,0,-1,1,0,2,0,1,0,-1,0,0,0,1,0,0
0,0.6474067908850771,0,1,-0.03907255813546048,0,0,0.5881893854250467,1,3,0.1205521226294928,2,1,0.20755596755661035,4,3,0,0,0,0,1,2,0,1,0,-1,0,2,0,-2,0,0,0,-2,1,-1
1,0.06899104518301409,0,0,-0.24957434955536414,0,0,0.27989476552957154,0,0,-0.24020021558803747,2,2,-0.11360081804814896,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-2,0,1,0,0,0,0
1,-0.1839747129981764,1,3,0.011724619878051167,0,1,0.26681567927969346,1,1,0.40459575255719704,2,1,0.08694082545389643,1,1,-2,-1,0,0,0,1,2,1,-1,0,0,0,0,-1,0,0,0,-1,0,0
1,-0.12998947009262826,7,1,-0.2726221093679304,1,1,0.1717537442919301,1,0,-0.08759122345650992,4,3,0.41696534409791935,2,2,0,-1,0,0,-1,0,1,0,7,1,0,1,0,-1,-1,0,0,-2,1,3
1,-0.7290138957577934,1,1,-0.16191596192018853,1,1,-0.09616695433475304,0,1,1.0147824632479145,4,0,0.6908389282783499,7,1,-1,0,0,0,-1,0,1,3,1,-1,2,0,0,1,0,4,-1,0,0,1
1,-0.2870794525410283,2,3,0.1744944927176766,3,0,0.14947260379670518,4,1,1.580698111757413,1,2,0.8189550495568043,4,1,-3,0,0,0,0,1,0,0,0,0,1,1,1,3,1,2,0,-1,1,0
0,0.5487082010462386,0,1,-0.12334559499643316,1,1,-0.5324800503268785,3,0,-0.5143174098470579,2,1,-0.2660327339810125,3,1,0,0,0,0,1,-1,0,1,0,-1,1,-2,0,-2,0,0,-1,1,0,-2
0,0.30225702890418793,1,1,0.08701668417651633,1,0,0.13267850054101837,2,1,-0.7430207671315022,2,1,-0.7256628331527958,0,0,0,-1,0,0,1,0,1,0,0,-2,0,0,0,0,-1,-1,0,0,0,0
0,0.9809304135077841,0,0,-0.1443632295685394,2,0,-0.13608703365981636,2,1,-0.526421709643525,2,0,-0.2278105082990366,4,2,0,1,0,1,0,-1,0,0,0,-1,-1,0,0,0,-2,0,0,-2,0,-2
1,-0.5823335518532426,0,1,-0.29515817509736225,1,1,-0.4263060223129331,1,2,1.0696361589675372,2,0,0.2042906149611372,2,0,-1,0,0,0,0,-1,0,0,0,-2,2,0,0,1,1,2,0,0,0,0
1,-0.7969601277817228,3,1,0.0494490886297796,3,2,0.04587579948727753,1,1,-0.1082470529011822,2,2,0.38875453826022577,2,4,0,0,1,0,1,-2,0,0,1,1,0,1,-1,0,1,1,-2,-2,0,1
1,0.538045386397579,0,0,0.0511942476446366,0,1,0.20743948285085617,0,1,0.2973738858611504,2,1,0.22470628717469435,2,2,0,0,0,0,0,-1,1,1,0,-1,0,0,0,-1,0,1,0,-2,0,1
1,-0.3010688476255115,2,1,0.9076643283712577,1,2,0.11385943393324227,3,2,0.6782957696550822,3,0,0.7474966208616028,3,0,-1,0,1,0,2,0,2,1,0,-1,-1,0,0,1,1,2,0,0,0,0
1,0.965504194069764,2,0,0.6336108819909229,3,2,0.2855792040849311,1,0,0.5626113484316908,0,0,0.3891075806659616,4,0,0,0,0,0,2,-1,0,0,0,3,0,2,0,0,0,2,0,0,0,0
1,0.05467115835591402,0,0,-0.0286214720952658,1,1,-0.4555405329313721,2,2,0.24009046572380693,3,2,0.11553295543995128,1,4,0,0,0,0,0,0,1,0,0,1,-1,-1,0,-2,1,1,0,-2,-1,1
0,-0.3210365793076939,1,2,-0.38673771012341013,2,0,0.21944669746327233,0,0,-0.38713002372239835,1,2,-0.10848597076221714,3,2,-1,0,0,0,0,0,-1,0,1,0,1,1,0,-1,0,1,0,-1,-1,0
1,-0.2706823821001766,0,0,0.07067060624998983,0,2,0.3975165387893224,1,2,-0.5754475772565514,1,1,-0.3227576417307285,3,6,0,0,0,0,-1,0,0,2,0,-2,0,1,0,-1,0,0,0,0,1,-6
1,0.840974661236489,0,0,0.8892607015867273,1,2,0.5097488347121489,1,0,-0.08856248679375862,0,1,-0.11729222880164698,2,1,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
0,-0.004352796929651457,1,2,-0.15962829691513014,0,1,-0.5114463586499893,1,0,0.49051570384304155,1,1,0.3347728947911168,1,2,0,0,1,0,1,0,0,0,0,-1,0,1,1,-1,0,1,0,-1,0,0
0,-0.6117394724274353,3,2,-0.3734063511905441,0,2,0.04381836859147008,1,0,0.40839291291329155,0,2,0.4636448002729477,1,1,-2,0,0,0,0,0,1,0,-1,0,1,0,1,1,0,1,1,0,0,-1
0,0.00730195661629636,2,1,-0.25608642867157805,3,1,-0.1643978878376246,1,0,-0.5914074926848136,4,4,0.009192424280721206,5,4,-2,0,0,0,1,-1,-1,1,0,1,1,2,0,-2,-1,0,0,0,-2,-2
0,0.538191662824249,1,1,-0.29742628049122294,3,4,-0.3151872669918882,1,2,-0.2585349107622256,2,1,0.1432764322738131,5,1,1,0,0,0,1,-3,0,0,-1,0,1,1,0,0,1,0,0,0,-2,-2
1,0.12235103719748688,3,4,0.4991768147738616,2,3,-0.4084690209136011,2,0,0.9007241840205147,3,1,0.6648553013009959,3,1,-2,0,0,1,0,0,1,0,0,0,0,0,-1,1,0,2,1,-1,0,2
0,-0.5080839355084363,1,0,-0.18397976425666898,1,0,-0.296220833194617,1,2,0.015136611411743928,3,1,-0.35818118213749295,2,0,0,-1,0,0,0,1,0,0,0,0,-1,0,-1,0,0,-1,0,-1,-1,0
1,0.06160757559524257,1,0,0.3642723746157088,1,2,0.16682975236639697,1,2,0.33035743067740825,3,1,-0.18105503491793642,2,3,1,0,0,0,1,-1,2,-1,0,-1,0,-1,0,-1,0,2,0,-2,1,0
1,0.15750210471857046,1,1,-0.16393738215257858,3,1,-0.7376902189822335,0,3,0.05885935919739026,2,0,-0.1893023906412031,3,1,0,0,0,0,0,-1,1,0,-1,-2,1,0,0,2,0,3,1,0,0,-1
0,-0.29648737125869473,4,1,-0.17837393533885043,4,2,-0.7863631613664344,1,2,0.2658492252860577,1,1,-0.22865207417228806,1,2,-1,-3,0,0,1,-1,-1,0,0,-1,0,1,0,1,-1,1,0,1,0,0
0,-0.6177740875774729,1,1,-0.39115170875269883,2,1,-0.021857761282563858,4,0,-0.04846056970798812,5,2,-0.6970882148622777,3,0,0,-1,0,0,0,-2,2,0,0,-2,0,0,0,-1,-1,-3,0,0,-2,-1
1,-0.23800803424605604,0,2,0.4343764250928845,1,0,0.19616642467691933,3,1,0.40557876041340885,4,2,0.04179910199352023,3,0,-2,0,0,0,0,2,3,2,0,-1,0,0,-2,1,1,1,0,0,0,1
1,-0.279804863831703,4,1,0.3123931286822852,4,1,-0.367479641004433,1,2,0.16118474575236874,1,1,0.14378386974794097,1,2,1,0,-1,0,3,0,1,1,0,-1,0,0,1,0,0,0,0,0,-1,0
1,-0.38241099187450195,1,0,0.31785693911927554,2,2,-0.03963035471651449,3,1,-0.018746707188906482,2,1,0.021975977710542362,2,3,1,0,0,0,-1,2,1,2,1,1,-1,0,0,0,-1,0,0,-1,-1,0
0,0.5592277345483196,0,0,-0.35269126611380097,3,0,-0.11377668912756124,3,2,-0.3838624559682113,2,2,-0.4204148877069043,1,0,0,0,0,0,0,-1,-1,0,0,0,-2,-1,0,-1,1,-1,0,-1,1,1
1,0.23183726712089692,2,1,0.2502579914461753,2,1,0.0029951214777125474,2,0,-0.024199222039572064,1,4,-0.2893508438275725,0,0,1,0,-1,0,1,1,1,-1,0,0,0,0,0,-1,-1,-1,0,1,1,0
1,0.2800383279988148,1,2,0.22442339260784305,4,3,0.22177685213102163,3,0,0.5447285759184806,3,1,0.26835988661756804,4,2,0,-1,0,0,1,-2,2,1,0,2,1,1,0,1,2,1,0,-1,0,-1
1,-0.12041440322683039,0,3,-0.32699439817660597,1,0,0.1054492985837297,1,1,-0.0567598807842613,0,1,-0.36237319834439885,1,1,-2,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,-1,0,0,0,-1
0,-0.280516756814777,1,1,-0.24436170593683754,2,1,-0.6747826686357766,2,0,-0.7721089725184866,3,1,-0.25071949176556535,4,2,-1,0,0,0,0,-1,-1,0,1,-1,0,1,0,-1,-1,1,0,0,-1,-3
0,-0.9161204728052772,0,0,-0.42188313143583694,1,1,-0.3109413688145968,1,1,0.30595527273801365,0,0,0.012473525273818401,4,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,-2,0,-1,-1
0,0.7738836189636302,1,1,-0.44480984904351767,1,0,-0.6936281942852535,2,1,-0.29881539488753917,3,1,0.2884779011635991,1,1,-1,0,0,0,1,0,0,1,0,-2,1,0,0,-2,-1,0,0,0,-1,0
1,0.7182922360696462,6,2,-0.013208605211490485,0,2,-0.41566100791386995,3,1,-0.10089269762566488,3,3,0.13954250891471198,2,3,0,-2,0,0,4,1,1,0,2,-1,0,0,0,-1,0,0,0,-3,1,1
0,0.6115781109063043,0,2,0.2658486369856736,1,2,-0.33630399121313104,0,1,0.024803391000572533,2,3,-0.41205067563553144,1,1,1,0,1,0,2,1,0,0,0,1,1,0,0,-2,0,1,0,-1,0,0
1,0.4381892923646244,0,1,-0.21085079945375695,1,1,0.10791781955647695,1,2,0.04443847244556434,1,1,0.23218322427295482,2,2,0,0,-1,1,0,-1,0,1,0,-1,0,0,0,-1,1,0,0,0,-1,0
1,-0.20200898160646955,2,1,0.8572304035932242,1,2,-0.08569522231656776,3,0,-0.6704910325637194,0,1,-0.15869051052987798,0,3,-1,0,0,0,2,2,-1,0,0,0,0,0,0,0,0,-1,0,1,0,-3
1,0.3760207976771097,2,3,-0.3291921391528947,2,1,-0.39806744570989167,1,1,-0.14031734579438898,1,1,-0.09336923240495078,2,0,0,0,0,0,2,0,0,2,0,-1,0,0,0,0,0,-1,0,0,0,0
0,-0.1845958007430987,0,2,0.5153235315170136,1,0,0.1200912862157805,0,0,0.11468938971305648,0,0,-0.18698474921827882,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,-1,0,-1,-2
1,-0.4654501980079246,1,0,0.2697710245912544,0,1,0.1402817881179343,3,0,0.925417133237613,1,2,0.7695161663100043,4,2,0,1,0,0,-1,0,0,1,0,0,0,0,1,0,-1,3,0,-1,0,1
1,-0.06893166363716585,2,1,1.1072177739220972,2,0,0.8398347954530067,4,0,0.5031390563587798,3,0,0.4236908110382715,2,1,-1,0,0,0,1,4,2,0,0,2,1,1,1,0,0,1,0,0,0,-1
0,-0.17796633833427844,1,1,-0.18630664677141523,4,0,-0.40652511055830387,2,1,-0.3920786819854073,1,1,-0.7774697630638858,6,7,-1,0,0,0,0,-1,-1,1,0,0,-2,2,0,-1,1,4,0,-2,0,-4
0,-0.8300270485770969,1,1,-0.5707232196868419,2,0,-0.024185687360276063,3,0,-0.3118884229107963,1,0,-0.475035221323646,2,2,0,-1,0,0,-1,-1,0,1,1,-3,0,1,0,-1,0,0,0,-1,0,-1
0,0.39349915257115886,0,1,-0.2768484933991813,3,3,-0.5946151540904452,1,0,0.018452408110204224,1,2,0.022507399409569695,3,1,1,0,0,0,1,-2,-1,0,0,1,0,-1,0,0,0,1,0,-1,-2,2
1,0.12867216722602184,1,0,-0.05915621203507525,0,0,-0.23278319903163033,0,1,-0.00453957361221297,4,1,0.3796154450680128,5,2,0,0,0,0,1,0,2,0,0,-1,0,0,0,0,0,4,0,0,0,0
1,-0.5655592916960399,1,1,0.0996995137692371,0,1,0.7767708406185221,0,0,-0.11387511282343449,1,0,0.17181289398231925,1,3,-1,0,0,0,1,0,-1,1,0,0,1,0,0,0,0,0,0,-2,0,-1
1,-0.38923642866074903,2,1,0.3681864024376031,2,1,0.3010832517122027,0,1,0.6695251812252417,3,2,0.04395647487128443,2,2,1,-1,0,0,0,0,2,0,0,1,0,0,0,-1,0,0,1,-2,0,1
1,-0.5102394867748002,0,1,-0.25615246604274655,1,1,0.22273177918356146,0,2,0.6155933213567119,2,0,0.49407933243326707,2,0,-1,0,0,0,0,0,0,-1,0,-2,1,1,0,1,0,1,0,0,0,1
1,0.3312260638997102,0,0,-0.20900852415128307,2,1,0.6532759565539956,1,2,0.0543818737859672,3,3,0.12291909213656405,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,0,2,0,-2,0,0
1,0.5640502165321596,0,2,-0.20509400453327603,1,1,-0.48725296283772424,0,2,0.1783119099319638,0,1,0.07612179860641083,0,3,-1,0,0,0,0,-1,0,0,0,-1,-1,0,0,-1,0,0,0,-2,0,-1
1,0.32914494892185336,1,0,0.06657891316391684,1,0,0.499824552978412,2,1,0.4396786657266645,2,0,0.577233227944684,3,1,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,1,0,-1,0,1
0,-0.18474251562657829,2,1,-0.3546026697057711,1,2,0.2175323675362967,2,1,-0.09108228815029701,0,0,0.1438666176473585,1,3,-1,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,2,0,-1,0,0
0,0.23697574448088485,1,1,-0.5320462830265492,3,1,-0.5934377493035662,3,1,-0.1113580224705491,1,2,0.5380758086122828,2,2,0,0,0,-1,0,0,-2,-1,0,-1,-1,-1,0,0,0,1,1,1,1,0
0,-0.18619005580509657,1,0,-0.10969139792435799,3,0,-0.07411427447141336,3,1,-0.24454631546471767,1,2,0.014909874761351031,2,2,-1,0,0,0,0,-2,0,0,0,-3,2,0,0,-1,0,1,0,0,0,-1
1,-0.45682078322048314,1,2,0.16753188817512404,1,2,-0.20969760588309075,0,1,0.5608721504931357,3,1,0.4115288632100459,4,1,-2,0,0,0,0,-1,3,1,0,1,0,0,0,-1,0,2,0,0,-1,0
0,0.6365617654875876,0,0,-0.2724645704061809,1,2,0.08699423499547887,0,1,0.21094493259071723,2,2,-0.025258035821755332,2,2,0,0,0,0,0,0,-1,1,0,1,2,0,0,0,1,0,0,-1,-1,0
0,-0.17576301297430286,2,1,0.10898666111083968,2,1,-0.6512887691756792,3,1,0.3959855974824709,0,3,0.31797490155740604,1,2,-1,0,0,0,0,-1,1,0,0,-2,0,-1,0,1,0,2,0,0,-1,2
1,0.46243576552751625,2,2,-0.21338961495549513,1,0,0.5019834122779654,0,1,0.8025451482229917,1,1,0.19504408160168415,3,2,-2,0,0,0,1,0,1,2,0,0,0,0,1,-1,0,1,0,-1,-1,0
0,0.2574900828379635,0,0,-0.0847450165610733,0,0,-0.30995938694473285,0,0,0.04315758241612893,1,1,-0.5280244582748899,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,-1,-1
1,-0.6021954621097311,1,1,0.022257575154288223,1,1,0.39099797596471375,0,1,0.09126097999911285,2,0,-0.25927608705965577,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
1,0.631723332048961,1,1,0.2038686749761612,2,2,0.46702334577392685,3,0,0.5509591581197221,1,1,0.36604863399683174,6,1,1,2,0,0,0,0,0,1,1,0,0,2,0,-1,0,3,0,-1,0,0
1,-0.0559316101262239,0,2,0.07834813668830583,2,2,0.20109324150684965,1,0,-0.04512182690967821,1,0,0.36369502294161227,3,1,-1,0,0,0,0,0,-1,2,0,1,0,0,0,0,0,1,0,0,1,-1
0,-0.24427309148161674,4,1,-0.2644025377911267,0,1,0.06383281081849203,2,1,0.20601719849625136,0,2,-0.1428072049107304,0,1,-4,1,0,0,1,0,1,0,-1,0,1,0,0,0,0,1,0,0,0,0
1,0.07455493113009357,3,1,0.08890457525528962,0,2,0.2361522875937003,1,1,-0.594240314309167,2,4,-0.4263797072110371,0,3,0,-1,0,0,2,0,0,-1,0,0,1,0,0,-1,0,-2,0,-1,-2,0
1,-0.2771740872921025,6,4,0.2999601782144112,4,6,0.09048334980197881,0,1,-0.2736213195570637,2,0,-0.3337538389892927,1,2,-2,0,0,-1,2,-2,0,0,0,4,0,-1,2,0,0,0,-1,0,-1,0
1,0.8421653680006367,2,2,0.27092994102266016,2,2,-0.30116953472056485,3,1,0.47860317144253306,3,2,0.6384568075703251,3,3,-1,1,0,1,1,1,1,0,-1,0,0,0,0,1,-1,2,0,-3,0,1
1,-0.02342046118940101,2,1,0.5618634876087458,1,3,-0.8281859995051168,3,3,0.26597931508334277,5,2,0.2605929061081052,5,5,0,0,0,0,0,1,2,4,0,-2,-1,0,0,1,-1,1,0,0,-1,-2
1,-1.106860937679614,1,0,0.21738900192392618,0,0,0.360244076089985,1,1,-0.2368028642606142,2,0,-0.26662437635584585,3,3,0,0,0,0,1,1,1,1,-1,0,0,0,0,0,0,2,0,0,0,-2
0,-0.08767271324114065,2,1,0.13596633475016956,1,3,0.3827479613223386,0,2,0.04920559036270532,1,1,0.036786266792157546,3,2,-1,0,0,0,1,0,1,2,0,2,0,0,0,-1,0,0,0,0,-1,-1
1,0.11260409482770826,2,1,0.3967498595463102,3,1,0.9025545848905492,2,0,0.7482612198273825,1,1,0.4390046768464586,4,3,0,-1,0,0,1,0,0,0,1,3,0,1,0,0,1,2,-1,0,-1,0
1,0.4548166545568153,4,2,0.7653056744284076,0,0,0.27820671745804443,2,1,0.016293443664333246,2,0,-0.36823369394551747,1,2,0,-1,0,-1,3,1,1,0,1,0,1,-1,0,0,1,1,0,0,0,-2
0,-0.12453356553931393,0,1,0.0555319465750052,0,1,0.4555770876092035,2,1,-0.2903606986351542,1,0,-0.2770431017856953,1,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1
0,-0.8776979312884172,1,0,-0.4000180599636348,3,1,-0.33903770078769957,3,0,0.19366591965711163,2,3,0.30577500633973365,0,3,-1,0,0,0,0,-2,1,1,0,-1,0,1,0,-1,-1,0,0,0,0,1
0,-0.29507687523793114,0,1,-0.10516448067607564,1,3,0.3561894875366468,2,3,-0.26299185536142233,2,2,0.0988533869262855,2,4,1,1,0,1,-1,0,2,2,0,1,-1,0,-1,1,-1,1,0,0,2,-2
0,0.47591229412400154,2,0,0.004842888202819111,0,2,-0.17776668852168312,1,0,-0.0016604970652070064,1,1,-0.1515499921707928,1,2,-1,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,1,0,-1,0,0
0,-0.5469075582097428,1,1,-0.18796859073292274,0,0,0.2844928337699662,1,1,0.28858864338069834,1,1,0.32481229831696906,0,2,0,0,-1,0,0,0,0,2,1,-1,0,0,0,-1,0,0,0,0,1,1
0,-0.5756880631574656,3,0,-0.5755630275950362,3,0,-0.6157022957330399,8,0,-0.8942999896197741,2,1,-0.2939228586364895,6,1,-1,-2,0,0,-1,0,-2,0,-6,-1,0,-1,-1,0,0,0,0,0,0,-5
0,0.004352024539707183,0,2,0.11025411097212515,4,2,-0.7331149542599017,1,0,-0.22927988481826242,3,2,-0.9346412637466847,1,1,0,0,0,0,2,-2,0,-1,0,0,0,-1,0,0,0,-1,0,1,-1,1
1,0.6076228222130141,0,0,0.3889077674541902,4,0,0.27638113410363807,0,1,0.411156386381317,4,2,0.06631057793446389,2,1,2,0,0,0,0,0,3,0,0,1,0,1,0,0,0,-1,0,0,0,0
0,-0.43623615411686517,2,4,0.2051654022239735,0,1,-0.27959794148700245,1,0,0.05145774141656499,2,2,-0.13331227421662528,2,6,-1,0,-1,1,4,0,2,2,0,1,0,-1,0,0,-1,2,0,0,0,-2
0,-0.3879692560806732,2,1,-0.20902232777160903,2,3,0.11749975210006393,3,0,-0.24015446064186724,1,0,0.1080906026742501,3,2,-1,-1,0,1,0,-1,0,0,-1,0,-1,0,-1,1,0,1,0,0,0,-2
1,0.8969739545247185,1,1,-0.016959318190519202,3,2,-0.3021411759084629,3,1,0.6988251137091761,2,0,0.7603192346823852,3,1,0,0,0,1,1,-1,0,0,0,1,1,0,0,1,1,2,0,0,0,0
1,0.8007957765778924,1,0,0.5714690066505088,3,2,0.2846793011361448,0,0,0.13919544893560878,1,0,0.13299333628334117,4,1,2,0,0,0,1,-2,1,1,0,1,0,0,0,0,0,3,0,0,-1,0
0,-0.23379974024276026,3,3,0.026957885508477282,0,1,0.7001866714597058,0,1,0.568465180620065,0,4,0.7836188166974138,1,3,-3,0,1,0,0,1,1,0,2,0,1,0,1,1,0,3,0,0,0,0
0,-0.5449001017178012,1,1,0.13043545485888688,0,0,-0.6719496537082925,0,0,-0.009773857122795127,0,0,0.004988709727252175,0,3,0,-1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
1,0.754466279314645,2,1,-0.04329477741513846,1,3,-0.017736546464117393,1,2,-0.3200292972846451,0,2,-0.48114324057311963,2,6,0,0,0,0,2,1,-2,0,0,0,-1,0,-1,-1,0,0,0,-3,-2,-1
1,0.05664357935769296,1,1,-0.024194681431425752,3,3,0.1865145908304951,1,2,-0.34052181907132806,3,3,-0.14921183830948365,2,1,1,0,0,0,-1,-2,1,2,0,0,1,-1,0,1,-1,-2,0,0,1,0
0,0.40669551948806265,2,0,-0.5228432371694328,1,1,-0.47079774338246466,0,0,0.20282145406673519,0,1,0.22880122963329272,0,4,-2,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,4,0,0,0,1
0,-0.506621049439365,1,0,0.06975391936278731,1,1,0.5520241943137107,0,1,-0.875930138002475,2,2,0.09276436226993932,1,5,-1,0,0,0,0,1,-1,3,0,0,1,2,0,-1,-1,0,0,1,0,0
1,-0.1127400036989668,1,1,0.5495301506112298,1,1,0.41176236724598286,1,0,-0.08439784730406802,2,1,-0.12520055694426158,2,2,-1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,-1,0,0,0,-2
1,-0.6211659107289089,1,3,0.7125731498132399,4,0,0.771803087216742,5,3,0.2374827168127369,4,1,-0.11651985318179307,7,3,-1,-2,0,0,1,3,1,3,-1,2,3,0,0,1,1,2,0,-1,1,-2
1,-0.3273708940831231,0,0,0.5701781352243545,1,0,0.44704885827301805,2,0,0.5436796507179485,3,0,0.34171741654363,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,2,0,0,0,1
0,-0.7584851315917237,0,0,0.3724456225543757,2,1,0.16516708194986718,3,2,0.24248497214882314,0,1,0.3188951604005208,0,0,0,1,0,0,-1,-1,1,0,-2,1,-1,0,0,0,0,0,0,0,1,0
1,0.6071837460834267,2,1,0.08889415943650499,2,0,-0.4113723226087138,1,2,0.4330619624594364,1,0,0.15218928368095275,3,3,0,0,0,0,1,1,0,0,1,-1,0,0,0,0,0,3,0,-1,-2,1
0,-0.14311045626326746,2,0,-0.9775346590953323,4,1,-0.5784062266997113,6,1,-0.9664094941023859,3,0,-0.8150536742234912,5,0,-1,0,0,0,0,-3,0,-1,-1,-2,-1,-1,0,-1,-2,0,0,-3,-1,-1
0,-0.0782393338539182,0,0,0.0401659389491355,0,1,0.177349132540247,0,1,0.16549728940150366,1,1,0.3445794044939946,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
1,0.2029321073306302,1,2,0.265780794103231,4,1,-0.5425977740744472,1,0,0.7337313038030422,3,1,0.4412629273618263,4,0,1,-1,1,0,1,0,1,2,0,1,0,1,0,0,0,1,0,0,0,1
1,-0.6724534890979685,0,0,0.429984833027878,3,1,-0.317550645805638,1,1,-0.5016440628117227,1,2,-0.06987527299877266,3,0,0,0,0,0,0,0,0,2,0,1,-1,0,0,0,1,1,0,0,0,0
1,-0.36093529729376284,0,1,-0.5542478793553087,4,2,0.30552817526214376,1,2,0.3016250226065281,1,1,-0.21399295806100466,3,7,-1,0,0,0,-1,0,-1,0,0,2,1,2,0,0,1,0,0,-4,-2,-1
0,-0.11197169750963117,2,1,-0.023474713833905838,2,5,-0.11684405318384196,0,1,-0.4210865439516488,0,3,0.30062095709910397,2,0,1,-1,0,0,-1,0,0,0,1,3,2,0,0,0,0,0,0,0,0,-1
0,0.47107153419317166,2,1,-0.5357786496850852,1,0,-0.06296512028748687,1,0,-0.4632888095822298,3,0,-0.20452968747593797,5,1,-2,0,0,0,-1,0,0,0,1,-1,0,0,0,-1,0,-1,0,-1,0,-4
1,0.7138611998824751,1,2,-0.06397754005975985,1,0,0.3448360517128448,1,1,0.24304987126832986,1,0,0.13486041759222492,0,3,-1,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-2
1,0.7094405693095533,2,2,0.3203300465736034,1,2,-0.11277461159466683,4,2,-0.380021360181736,1,2,0.05412900442082267,2,0,-1,0,0,0,1,2,0,2,1,0,-1,0,0,-1,0,-1,0,0,0,0
0,-0.6527483763169445,2,1,0.626780207419462,1,1,-0.35455759529315795,1,2,0.42433650222402747,3,0,-0.7879380759937451,2,6,-1,0,0,-1,1,1,0,5,0,-1,0,0,0,1,-1,-1,0,-1,-1,0
0,-0.6574730274178907,2,0,-0.1580108767669704,2,0,-0.615695628260764,1,1,-0.07755267448957935,3,1,-0.12381923270409478,4,3,0,-1,-1,0,0,0,1,0,-1,0,0,0,-1,0,-1,1,0,0,-2,-2
1,0.7149735275173792,1,0,0.4551573058247846,3,0,-0.10832316603458514,0,1,0.08541920269848993,1,1,0.4020764762165746,0,2,0,0,0,0,1,0,1,0,0,-1,0,0,0,1,-1,0,0,2,0,-2
0,-0.4274212237346762,1,3,0.36538351875812625,1,3,0.5690148802870635,0,2,-0.6687790886904271,3,2,-0.04229652520220444,4,2,0,-1,0,0,1,2,0,2,0,1,1,0,0,1,-1,-2,1,-1,0,-1
0,-1.221372658058501,2,0,-0.7042419753273219,5,1,-0.7813488877230329,3,0,-0.6299750222086736,4,2,-0.9258117892623188,5,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-2,0,0,-3,-1,-1
0,-0.3431640026890792,1,2,-0.38311143791433794,4,1,-0.1597343785603961,2,4,-0.27356507332596336,3,3,-0.13668664187493723,4,1,0,0,0,1,1,2,0,-1,1,-1,-1,0,0,-1,-1,0,0,-3,-1,1
