TOP1_GOLD,JUNGLE1_GOLD,MIDDLE1_GOLD,BOTTOM1_GOLD,UTILITY1_GOLD,TOP2_GOLD,JUNGLE2_GOLD,MIDDLE2_GOLD,BOTTOM2_GOLD,UTILITY2_GOLD,TOP1_TOP2,TOP1_JUNGLE2,TOP1_MIDDLE2,TOP1_BOTTOM2,TOP1_UTILITY2,JUNGLE1_TOP2,JUNGLE1_JUNGLE2,JUNGLE1_MIDDLE2,JUNGLE1_BOTTOM2,JUNGLE1_UTILITY2,MIDDLE1_TOP2,MIDDLE1_JUNGLE2,MIDDLE1_MIDDLE2,MIDDLE1_BOTTOM2,MIDDLE1_UTILITY2,BOTTOM1_TOP2,BOTTOM1_JUNGLE2,BOTTOM1_MIDDLE2,BOTTOM1_BOTTOM2,BOTTOM1_UTILITY2,UTILITY1_TOP2,UTILITY1_JUNGLE2,UTILITY1_MIDDLE2,UTILITY1_BOTTOM2,UTILITY1_UTILITY2,TOP2_TOP1,TOP2_JUNGLE1,TOP2_MIDDLE1,TOP2_BOTTOM1,TOP2_UTILITY1,JUNGLE2_TOP1,JUNGLE2_JUNGLE1,JUNGLE2_MIDDLE1,JUNGLE2_BOTTOM1,JUNGLE2_UTILITY1,MIDDLE2_TOP1,MIDDLE2_JUNGLE1,MIDDLE2_MIDDLE1,MIDDLE2_BOTTOM1,MIDDLE2_UTILITY1,BOTTOM2_TOP1,BOTTOM2_JUNGLE1,BOTTOM2_MIDDLE1,BOTTOM2_BOTTOM1,BOTTOM2_UTILITY1,UTILITY2_TOP1,UTILITY2_JUNGLE1,UTILITY2_MIDDLE1,UTILITY2_BOTTOM1,UTILITY2_UTILITY1
7667,6588,5516,7082,4407,4012,6698,5529,4407,3186,2,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
6402,6370,7030,6423,3322,5050,7103,5044,5628,3462,1,1,0,0,0,0,2,3,0,0,1,3,2,0,0,0,1,0,1,4,0,0,0,0,0,1,1,1,0,0,0,1,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
8540,6725,9703,8079,5967,4345,5293,5220,6087,4064,5,1,1,0,0,0,0,0,0,1,2,5,2,1,3,0,0,0,1,3,1,2,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,2
5871,6884,5326,4758,4138,4727,5538,4138,5758,3548,0,0,1,0,0,1,1,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4792,5894,8027,5926,5227,6994,5026,5873,5136,4304,1,1,0,0,0,1,0,1,0,0,0,2,2,0,3,0,1,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0
5522,5945,7856,5285,5403,7847,6743,5379,6305,3806,1,1,0,1,0,1,0,0,0,0,0,3,1,2,4,1,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,1,1,0,2,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
5507,5878,5593,5646,4431,5230,5515,4810,7717,4959,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,1,1
5045,6526,6084,5913,4548,5587,5238,4327,6544,4090,0,0,0,0,0,1,1,1,0,1,0,0,3,0,0,0,0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0
5058,7872,5955,8070,5295,7312,5044,4622,6189,4143,2,0,0,0,0,0,2,2,1,2,2,1,1,0,1,0,1,1,3,2,0,0,0,0,1,3,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,1,2,2,0,0,0,1,0
9384,6395,5243,6595,5892,4849,5470,6444,4772,3219,3,2,0,2,1,3,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,2,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0
5097,6828,5615,6860,4544,5279,6267,5149,4465,3189,2,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7561,7599,6767,8005,5950,4381,7156,4934,4555,3327,2,1,0,0,0,3,2,1,1,1,1,0,0,0,0,0,1,0,1,2,0,0,2,2,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7321,7859,6513,8140,7009,4830,6181,5668,6062,3279,2,1,0,0,0,1,1,2,2,1,0,1,1,0,1,1,2,1,0,3,0,0,1,1,3,1,0,0,0,0,0,2,1,1,0,1,0,1,0,2,0,0,1,3,1,0,0,0,0,0
5021,7378,7468,6256,4537,4350,4809,5305,5966,3843,1,0,0,0,0,2,2,2,0,2,1,0,2,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,1
4463,7792,6021,6448,4164,4695,5885,5000,5209,3467,1,0,0,0,0,0,2,3,0,0,0,0,2,0,0,1,1,0,2,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
5830,6942,5503,6382,3921,5043,6609,4623,4818,3488,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,3,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4085,5623,5614,7548,3937,7986,5995,5411,5340,3415,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,1,2,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
6068,8536,7458,5929,4484,4976,6479,5252,6166,4105,1,0,0,0,0,2,0,2,3,0,0,1,2,1,1,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0
5608,5796,7034,6538,5082,5494,6312,5254,6234,3973,1,0,1,0,0,2,1,0,0,1,0,3,2,0,0,0,0,1,2,3,0,0,0,2,2,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0
4885,6351,5810,5775,3400,4672,4972,5307,4828,3326,2,0,0,0,0,2,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7489,6224,7148,8022,4357,4142,5038,3884,8201,5190,3,0,1,0,0,0,2,0,1,0,0,2,0,1,0,0,2,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,4,2,0,0,0,1,2
5449,6509,6743,6355,3622,5434,6063,6229,5553,4102,2,0,0,0,0,0,2,1,1,1,0,1,2,0,1,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,2,0
7112,6669,7112,4980,3996,4424,5626,5114,7545,4145,0,0,0,1,0,2,1,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0
5337,5669,5125,7316,3787,5306,7324,5990,5234,3338,3,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,1,1,2,1,0,0,0,0,0,2,0,0,0,0,1,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5743,7626,4249,7557,4895,6656,6840,7257,4620,4947,0,0,0,0,0,3,1,1,1,2,1,1,0,0,0,0,1,0,2,2,0,0,0,2,1,2,0,0,0,1,0,2,0,2,1,0,1,6,1,0,0,0,0,1,0,0,1,0,1,0
4057,6806,3704,6249,4645,4858,5910,6488,4565,4416,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,1,0,1,0,0,0,2,1,0,0,0,1,2,1,1,0,0,1,1,1,0,0,0,0,1
5986,6522,6468,7932,4687,4397,4850,4703,4246,2799,1,0,0,0,0,1,1,0,2,0,0,0,3,0,0,0,1,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7069,5031,5359,6297,3533,5643,5586,5592,4619,2851,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6582,5261,5692,5996,4545,4482,5897,4571,4996,3507,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4091,6536,4946,6919,4423,5471,7120,5826,4731,4174,1,0,0,0,0,1,2,1,0,2,0,0,0,0,1,0,1,0,2,1,0,0,0,2,1,3,0,1,0,0,1,1,1,0,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
7134,7751,4945,7199,4379,5802,5034,5820,5372,4785,2,0,0,1,0,3,3,0,2,1,0,0,2,0,0,0,0,0,3,1,0,1,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,1,0,0,2,1,0
6348,8460,6394,7952,5002,4630,7546,4870,5421,4016,2,0,0,0,1,2,1,4,2,4,0,0,1,0,1,0,0,1,5,2,0,2,0,0,1,1,0,0,0,0,0,1,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7739,8326,5305,6448,4210,5389,4857,6527,4042,2849,3,0,1,0,0,1,3,2,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5545,3857,4638,3986,3687,5053,6648,5353,5674,4062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7440,5366,6074,4984,4330,4579,6551,6178,6874,5469,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,1,1,0,1,0,2,1,2,1,0,0,0,0,0,4,0,0,0,2,1
8003,6329,4264,6265,3840,6257,5638,5369,5470,3140,3,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
5934,6305,5515,6318,5384,6503,6471,5198,4551,4280,2,0,0,0,0,0,0,2,2,0,1,2,1,0,0,0,0,0,3,0,0,1,0,0,2,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
5534,6218,5080,6851,4590,5994,4396,6619,5000,3902,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
6420,5237,5787,6802,3813,4910,7765,6221,4194,3603,4,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
6102,7858,5613,4352,3122,5464,5149,5915,6170,4205,2,0,0,0,0,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,2,0,0,0,0,1,0
6338,6576,5100,5775,3907,8910,5798,6317,6178,6793,1,1,0,0,1,0,2,2,0,1,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,3,2,1,1,1,0,0,0,1,1,2,2,0,0,0,0,0,0,0,1,0,0,2,2,2
6348,6611,7796,8299,5107,4284,7010,5745,5410,3005,1,1,0,0,0,0,2,2,1,0,0,2,2,0,2,1,0,1,3,3,0,0,2,1,0,0,0,0,0,0,0,3,1,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0
5969,6262,5764,4440,4597,5320,6220,6734,5653,4391,1,0,1,0,1,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,1,0,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0
4817,6535,5075,5414,3785,4919,6155,5349,5132,3280,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6856,6904,5734,4637,3362,4792,6145,4041,5939,4570,1,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1
5517,5626,5837,6664,4700,5368,5554,7223,5344,3905,2,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,2,0,2,0,0,2,0,0,0,2,1,0,0,0,0,1,0,2,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
5572,7808,6576,8006,4999,6868,5003,4282,5000,3978,0,0,0,0,1,0,2,1,1,2,0,0,3,0,1,0,1,0,0,3,1,0,0,0,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
8326,8381,8768,6135,5225,4580,4746,3618,5404,3685,3,1,0,0,0,0,2,2,1,2,2,0,4,3,3,0,1,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
6919,6040,5421,4808,4017,4752,6627,5809,4988,3937,3,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,1,2,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
7138,4459,5278,10028,5870,4599,6527,6608,6300,3917,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,3,2,0,0,0,0,0,0,2,1,0,1,0,1,2,0,1,0,1,1,1,0,0,0,0,0,1
6560,5738,5223,6186,4663,4837,4926,4799,4194,3411,3,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,3,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7414,5577,5382,4802,3745,5003,4689,4318,4942,4126,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7324,5167,5038,4761,3559,4347,6148,6184,5479,3709,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,2,1,1,0,0,0,0,2,1,0,0,0,1,0
4790,6697,5961,7541,5148,6194,6748,5197,6115,4916,1,1,0,0,0,1,2,1,2,0,0,1,1,0,0,0,0,0,2,3,0,0,0,2,2,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,2,3,1,0,2,0,0
4532,7631,6591,6774,4728,5024,4649,5349,4082,3852,1,0,0,0,0,2,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6325,6817,7607,4589,3436,4821,5519,5889,6631,4342,3,0,0,1,0,1,0,0,2,2,1,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,2,1,0,0,0,0,0,1,1,0,0,0,2,0
5750,7124,5037,5966,4279,5847,6041,5052,4024,3220,2,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5531,7063,6757,5160,4157,4541,6290,4986,4707,3093,2,0,0,0,0,2,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6084,5819,6264,6539,3654,5868,6324,5074,6420,4294,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,2,2,2,0,0,0,0,0,1,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0
9158,6528,5899,6059,4170,4794,4459,6843,4623,3857,4,2,0,0,1,1,1,3,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0
6750,6954,6795,6094,4443,6665,6800,5459,5374,3543,3,1,0,0,0,1,0,1,1,1,0,0,2,2,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,3,0,0,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0
7284,6902,4476,5653,4057,4939,6438,4974,6715,3321,4,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0
5815,5975,7735,5521,4022,5335,6825,4033,5660,3360,1,0,0,0,0,2,0,0,0,0,0,2,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0,1,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0
5308,5926,5040,6857,4855,4634,5846,5475,5777,3861,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,3,0,0,0,0,0,0,1,0
6155,6472,5592,8349,6256,5794,4290,5572,4094,3604,3,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,2,0,2,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7669,7244,5358,8170,4072,4410,4618,6286,4921,3458,5,2,0,0,0,0,3,1,0,2,0,0,1,1,0,1,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0
7420,5640,4584,5491,3750,4335,6175,5214,5770,4416,3,2,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
5359,5427,5826,6227,3595,4733,6577,6778,4832,3410,0,1,0,0,0,2,1,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0
4322,5223,8688,6583,5081,6602,6282,5222,4531,3379,0,0,0,0,0,0,0,0,0,1,1,3,3,2,4,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7643,6568,5250,4400,3161,6003,6264,6467,5873,3864,3,2,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,2,0,2,0,2,1,0,1,0,0,0,2,0,0,0,0,1,0
5428,7390,5033,7919,4952,5871,7403,6297,4937,4368,1,0,0,0,0,1,1,1,1,2,1,0,1,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1
5571,7310,7510,6368,4586,5478,5138,5356,5029,5100,1,1,0,0,0,2,1,3,1,1,1,1,0,0,1,0,0,2,1,2,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0
5624,6830,6491,4666,4194,5627,5924,4717,7311,4567,0,1,0,0,0,2,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,1
6844,5763,5619,5386,4514,5067,6962,6098,4906,4299,2,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,3,0,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
4669,4930,4946,6631,4286,6119,5621,6003,4730,3875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
6862,7860,5902,5389,4331,3375,5332,4295,5504,4431,4,0,0,0,0,0,3,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2
6220,6376,5479,4926,2764,6655,5968,4424,5332,3311,2,1,2,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7551,5139,6167,5192,4345,3655,4513,5585,5421,3677,1,3,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
5931,6886,6570,7233,4127,4250,7245,5920,4788,4179,1,0,1,0,0,1,1,1,1,0,0,1,5,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
4224,5306,4607,6676,4163,5068,5067,7131,4540,3223,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4731,8105,5471,6116,4985,6914,5564,7879,5331,4958,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,2,0,3,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,2,1,1,4,1,0,0,0,0,1,0,1,0,0,0,0
7664,6572,6072,7468,4512,5066,5226,5290,3781,3112,2,0,2,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5210,6282,6821,7571,4117,6152,5366,5581,3930,2877,0,0,0,0,0,0,0,2,3,2,2,1,1,1,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5971,7707,4927,7181,4869,4217,4386,3931,5014,3012,4,0,0,0,0,1,0,1,3,2,0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0
5468,5744,5173,4909,4092,6025,4231,5298,6348,4436,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
5249,7398,5768,5457,3617,6155,5314,5521,5254,3820,1,1,0,0,0,1,1,1,2,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
7395,9051,6364,5844,4148,7255,7147,4096,4595,3788,3,0,0,0,0,1,3,1,1,2,0,1,3,0,2,0,0,1,2,2,0,0,0,1,1,5,1,0,0,0,2,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4309,7268,4958,7449,4761,6371,5558,6031,4065,4199,1,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,1,0,2,2,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
5669,6217,5505,5807,5562,5762,7670,6510,5611,3795,0,0,0,0,0,1,1,1,0,1,0,0,2,2,0,0,0,0,0,2,0,0,0,2,1,0,0,0,2,0,1,0,1,0,1,1,1,1,0,1,0,0,0,2,0,0,0,1,0,0
6927,6082,7044,4679,3946,4950,5803,4835,6128,4480,4,2,0,0,0,1,1,1,1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
8830,6181,5451,5541,3997,4488,5373,5203,6089,4662,2,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,1
4962,5073,5557,7549,4641,5951,9277,4554,4842,4127,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,3,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
4547,5895,7345,6001,4635,6773,8525,4744,5618,4838,2,0,0,0,0,0,1,2,0,0,1,0,1,0,1,0,0,1,2,2,0,0,0,1,1,2,0,0,0,0,2,4,0,2,2,0,0,2,0,0,0,0,0,1,1,0,1,1,2,0
6451,7630,7112,5439,3680,7044,5725,5667,5506,3315,4,0,0,0,0,2,2,2,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,3,0,0,0,2,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0
5387,8748,6587,7450,4314,4631,5464,5324,4463,3104,1,0,0,1,0,0,2,2,2,5,0,0,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4989,5755,5280,7330,5589,6783,6752,5234,4693,2992,1,0,1,0,0,0,0,2,1,0,2,0,0,0,1,0,1,0,2,0,0,1,1,1,1,2,0,2,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
5412,5624,6529,5577,3783,5186,6614,5833,6211,4431,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,2,0,1,2,1,1,0,0,0,2,1,0,0,0,1,1
5896,6320,6286,5860,3904,5332,5914,5818,5445,3838,1,0,0,0,0,1,0,0,2,1,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,3,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0
5899,5886,5561,6637,3584,4763,4477,6375,5253,5128,3,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,0,1,0,1,0,1,0,0,0,1
5661,7090,5429,5911,6975,6970,7807,8294,5512,3296,2,0,0,0,0,3,2,2,0,1,0,1,0,0,0,0,0,0,0,2,0,2,1,1,3,2,1,0,0,0,2,2,3,1,1,2,1,3,0,1,0,1,0,2,0,0,0,0,0,0
6606,5404,5829,4826,3759,5130,6534,5476,5691,3434,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
