TOP1_GOLD,JUNGLE1_GOLD,MIDDLE1_GOLD,BOTTOM1_GOLD,UTILITY1_GOLD,TOP2_GOLD,JUNGLE2_GOLD,MIDDLE2_GOLD,BOTTOM2_GOLD,UTILITY2_GOLD,TOP1_TOP2,TOP1_JUNGLE2,TOP1_MIDDLE2,TOP1_BOTTOM2,TOP1_UTILITY2,JUNGLE1_TOP2,JUNGLE1_JUNGLE2,JUNGLE1_MIDDLE2,JUNGLE1_BOTTOM2,JUNGLE1_UTILITY2,MIDDLE1_TOP2,MIDDLE1_JUNGLE2,MIDDLE1_MIDDLE2,MIDDLE1_BOTTOM2,MIDDLE1_UTILITY2,BOTTOM1_TOP2,BOTTOM1_JUNGLE2,BOTTOM1_MIDDLE2,BOTTOM1_BOTTOM2,BOTTOM1_UTILITY2,UTILITY1_TOP2,UTILITY1_JUNGLE2,UTILITY1_MIDDLE2,UTILITY1_BOTTOM2,UTILITY1_UTILITY2,TOP2_TOP1,TOP2_JUNGLE1,TOP2_MIDDLE1,TOP2_BOTTOM1,TOP2_UTILITY1,JUNGLE2_TOP1,JUNGLE2_JUNGLE1,JUNGLE2_MIDDLE1,JUNGLE2_BOTTOM1,JUNGLE2_UTILITY1,MIDDLE2_TOP1,MIDDLE2_JUNGLE1,MIDDLE2_MIDDLE1,MIDDLE2_BOTTOM1,MIDDLE2_UTILITY1,BOTTOM2_TOP1,BOTTOM2_JUNGLE1,BOTTOM2_MIDDLE1,BOTTOM2_BOTTOM1,BOTTOM2_UTILITY1,UTILITY2_TOP1,UTILITY2_JUNGLE1,UTILITY2_MIDDLE1,UTILITY2_BOTTOM1,UTILITY2_UTILITY1
6094,6686,5104,5017,3928,4891,5317,6121,5776,4192,3,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0
6913,6631,5690,4230,3786,5054,6259,4342,4499,3038,3,1,0,0,0,0,1,0,1,2,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6929,6599,6335,4664,3291,4661,6014,3945,6904,3959,4,1,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0
5845,4653,6318,8469,4406,8040,6631,4126,3592,3795,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,4,3,0,0,0,0,0,3,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7654,6933,5682,4841,3544,4817,5058,5118,5555,3011,4,1,0,0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6279,5937,6539,6209,4287,4248,6093,6000,4494,3369,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1
4829,6442,7107,5113,3892,6528,6666,4158,5141,3669,1,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
5066,5811,6427,6916,4780,7256,4309,5409,5224,3798,1,1,1,0,0,1,1,0,0,1,2,0,0,2,0,0,0,2,0,0,0,0,1,0,0,5,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
4942,7918,7648,6964,6234,6797,5945,4594,5641,3843,0,0,0,0,0,1,3,2,0,1,0,0,4,0,2,0,0,0,3,0,0,3,0,2,1,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
5117,5424,5600,6652,3814,4391,4151,4696,5639,3623,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
5374,6372,5304,5480,4099,4604,6495,5563,7665,4134,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,1,0,2,3,0,0,0,0,0
4883,6032,5626,5712,4669,5634,5575,5262,4425,3340,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5454,6087,6650,4865,3952,4172,5283,5247,4690,3046,3,0,0,0,0,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5641,8031,5494,5470,3823,5026,4138,5698,4981,3909,1,0,1,0,0,3,0,0,1,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0
6540,6074,5803,4539,5051,5749,8055,5028,6001,4679,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
5644,5990,5753,5839,3618,4811,5750,4252,5386,3451,2,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4985,6649,4631,6913,4900,5654,7598,6612,5680,3762,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,2,0,0,0,0,1,1,0,3,2,0,1,0,0,3,1,0,1,2,0,0,0,1,0,0
5481,7603,6750,7692,4245,6988,5760,5149,5242,4156,0,0,0,1,0,1,2,1,2,2,0,1,0,0,1,0,1,0,1,2,1,1,0,0,0,4,0,0,0,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6838,7585,6437,8732,5035,4394,5912,4633,4716,2743,3,0,0,0,1,2,1,3,1,3,1,0,2,0,0,0,2,0,1,2,0,1,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
4782,5222,5006,6784,4114,5069,5735,6771,4473,3090,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0
5154,6402,6035,7572,5810,6383,5381,6543,4276,3113,1,2,0,0,0,1,1,0,0,2,1,1,2,0,0,0,1,1,2,1,0,0,0,1,2,1,1,0,0,0,2,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0
6052,6378,5916,5598,3921,5006,4401,6076,5113,4073,2,0,1,0,0,2,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0
5052,6006,7191,6100,4336,5557,4728,4799,6153,4691,2,0,0,0,0,0,2,0,0,1,0,1,3,1,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,0,1,0
6184,6813,7559,7406,4836,4726,6312,6069,5679,3367,1,1,0,0,0,3,1,0,0,2,0,1,2,0,1,0,1,0,3,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0
6230,6562,5674,4470,3947,4320,5461,7066,5917,4263,1,0,0,0,0,2,2,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,2,1,2,0,0,0,0,1,0,1,0,0,0
7902,5967,5450,5160,4343,4748,4387,5290,5256,3090,1,1,2,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
4710,6151,6600,7410,4409,7141,5839,5453,5170,5943,0,1,0,0,0,0,0,3,0,1,1,3,2,0,0,1,0,1,2,2,0,0,0,1,0,4,3,0,0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,2,2
6980,5562,6285,7190,4261,5267,4637,4954,4649,3472,2,0,1,0,1,0,0,0,1,0,0,0,3,1,1,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0
4494,6161,4507,9769,4411,6004,6462,6021,4249,3503,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,1,0,5,3,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
5487,4959,6845,6589,5099,6711,7340,5921,5906,3944,2,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,1,1,1,2,0,1,0,1,0,4,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0
5525,6879,6709,6224,3871,4835,6845,6402,6086,4674,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,1,0,0,0,2,1,0,1,0,1,1
5454,5973,4964,5725,4141,5733,4790,5860,5262,3815,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,1
4209,5345,4724,5955,3409,6267,4419,5979,5283,3532,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5073,4570,6808,5181,4293,5677,5026,7218,4891,3588,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,2,2,0,0,0,1,0,0,0,0,0,0
7783,5296,4989,5166,3553,4900,6172,5417,4964,3329,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6809,5906,4891,5765,5387,4830,5332,5516,4578,3642,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3632,6243,6523,5523,3760,6820,7528,5604,4880,3200,0,0,0,0,0,0,0,1,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4874,5040,6183,5267,4224,4657,5248,6010,4522,3317,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4838,6434,5864,5338,3683,6057,5915,6719,4845,3897,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7885,8207,5129,8862,4807,4127,7008,6616,6010,6921,6,1,1,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,4,5,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,1,1,1,1,1,0,0,0,3,0,0,2,1,1,3
6118,6663,5305,5321,4362,4959,5811,5336,6820,3577,1,0,1,1,1,2,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0
6484,8375,5088,4937,4993,5422,5619,5182,5815,4508,1,1,2,0,0,0,2,1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,1
7409,8359,6877,5702,4336,4636,5019,6271,5669,3763,2,1,1,0,0,2,3,1,1,1,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,4,0,0,0,0,0,1,1,0,0,0,0,0
6814,7933,5281,5435,4381,4822,6886,5753,6864,4500,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,3,2,0,1,0,1,1,1,0,1,3,0,0,0,0,0,0
6623,7313,5238,7767,4439,4548,5411,5638,4155,3164,2,0,1,0,0,3,1,1,1,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
6896,6221,5553,6153,4142,4832,6398,4756,5860,3586,1,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,0,2,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5992,5839,5517,5505,3652,5307,7777,6260,6300,4241,0,2,0,0,0,2,0,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,0,1
5248,7408,5481,5074,4376,5910,4868,4796,6733,4227,1,0,1,0,1,2,0,3,0,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
5160,6282,5648,6559,5113,6513,5766,4555,4452,3514,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,1,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5321,6461,4902,5967,4672,4437,5056,6985,6096,4280,1,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,2,4,1,1,0,1,0,2,2,0,0,0,0,0
6601,6572,4253,6514,4796,4875,5782,6544,4761,4059,2,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,2,1,1,0,1,2,0,0,0,0,0,1,0
5726,6237,4611,3713,3200,4934,6492,6675,6123,5294,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0
4682,7514,6488,4736,3221,5057,5619,4879,6215,4365,0,0,0,0,0,3,1,0,2,2,0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,2,0,0,0
5672,5521,6335,3962,3429,4259,6175,4923,6149,5322,1,0,1,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2
5465,6922,6159,6332,3953,6185,5541,5821,5701,3960,0,0,0,0,0,2,0,0,1,1,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0
4688,6001,5701,6530,3990,7016,7092,4704,5141,4937,0,0,1,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1
7211,6683,8181,7627,5640,4998,5301,4497,4289,3438,5,1,0,0,0,0,1,0,1,2,0,1,2,1,1,1,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6583,6329,4480,5720,3781,4664,6587,6302,6005,3548,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,2,1,0,0,0,1,0,1,1,0,0,0,0,0
3799,9228,4514,7940,4537,6175,6126,5103,5223,3866,1,0,0,0,0,2,2,2,1,4,0,1,0,0,0,0,2,1,4,1,0,0,1,1,0,4,0,0,0,0,1,0,2,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0
7131,7709,5933,4874,3573,4607,5657,6305,6318,4419,4,0,1,0,0,1,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,2,0,0,0,1,1
5813,5556,7292,4860,3512,4238,4105,4084,6058,4945,2,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0
6296,6210,6151,5300,3931,5215,6621,5723,7022,4243,2,0,0,0,1,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,1,0,1,1,0,0,0,1,0
5190,5590,7057,5994,3591,4920,7295,5719,6297,3676,3,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0
7320,6555,5989,4646,3807,4949,5041,5131,6177,4746,1,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1
5082,6001,5827,7250,4931,5696,5056,6505,4795,3528,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0
5740,7415,5527,5187,4302,5168,4372,5358,5819,4101,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0
4767,6722,4528,8168,4841,3889,6096,4500,4476,3380,3,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,3,2,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
5260,5691,5357,4685,4356,4478,5287,4967,6062,4015,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
4584,5669,5985,6313,4395,6903,6171,7023,5754,3860,0,0,0,0,0,1,1,0,0,1,1,2,0,0,1,0,0,0,2,1,0,0,0,1,0,3,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
4165,6461,4980,7171,4983,6699,4304,5002,5491,3340,0,0,0,0,0,2,0,0,1,3,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
5599,7420,6210,6326,3914,4754,5916,4394,5863,7255,1,0,0,0,0,1,2,0,1,3,0,0,2,0,0,0,1,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,2,0,0,3,0,3,2
5046,5851,4065,7477,4395,5611,5888,5870,4654,3266,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,2,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6619,6357,4806,6479,4333,4844,6601,4224,6354,3499,2,1,1,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0
5970,4598,7762,7283,4458,6198,7083,4941,4171,3552,1,1,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,4,2,0,0,0,1,0,3,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
6348,7171,7726,4706,3471,5224,5887,5883,4636,4423,2,0,1,0,0,0,1,3,1,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,1
5199,5593,5356,4659,3464,5743,6953,4908,5917,3648,1,1,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0
5199,6760,6532,5874,3634,4856,6793,4768,6519,3955,2,1,0,0,0,0,2,1,0,0,0,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0
5810,8005,7441,6326,4328,5015,4627,4911,6220,4161,0,0,0,0,0,2,2,1,1,2,0,1,1,1,1,0,2,0,2,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2,3,0,0,0,1,0
5679,5268,5083,8194,4635,5574,5951,4919,9000,4709,1,2,0,0,0,1,0,2,0,0,0,0,2,0,0,1,2,0,3,2,0,0,0,0,0,4,0,0,0,1,1,2,0,0,1,0,0,1,0,0,1,1,0,5,3,0,1,0,0,0
6191,7016,6273,10718,5555,4291,4720,5121,4752,3840,1,0,1,0,0,0,2,1,0,1,0,0,3,0,0,1,2,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
7294,8605,6588,6011,4674,5384,5069,6035,5472,3534,3,0,1,0,0,1,4,1,1,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0
6655,7868,6633,5714,3910,4554,4620,5323,5021,4064,3,1,0,0,0,1,2,2,2,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1
5555,6793,5670,4786,3137,5449,4514,4970,6252,4687,0,0,0,0,0,1,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,1
6679,4766,7018,6164,5016,4400,4722,5809,3847,3020,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4777,6709,6295,6531,4128,6146,6113,5836,5426,3350,0,0,0,0,0,2,1,0,0,0,0,1,2,0,1,0,1,1,1,2,0,0,0,0,0,2,1,1,0,1,0,1,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
5372,6268,4646,8998,5483,5237,6217,6527,4658,3415,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,1,0,3,2,0,1,0,0,0,2,0,0,0,0,1,1,0,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0
5293,6349,6809,7531,3665,5514,5024,5823,4828,3917,0,1,0,0,0,0,1,2,0,0,0,2,1,1,1,0,1,0,3,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
7121,5938,4551,7551,4951,4370,5016,7087,4468,3313,4,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0
4773,6228,8173,4864,5395,6148,4548,4602,6474,3749,0,1,0,0,0,1,3,0,1,0,1,1,2,1,2,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0
6955,8328,5935,7400,5612,4891,4121,4399,4451,4663,3,1,1,0,0,1,4,1,2,0,0,0,1,0,0,0,1,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
6625,6353,7639,7098,3953,5215,4302,4338,4245,3655,2,0,0,0,0,1,0,0,1,0,1,1,2,1,1,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
8301,6645,6797,8506,4638,3836,4693,3362,4089,3214,2,1,0,0,1,1,1,0,2,0,0,0,2,0,0,2,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4829,5715,5940,4629,3659,5830,6091,5615,5599,3429,1,1,1,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4649,5225,5295,8193,4767,7320,6259,6293,4518,3889,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,2,2,0,1,0,1,1,6,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
6617,6159,6423,9187,3900,4542,5539,7852,5760,3530,3,1,0,0,1,0,0,0,2,3,0,1,2,0,0,0,3,2,3,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,1,1,2,0,0,1,2,0,0,0,0,0,0
5568,6850,6216,5696,4798,4360,7131,5816,6874,4431,2,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,1,1,2,0,0,0,0,1
6065,9112,4765,8428,6741,5210,7387,7659,7058,4421,2,0,1,0,0,2,4,1,2,2,0,1,1,0,1,0,1,0,3,3,0,1,1,0,2,1,1,0,0,0,1,2,3,1,1,0,3,3,0,0,0,2,2,2,1,0,1,0,0,1
5469,4929,6151,6523,3907,4899,6519,4447,4841,4148,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5966,4801,4863,5927,3746,5394,5981,7255,5239,4496,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,3,1,2,0,0,0,1,0,0,0,0,1,0
4481,5553,6613,4706,3592,4849,6610,5461,5052,3969,0,0,0,0,0,1,0,0,0,2,0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4615,7713,5487,6512,5158,6182,8197,5066,4963,5006,1,0,0,0,0,1,0,1,2,3,0,0,2,0,0,0,0,1,3,1,0,0,0,1,1,2,0,0,0,0,0,2,1,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1
