MatchID
NA1_4259022613
NA1_4210399611
NA1_4239895679
NA1_4224299710
NA1_4223746187
NA1_4265148588
NA1_4266553715
NA1_4259304028
NA1_4260921657
NA1_4256018844
NA1_4242271903
NA1_4246912986
NA1_4199270294
NA1_4236019734
NA1_4192076337
NA1_4242151509
NA1_4253721349
NA1_4260033344
NA1_4243071580
NA1_4185716793
NA1_4229024629
NA1_4252684795
NA1_4260976141
NA1_4232820647
NA1_4265970987
NA1_4260596868
NA1_4236141913
NA1_4249585846
NA1_4265589013
NA1_4249742767
NA1_4231674756
NA1_4255890769
NA1_4260272459
NA1_4262043792
NA1_4226902128
NA1_4253284731
NA1_4257279187
NA1_4218951960
NA1_4262384485
NA1_4219746641
NA1_4254217956
NA1_4245319281
NA1_4250708419
NA1_4243525994
NA1_4201042322
NA1_4236938232
NA1_4241017353
NA1_4240152331
NA1_4219661465
NA1_4250615335
NA1_4262785023
NA1_4265789055
NA1_4253018039
NA1_4227689757
NA1_4249379694
NA1_4244895528
NA1_4247965981
NA1_4225205335
NA1_4242254527
NA1_4242336466
NA1_4245914689
NA1_4231461039
NA1_4256105141
NA1_4256792986
NA1_4252033970
NA1_4240130290
NA1_4257287263
NA1_4247783965
NA1_4189997252
NA1_4224682534
NA1_4237454632
NA1_4206460216
NA1_4263788328
NA1_4252901598
NA1_4251581937
NA1_4237651665
NA1_4228590809
NA1_4237425602
NA1_4234536596
NA1_4250633138
NA1_4255351432
NA1_4259920242
NA1_4213740976
NA1_4258499382
NA1_4202071431
NA1_4212331847
NA1_4243626811
NA1_4249977599
NA1_4219547848
NA1_4252650120
NA1_4250120760
NA1_4250838144
NA1_4241301480
NA1_4262384926
NA1_4209997136
NA1_4200011264
NA1_4258154423
NA1_4218949719
NA1_4211189029
NA1_4242863385
NA1_4265717057
NA1_4248974245
NA1_4236928198
NA1_4231265726
NA1_4261923728
NA1_4237094137
NA1_4252981990
NA1_4240369054
NA1_4253409062
NA1_4263380720
NA1_4224440472
NA1_4228019314
NA1_4230031584
NA1_4242352928
NA1_4263414092
NA1_4225658555
NA1_4257655132
NA1_4244453472
NA1_4249208751
NA1_4257280830
NA1_4260867889
NA1_4209260222
NA1_4249485973
NA1_4262129706
NA1_4228016291
NA1_4259659732
NA1_4223255497
NA1_4261361944
NA1_4219655368
NA1_4248030182
NA1_4260934878
NA1_4235626415
NA1_4263026247
NA1_4257617006
NA1_4239092455
NA1_4234219549
NA1_4237381219
NA1_4239406064
NA1_4250499420
NA1_4261070291
NA1_4218997857
NA1_4242948335
NA1_4250934447
NA1_4244986086
NA1_4238533931
NA1_4258494004
NA1_4238868619
NA1_4260695908
NA1_4262006938
NA1_4244227335
NA1_4218553716
NA1_4260994189
NA1_4247702705
NA1_4258519759
NA1_4236896918
NA1_4222335144
NA1_4261019180
NA1_4239055287
NA1_4258372453
NA1_4220152532
NA1_4235039712
NA1_4187331042
NA1_4244952395
NA1_4258856552
NA1_4259437401
NA1_4254472041
NA1_4255747569
NA1_4265013085
NA1_4266382982
NA1_4257993440
NA1_4248482564
NA1_4240932865
NA1_4250761758
NA1_4246669261
NA1_4230897774
NA1_4259874590
NA1_4263368978
NA1_4230355127
NA1_4205457272
NA1_4232388674
NA1_4225154700
NA1_4262266830
NA1_4232408189
NA1_4266077253
NA1_4200126945
NA1_4235921358
NA1_4251698419
NA1_4241675589
NA1_4253795879
NA1_4202901875
NA1_4253474279
NA1_4233509257
NA1_4239502169
NA1_4245127065
NA1_4250643157
NA1_4254233134
NA1_4245258900
NA1_4254869374
NA1_4240976361
NA1_4262798732
NA1_4251226130
NA1_4228694369
NA1_4253659181
NA1_4247509403
NA1_4225923211
NA1_4247770319
NA1_4194060695
NA1_4238954544
NA1_4261971032
NA1_4247902838
NA1_4199982847
NA1_4258083473
NA1_4246961052
NA1_4242264601
NA1_4265592705
NA1_4239745407
NA1_4235064751
NA1_4244010549
NA1_4192106349
NA1_4247754137
NA1_4242047662
NA1_4191378174
NA1_4259912098
NA1_4263696097
NA1_4249244801
NA1_4255429670
NA1_4253924604
NA1_4251365629
NA1_4261895961
NA1_4258210735
NA1_4244812107
NA1_4262902316
NA1_4217740983
NA1_4245203599
NA1_4255596046
NA1_4195186913
NA1_4228265036
NA1_4243164366
NA1_4248185467
NA1_4245270612
NA1_4236320961
NA1_4233173203
NA1_4249754132
NA1_4259040865
NA1_4251087304
NA1_4218440167
NA1_4262758327
NA1_4241698362
NA1_4266206551
NA1_4260595738
NA1_4259296360
NA1_4259484121
NA1_4219006454
NA1_4237305773
NA1_4251022275
NA1_4206778950
NA1_4245419507
NA1_4231881435
NA1_4212718105
NA1_4204882234
NA1_4235531665
NA1_4260653371
NA1_4243924779
NA1_4261949614
NA1_4213897645
NA1_4245944573
NA1_4244926188
NA1_4260706546
NA1_4230603147
NA1_4224856216
NA1_4230015167
NA1_4225832427
NA1_4259871190
NA1_4226237457
NA1_4241513560
NA1_4189607282
NA1_4245688695
NA1_4232884553
NA1_4259489560
NA1_4261163700
NA1_4245858776
NA1_4236373992
NA1_4213648694
NA1_4263868448
NA1_4266087250
NA1_4257017292
NA1_4242436646
NA1_4198376561
NA1_4246804408
NA1_4244587867
NA1_4256165840
NA1_4200129829
NA1_4219040139
NA1_4258944066
NA1_4249395201
NA1_4260071858
NA1_4227455373
NA1_4259914732
NA1_4256316973
NA1_4219693067
NA1_4257610609
NA1_4238568053
NA1_4252916199
NA1_4204019248
NA1_4205473759
NA1_4192663352
NA1_4218539071
NA1_4219768299
NA1_4262262228
NA1_4256068963
NA1_4205620366
NA1_4262294608
NA1_4264593601
NA1_4253416475
NA1_4259471239
NA1_4213966453
NA1_4253405826
NA1_4253113092
NA1_4223529499
NA1_4253331860
NA1_4262000005
NA1_4236400039
NA1_4259965086
NA1_4262010908
NA1_4248978223
NA1_4205214818
NA1_4220079893
NA1_4239811062
NA1_4228211258
NA1_4229747793
NA1_4223023212
NA1_4234528864
NA1_4259264289
NA1_4250882289
NA1_4258089702
NA1_4260961368
NA1_4212346729
NA1_4201020471
NA1_4242999147
NA1_4240903091
NA1_4203660419
NA1_4211050190
NA1_4239981841
NA1_4250814346
NA1_4240539335
NA1_4225165666
NA1_4253447263
NA1_4250312191
NA1_4264171817
NA1_4199890382
NA1_4243004628
NA1_4236830355
NA1_4208026239
NA1_4257061446
NA1_4226728708
NA1_4254107635
NA1_4236599046
NA1_4236463323
NA1_4236705160
NA1_4235940113
NA1_4228932451
NA1_4256698605
NA1_4261931474
NA1_4195324211
NA1_4241468335
NA1_4242376030
NA1_4248440091
NA1_4257547143
NA1_4257274437
NA1_4256737778
NA1_4259822509
NA1_4232993818
NA1_4243127249
NA1_4250082048
NA1_4224751030
NA1_4264757447
NA1_4242013145
NA1_4248510646
NA1_4243235726
NA1_4198184493
NA1_4252678136
NA1_4241588814
NA1_4217149984
NA1_4257522849
NA1_4240290313
NA1_4250871233
NA1_4263495577
NA1_4242202465
NA1_4232812742
NA1_4243484091
NA1_4236347524
NA1_4197922609
NA1_4255091792
NA1_4249078941
NA1_4231840611
NA1_4235616475
NA1_4254246193
NA1_4207977274
NA1_4256562201
NA1_4256499194
NA1_4236050209
NA1_4253086997
NA1_4266001957
NA1_4240291439
NA1_4227855273
NA1_4243977554
NA1_4219657040
NA1_4228449689
NA1_4264932678
NA1_4208214691
NA1_4236787604
NA1_4255028233
NA1_4249979449
NA1_4242876996
NA1_4255309697
NA1_4258944140
NA1_4223051665
NA1_4233925346
NA1_4206464801
NA1_4250460731
NA1_4260368165
NA1_4200830719
NA1_4233271281
NA1_4249844337
NA1_4213847926
NA1_4236871695
NA1_4223544049
NA1_4251271313
NA1_4209278526
NA1_4258099570
NA1_4226329116
NA1_4253152273
NA1_4202192180
NA1_4250691386
NA1_4265764800
NA1_4253701823
NA1_4262510118
NA1_4220705507
NA1_4249235168
NA1_4215546032
NA1_4259015488
NA1_4197362970
NA1_4201160127
NA1_4262817537
NA1_4260510959
NA1_4259990792
NA1_4208953240
NA1_4251473779
NA1_4258379681
