OUTCOME,TOP_GOLD_RATIO,TOP1_IMPACT,TOP2_IMPACT,JUNGLE_GOLD_RATIO,JUNGLE1_IMPACT,JUNGLE2_IMPACT,MIDDLE_GOLD_RATIO,MIDDLE1_IMPACT,MIDDLE2_IMPACT,BOTTOM_GOLD_RATIO,BOTTOM1_IMPACT,BOTTOM2_IMPACT,UTILITY_GOLD_RATIO,UTILITY1_IMPACT,UTILITY2_IMPACT,TOP_JUNGLE,TOP_MIDDLE,TOP_BOTTOM,TOP_UTILITY,JUNGLE_TOP,JUNGLE_MIDDLE,JUNGLE_BOTTOM,JUNGLE_UTILITY,MIDDLE_TOP,MIDDLE_JUNGLE,MIDDLE_BOTTOM,MIDDLE_UTILITY,BOTTOM_TOP,BOTTOM_JUNGLE,BOTTOM_MIDDLE,BOTTOM_UTILITY,UTILITY_TOP,UTILITY_JUNGLE,UTILITY_MIDDLE,UTILITY_BOTTOM
0,0.7368779822767553,1,2,0.7222087672559941,0,0,1.0928418178271895,0,3,1.2508231648266512,0,2,1.005380683346785,3,3,-1,0,-1,1,0,0,0,0,1,-3,0,0,0,-2,0,2,0,-2,-1,0
0,1.1371803001479603,0,1,0.7926078028747433,0,2,0.7728158493017213,0,1,0.87093703250374,4,2,1.1432354357246028,4,3,0,-1,0,0,0,-1,1,2,0,0,-1,0,0,-1,0,1,0,-1,0,0
0,0.5508507598389402,2,2,0.8510840108401084,2,3,0.9110186552140652,0,1,1.0908923643054278,2,2,1.0307921529674695,3,1,-1,-1,1,0,1,-2,0,1,0,0,0,1,0,-2,0,1,0,1,-1,1
1,0.557632398753894,2,0,0.8032154340836013,0,0,1.6305662451896648,1,4,1.2724388878522113,1,1,1.0087900723888314,2,2,-2,0,0,0,0,1,0,0,0,-1,1,0,0,0,1,1,0,-1,2,-1
1,1.054167541465463,0,2,1.3930581613508444,1,1,1.279635901778154,0,2,0.9912087912087912,0,2,0.7828131680205216,0,1,0,0,0,0,2,1,0,-1,0,0,1,1,0,1,1,0,0,0,0,1
0,1.22386296515062,1,0,0.9833238312428735,2,2,1.3104799216454457,0,1,0.6747146619841967,1,2,0.8574523396880416,3,6,1,0,0,2,1,-2,1,1,0,0,0,0,0,-1,0,-1,0,-4,0,-2
0,0.6383725464708176,0,2,0.8568744662681469,3,3,1.1021180030257187,0,0,1.0266951414842498,3,1,1.3084755090809026,1,1,-1,-1,1,0,-1,-1,-1,0,0,2,0,0,0,0,0,1,0,0,0,1
0,0.7193837446942305,0,0,0.879439941046426,2,1,1.1669965808889688,1,1,1.1134481987021705,1,2,0.8308770234356124,3,2,0,0,0,0,0,0,1,0,0,1,0,2,0,-1,0,0,0,-1,-1,0
0,0.6759587768204088,1,2,0.880076798109585,1,0,1.604087980448789,1,0,1.4083936940775459,1,2,0.8571113074204947,2,1,-2,0,0,0,1,1,0,1,0,0,1,0,0,1,0,-1,0,-1,0,0
0,1.098905472636816,1,2,1.058306989813839,0,1,1.1685971685971686,2,1,0.6619894763217239,0,0,0.5994187825022943,2,3,-2,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,2,0,-1,1,-2
1,1.3606823720552397,0,1,1.2415384615384615,0,2,0.9897061575893693,0,0,1.171109200343938,2,1,1.1134347275031686,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-1,1,0,0,0,0
0,0.8653125,1,2,0.5007623611413635,2,2,1.109686389618415,0,3,1.2327385570209464,1,2,0.9290440337668264,3,2,-2,0,0,0,-1,0,0,-1,1,-1,1,2,-1,0,0,0,0,-2,0,0
1,1.2176120061796514,2,1,1.1490638065806218,1,1,0.8937819561273297,2,1,0.8716342082980525,0,3,1.3530368763557483,1,2,0,-1,0,0,1,1,1,0,0,-2,0,0,0,0,0,1,0,0,0,1
1,2.14344746162928,1,2,1.5415485278080698,0,1,1.2236036725325172,0,1,1.7624076029567053,0,0,1.8001943005181347,1,4,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,2,0,0,0,-1
1,0.8366375892149088,2,1,1.1210544571626777,1,3,0.8776180056267584,1,1,1.218809318377912,0,1,1.6514728682170543,2,3,-1,-1,0,0,0,0,1,2,1,-1,0,0,0,1,0,1,0,2,0,-2
0,1.0019993335554815,3,1,1.120216389501102,2,2,0.9037926489969249,1,1,0.608780250516843,3,2,0.7709651898734177,1,3,1,0,1,0,-1,-1,1,1,3,1,-1,0,0,0,-1,-1,0,0,-2,0
0,0.4028708133971292,1,3,0.7647734524569241,1,1,0.9891374837872893,1,4,1.0096798212956068,2,1,0.9005563282336578,1,2,-1,0,0,-2,0,0,1,1,0,-2,1,0,0,0,-1,0,0,-1,0,-1
1,1.390653449322274,0,2,1.5161079669133652,1,2,1.3310225303292895,0,2,0.9626588465298143,1,0,1.1325136612021858,0,1,1,0,0,0,2,2,-1,0,0,0,0,1,0,0,-1,0,0,1,0,0
1,1.6064125220903813,0,1,2.24956369982548,0,1,1.4474699828473414,0,4,2.2446483180428136,0,4,1.7653969384122463,0,4,0,0,0,0,1,3,3,2,0,0,0,2,0,1,1,0,0,0,0,1
1,1.437079953650058,0,1,1.1492565055762083,3,1,1.0809586714474428,0,2,0.8171609559458681,2,1,0.8736842105263158,4,1,0,1,0,1,0,-1,-1,0,0,1,0,0,1,-1,0,-1,0,-2,0,-1
0,1.2614855292450922,1,0,0.8686787606357361,1,1,1.5695364238410596,0,2,1.248190644307149,1,2,0.8614357262103506,3,1,0,0,0,0,0,0,1,-1,1,-1,-1,1,0,1,0,0,0,0,0,-1
0,0.713615809747111,0,1,0.668051948051948,0,1,1.103871377194838,1,2,1.0638375708798244,0,1,0.9019157088122606,3,2,-1,0,0,0,0,1,0,0,0,-1,-1,0,-1,0,0,2,0,-1,0,-1
1,1.1821250602796978,0,1,1.545841310359498,2,1,1.0248154224774406,2,1,1.223054152881769,0,1,1.1107276387690537,3,3,1,0,0,0,-1,1,1,1,-1,-1,0,0,0,0,0,2,-1,0,0,-2
0,0.9074006562158221,2,2,0.6854838709677419,0,1,1.345848530358292,1,1,0.8313825275657337,2,3,0.8024983846650873,1,2,-2,0,0,0,2,1,1,-1,0,-1,0,1,0,-2,0,-1,0,-1,-1,1
1,0.8848484848484849,0,0,1.3787562604340569,1,4,1.5292558227608408,1,2,1.2322097378277153,0,2,1.3429022082018927,1,1,0,0,0,0,-1,1,1,0,0,2,1,1,0,0,1,0,0,1,0,-1
1,0.8837754917884858,2,4,0.9508733624454149,0,2,1.6023664395840804,2,1,0.9443151595744681,1,3,1.2048293089092423,2,4,-2,0,0,0,1,1,0,0,2,1,1,3,0,0,-1,1,1,-1,-1,1
0,0.7420736932305055,1,1,1.0107646034510052,1,2,0.7665724563206577,1,2,0.8024555328191406,0,0,0.9095757013679573,4,2,-1,0,0,0,1,-1,-1,3,0,-1,0,0,0,0,0,1,0,0,-1,0
0,0.7156765909411599,1,1,0.7595303667198144,1,3,1.2584709688404563,2,1,0.7796550510383667,2,3,0.6225142045454546,1,3,-1,1,0,0,-1,1,1,-2,1,0,1,1,-2,0,0,-1,0,-2,0,-1
1,0.7051619549044295,1,1,1.302988596146284,0,2,1.3253061224489795,2,3,1.555935292777398,1,0,1.347045191193511,1,2,0,1,0,0,1,2,0,1,-2,1,0,0,0,0,0,0,0,-1,0,0
1,1.3604454127329944,0,2,1.1789352296751874,1,3,1.2070549630844956,1,1,1.2186988543371522,1,1,1.206426735218509,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,-1,0,1,0,-1
1,1.169369051815298,1,1,1.0301807334620108,0,2,1.1514195583596214,1,2,1.1449537595496582,0,2,1.4198929807994964,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,2,-1
1,0.7069118955799466,2,1,1.124677558039553,1,2,1.0957089881688151,1,1,1.4016580310880828,0,1,1.2570328694107196,1,2,-2,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,-1,0
1,0.8253223915592028,1,2,1.6500115660421004,3,4,0.7746573052490806,1,1,1.1050029958058718,2,0,1.3238307349665925,1,4,-1,0,0,0,0,0,-1,2,0,1,0,-1,0,1,0,1,1,1,0,-1
1,0.8305497564370216,0,1,0.966285821314853,1,0,1.0125963526978756,0,0,0.9949922958397535,0,0,0.9719033232628399,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0.7947081712062257,1,1,0.8327803583278036,4,2,1.3095898859081099,3,2,1.1987249544626595,1,0,1.3663366336633664,3,2,0,0,0,0,1,1,-1,1,0,0,1,2,0,0,0,0,0,-1,1,0
1,1.30764192139738,2,1,1.1691954022988507,4,1,0.9166999600479425,1,2,0.6661564365528854,3,0,0.8140006236357967,1,1,0,-1,-1,0,1,0,-2,0,0,0,0,0,0,-1,0,-2,0,0,1,-1
1,0.8450283196979232,2,3,0.9808067664281067,0,3,0.8414842195052602,1,1,0.770712630359212,3,0,0.8905527416868532,3,0,-2,0,0,0,1,1,0,0,2,1,0,-1,0,-1,0,-1,0,0,0,-2
0,0.8886609474076838,0,0,0.9772727272727273,0,2,1.084752175558078,1,1,1.0005291005291006,0,1,0.8998068565910188,1,2,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,1,0,0,0,-2
0,1.2143311426754293,1,1,0.7241937660234786,1,0,0.7499265354099324,0,2,0.8102153229844767,0,0,0.9823137141200348,3,4,-1,0,0,0,1,0,0,0,0,-2,0,3,0,1,0,0,-1,-2,-1,0
0,0.7890353920888272,0,0,0.853266888150609,0,1,0.6663417351343824,0,1,0.40711009174311924,1,1,0.5146210463497115,1,5,0,0,0,0,0,0,1,-1,0,0,-1,1,-1,0,0,0,0,-2,-2,-1
1,0.7540564903846154,1,1,1.4212516543770088,1,3,0.8624115863927249,1,4,1.278014447119837,0,1,0.9435897435897436,1,1,2,-1,0,0,1,1,1,1,0,-1,0,0,0,1,2,0,0,0,-1,0
1,1.0875106202209006,1,1,1.2460567823343849,0,4,2.096184004181913,0,2,0.9418410816817929,0,1,1.218994064354889,1,2,1,0,0,1,1,1,0,1,0,2,1,0,0,0,0,0,0,0,1,-1
0,1.583673469387755,0,0,1.0731417244796828,1,1,0.9377731165880091,3,4,0.5593097622782671,0,3,0.7319472804900686,0,1,0,1,0,0,0,1,0,-1,0,0,-3,0,0,-1,0,-2,0,0,0,0
1,1.0578525902925315,1,1,1.054481546572935,3,4,0.9966756371695425,1,1,1.8070925553319919,3,3,1.1299842306825862,3,5,1,0,1,-1,0,-1,1,-1,0,2,0,2,-1,0,-2,3,-2,-1,1,1
0,0.647941096263976,0,1,0.8837684118419133,3,4,1.208495793145906,3,4,1.008789722785666,2,1,1.0808389774961766,3,0,0,0,-1,0,-1,2,-1,1,0,-2,0,0,0,2,1,-1,0,0,0,1
0,0.7582893490323454,0,2,0.6872403560830861,2,4,0.5642633228840125,1,3,0.8590063022131027,0,1,0.687820399505038,3,3,-2,1,0,0,0,-1,0,-3,0,-3,0,1,0,2,-1,2,-1,-1,0,-1
0,0.8018513161700896,0,0,0.9335180055401662,1,0,0.688902457640055,0,0,0.9982903060352197,1,1,0.9306311207834603,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-1
1,1.3404901762203767,1,2,1.1063793398323927,0,3,1.5208639127699728,0,6,1.3682905225863595,0,2,1.7719620446893174,2,4,-1,0,0,0,2,2,0,0,0,0,1,2,0,2,1,2,0,1,3,-1
0,1.1254798949282683,0,1,0.6858292612819776,1,1,0.7346491228070176,0,1,0.8021872863978127,0,2,0.5488772581462097,1,2,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1
1,0.7479370809695719,0,1,0.8153611393692777,2,2,1.078051430641072,1,2,1.3881212621159003,1,0,1.2236471692211448,0,2,0,2,0,0,-1,0,0,0,-1,1,0,0,0,1,-1,2,0,0,0,0
1,0.8138424821002387,4,1,1.3146253385495035,2,0,1.2496230524375942,1,4,0.8317420566598842,1,1,1.2847589857899135,2,3,-1,-1,-2,0,1,1,1,2,0,-1,0,1,0,0,0,-1,0,0,1,-2
1,0.8921675774134791,0,1,1.342825361512792,0,2,0.965235841357924,0,0,0.7280265339966833,0,1,0.7583509513742072,0,2,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0
1,1.5725962572596257,2,1,0.9486208761492698,0,2,0.937836980653346,1,1,1.0763809211604656,1,2,1.0858472998137803,3,4,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,-1,3,1,0,0,-1
1,0.8421966230077323,2,1,1.0763290763290763,2,3,1.1122694466720129,2,3,1.1051699146400387,0,2,0.8893226176808267,3,4,-2,0,0,0,0,2,0,0,0,3,1,1,0,0,0,2,-1,-2,0,0
1,1.410091131362525,0,1,1.0705521472392638,1,0,1.6223204419889503,1,0,1.009514563106796,3,2,0.723822769719849,1,1,0,0,0,0,1,0,1,-1,0,-1,1,0,0,-2,0,0,0,-1,0,0
1,1.2119078104993597,0,2,1.2055662188099807,0,3,1.529099358265103,0,1,1.30539656582175,0,2,1.4205797101449276,2,1,0,0,0,0,1,0,0,0,1,3,1,1,0,0,0,0,0,-1,1,0
0,1.0573248407643312,0,0,1.1543848480025465,0,2,0.5782231528567155,2,0,1.0861599854888446,1,4,1.0098080133555927,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,-2,0,0
0,1.1141176470588234,1,1,0.5902006951451957,0,4,0.6735485658861022,0,4,0.7504211117349804,0,4,0.7017262143717382,2,7,0,-1,0,0,1,-2,-1,0,0,-1,-2,0,0,-3,0,-1,-1,-3,0,-3
1,0.8357086922474549,1,1,1.3845437616387337,0,2,1.1161428850283037,1,1,1.8428680396643784,0,3,1.096048632218845,0,2,1,0,0,0,1,0,2,2,-1,0,1,0,0,0,1,0,0,0,0,0
0,0.6718982546340143,0,0,0.8526048284625158,1,2,1.035979228486647,1,4,0.915622641509434,0,1,1.2225130890052356,2,2,0,0,0,1,-1,1,-1,0,-1,-1,-1,0,0,-1,0,1,0,-1,0,-1
1,0.9333690603787067,1,0,0.9658104196816208,1,0,1.0022637238256933,0,1,1.522664835164835,0,0,1.4163522012578615,1,2,0,-1,0,0,-1,0,0,2,0,0,0,0,0,0,1,0,0,-1,0,0
1,0.8702190258254332,1,0,1.0369127516778522,4,2,1.095404984423676,3,3,1.1868858014232464,0,3,1.2493695713084898,1,5,-1,0,1,0,-2,1,-1,0,0,-2,2,0,0,2,1,4,0,0,-1,0
1,1.6905082011293358,0,2,1.6104868913857677,2,0,0.9428999500582653,0,3,0.814109165808445,0,1,0.9365295559792972,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1,0.7847131681877445,0,3,0.918673705047839,2,1,0.788419458003703,3,1,0.9994300370475919,2,0,0.7407623492804356,4,4,0,0,0,0,2,1,0,-1,0,-3,0,2,0,1,0,0,0,0,0,-4
1,0.8629513343799058,2,2,0.8495850622406639,0,1,1.4020503677289948,0,1,1.0961981566820276,0,1,1.0753403933434191,0,1,-1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0.7789012470508931,3,1,0.9569421362743616,1,1,0.7093235831809872,2,2,0.7557504312823462,1,3,0.7428106348345089,0,4,0,0,-1,0,2,0,1,0,1,-1,0,-1,0,1,-1,-2,0,-2,0,-1
0,1.1321891546467044,1,3,0.6518124829653856,1,4,0.7099288840262582,0,2,0.5912930474333983,0,1,0.7243861134631668,0,3,-1,-1,-1,0,0,-2,-1,0,0,-1,0,0,0,-1,0,0,0,-2,0,-1
1,1.4439384081544133,0,3,1.3191574724172517,1,2,0.7047697368421053,1,0,1.4028958860032177,1,1,1.4729303924376969,2,1,0,0,0,0,2,0,0,1,-1,1,0,0,0,0,-1,0,0,-1,0,1
1,1.0204661739624787,1,0,1.161524500907441,0,1,1.1031668933359238,1,0,1.2333209785025945,0,2,1.3567916410571603,1,4,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,4,0,0,0,1
0,0.7606066076909189,1,1,1.0506329113924051,0,2,0.6125768442622951,1,1,0.7575757575757576,0,2,0.6264510779436152,1,2,-1,0,0,0,0,0,0,0,0,-1,0,1,0,-1,-1,0,0,0,-1,-1
0,0.6272327964860908,1,3,0.8134993632375831,1,0,0.7608833809977756,3,1,1.0947453844593225,1,1,1.3826501965188096,2,1,-2,0,-1,0,0,1,0,1,1,-1,0,1,0,0,1,0,0,-1,1,1
0,0.9858196256381169,0,0,0.8427766732935719,0,3,0.6149301825993555,0,2,0.7173601147776184,0,1,0.6799670917317976,2,2,0,0,0,0,0,-1,-1,0,-1,0,0,-1,0,0,-1,1,-1,0,0,-1
1,2.3412503412503414,0,1,1.0948643576181538,0,3,1.0564971751412429,1,0,0.8476433503452416,1,2,0.9848246991104134,4,3,1,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,-2,0,-2
0,0.8739637703408044,0,1,0.8620530209617756,3,3,0.6888141295206055,0,1,0.8278258403063395,1,0,0.7810976901885993,3,2,-1,0,0,0,-1,0,1,0,0,1,0,0,0,1,0,1,0,-1,0,-1
1,1.42243489873136,0,2,1.0648336727766463,1,0,0.783895881006865,1,0,0.7345698752798209,1,0,0.7962368058742543,2,1,0,0,0,0,2,-1,0,0,0,0,0,-1,0,-1,0,1,0,-1,0,-1
0,0.9468280161349468,0,1,1.2162516382699868,1,1,1.062045003309067,0,0,0.9543624161073826,2,2,1.054380664652568,1,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,1,0,1,-1,0
1,1.0908568142610695,1,0,1.3913530465949822,0,1,1.5599802127133318,0,2,1.095623674571043,0,1,1.0886075949367089,0,0,-1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0.5285535164709906,0,2,0.6236816874400767,1,2,0.5827899245620765,0,3,0.45594713656387664,0,2,0.675259792166267,1,5,0,-1,0,0,-1,0,-1,0,-2,-1,0,1,-1,-1,0,0,-2,-1,-1,-1
0,0.8215261044176707,0,3,0.6504004271222638,0,1,0.8748389471746733,1,1,1.0353256021409456,3,1,0.8759741705633489,3,2,-3,0,0,0,0,1,3,1,0,-1,0,0,0,-1,0,1,0,-1,0,-1
0,0.7250647668393783,0,3,0.8016738903004035,0,1,0.7038167938931298,1,1,0.8867293292974351,0,1,1.1062940715591538,2,4,-2,0,0,0,0,-1,0,1,-1,0,0,0,0,-1,0,1,0,-2,0,-2
1,1.1306591602158105,1,3,1.147032614507218,0,3,1.813520301381331,0,3,1.2822631913541005,0,2,2.785623409669211,1,2,0,-1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,2,0,3,2
0,0.9045787545787546,2,0,1.0072041692213367,0,0,0.9299093655589123,2,1,0.9293459844120637,1,1,0.9307813319349764,3,0,0,0,0,0,2,2,1,1,0,-1,0,0,0,0,0,1,0,0,0,0
0,1.199588477366255,2,1,0.8674874453264215,1,0,0.9595999215532457,2,0,1.4057153258099746,0,1,1.4566582914572865,4,3,-1,1,0,0,2,0,0,0,0,1,0,0,0,-1,0,4,0,-2,1,-1
1,1.271884858044164,2,1,1.091554054054054,1,1,0.8141217172511401,1,2,1.644525168655942,1,2,1.1342857142857143,2,1,-1,-1,0,0,1,1,0,0,0,-1,1,1,-1,1,0,0,-1,-1,0,1
0,1.070585615675796,1,1,1.0650436046511629,1,1,1.1828605914302956,0,0,1.0537615009922425,1,1,0.9676240208877285,1,1,-1,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,-1,0,1
0,0.6772093023255814,2,1,1.247151782432929,2,0,1.260367832672196,1,1,1.8226579520697168,2,0,1.1842729970326409,3,2,0,-1,0,0,1,1,0,1,0,1,2,1,0,1,0,1,0,0,-2,0
1,1.4187782805429865,2,3,0.752962498257354,0,6,1.1168591224018476,0,0,1.0689655172413792,0,1,1.208321125109874,2,0,-1,0,0,0,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0
0,0.5160109789569991,0,1,0.8750959030228633,1,0,0.8821752265861027,1,1,1.1984282907662083,2,1,1.0414263240692188,2,2,0,0,0,0,0,1,1,1,-1,0,1,0,0,0,0,0,-1,-1,0,0
1,1.7647058823529411,2,2,0.903099455040872,2,3,1.159443842542434,3,2,0.9497206703910615,2,1,0.8604960141718335,2,2,0,1,1,1,-1,-1,0,0,1,0,0,-1,1,1,-1,-1,0,0,-1,-1
0,0.7847961299239806,1,2,0.9030431705590941,1,3,1.0198036006546645,1,1,1.0216587427363972,0,1,1.076054009368972,0,1,-2,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0
1,0.9801963147924918,2,4,0.9487983281086729,3,2,0.9528107680126683,0,1,1.636437908496732,0,1,1.298827566485559,2,1,-1,-1,0,1,2,-2,1,0,1,1,0,0,0,0,1,0,-1,0,0,0
0,0.9441579228170016,2,3,0.815281276238455,0,4,0.8822367421364534,0,0,0.5303271657885064,2,2,0.5481908920773549,1,5,-1,0,-1,-1,-1,-1,0,0,1,0,1,0,0,-2,0,1,0,-1,-2,-2
1,0.6595874713521772,0,1,1.0572725685350095,3,0,1.0447046301224054,2,0,0.7345034127315783,1,2,1.19520748100526,4,0,0,0,0,0,0,0,-2,0,0,-1,0,0,0,0,-1,0,0,-1,-2,0
1,1.7982991713911907,0,0,1.0354633656741385,1,0,0.9887015470189466,2,1,1.016674761210944,1,3,0.8641680592026737,5,2,0,0,0,0,0,0,2,0,0,-1,0,0,0,0,-1,2,0,-2,0,-3
0,0.7115057915057915,3,1,0.7900014967819189,0,1,0.8930247106662496,0,2,0.8119043638187594,2,4,0.7758246099150701,1,2,-1,0,0,0,1,0,0,0,2,0,0,-1,0,-1,0,-2,0,0,0,-2
0,1.560696398759838,2,1,0.5957867668875482,1,0,1.1635480388629003,1,1,0.8883279483037156,5,3,0.9760765550239234,1,4,0,0,1,0,1,0,1,1,1,-1,2,0,0,-2,0,-1,0,-4,1,1
0,0.9962328122056885,1,1,0.6662466750664987,0,1,0.7984232216448666,1,0,0.7523873345619032,1,2,1.2410082129708297,1,3,-1,0,0,0,0,0,-1,0,0,0,0,1,0,-2,0,0,1,-1,0,0
0,1.2304600267976775,0,0,0.7124666864080544,0,1,0.6624127956440361,0,4,0.6856881293866341,0,2,0.5052476523660467,0,2,0,0,0,0,0,0,0,-1,0,-3,0,-1,0,0,0,-2,0,0,-1,-1
0,1.4552520541860983,0,0,0.6369519281563656,2,1,0.8900766078745769,0,3,0.8642091997479521,1,1,0.9662624035281147,0,2,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0
1,1.1213895394223263,1,0,1.0283842794759825,1,3,1.8346964064436184,0,2,1.5034572977013643,1,2,1.4221508828250402,1,4,-1,0,0,0,0,1,-1,0,0,3,1,1,0,-1,0,3,0,0,1,0
0,1.2814348406792597,0,0,1.3837405223251895,2,3,1.0930408472012103,2,3,0.6558245083207261,1,1,0.6385228848821082,1,5,1,0,0,0,0,0,0,-1,-2,-1,0,0,0,0,1,0,0,-1,0,-3
0,0.7303517151541468,0,1,0.7841534116247956,1,2,0.8509832220819051,0,2,0.9875806451612903,2,4,0.9375886524822695,0,3,-1,0,0,0,0,-1,0,0,-1,0,-1,0,-1,-1,-1,0,0,0,0,-2
1,1.4010615711252654,1,1,1.038978271686847,2,0,0.7472783825816485,1,3,1.550464527027027,0,1,1.1298245614035087,1,3,-1,1,0,1,0,1,-1,2,-1,0,0,0,0,0,1,0,0,0,-1,1
1,0.5448828481590425,3,0,0.9868042632380308,1,2,1.1605594956658787,1,2,1.4361195322650497,3,2,1.05895489057615,1,3,-1,0,0,0,0,0,0,0,0,0,1,-1,-2,0,0,2,-1,1,1,0
0,0.6333072713057076,1,0,0.6875084039263144,2,2,1.1578493882474583,1,1,0.7301644031451037,2,1,0.9109643328929987,4,1,0,0,0,1,0,0,0,-1,1,1,1,2,0,-1,1,1,0,-1,0,0
1,0.8470959361662647,1,3,0.9793447293447294,1,3,1.4059467272351849,0,0,1.5235198702351986,1,0,1.4453416149068323,2,2,-1,0,0,0,-1,0,0,1,3,1,0,0,0,2,-1,1,0,-1,0,-1
1,0.6442912795924483,2,1,1.0879158765730046,2,1,1.2412842229663188,0,0,1.2405990016638935,0,2,1.1296629791613069,3,3,-2,0,0,0,-1,0,1,1,0,0,0,0,0,1,0,2,0,-1,-1,0
1,0.9886061526775541,0,2,1.3481437598736177,1,1,1.5254198819791194,1,1,0.8378213905370455,0,1,1.18184421534937,1,1,0,0,0,0,1,1,0,1,1,1,-1,0,0,0,0,0,0,0,0,-1
0,0.8593129639219748,1,2,0.98067287043665,0,2,0.7022305412572142,4,3,0.7059079692263028,2,1,1.0559701492537314,1,3,-1,-1,0,0,0,3,0,1,1,0,-3,0,0,0,0,-1,0,0,0,-2
1,0.7162413385161399,0,1,1.0842039607048184,0,2,1.1684719535783366,3,0,1.0827240442866095,1,2,1.2204148986327203,2,4,0,0,0,0,0,0,1,2,0,-1,0,0,1,-1,0,1,0,0,-1,1
1,0.7620973364942129,2,1,1.5689942581959622,0,0,0.8912533512064343,0,2,1.3333333333333333,1,2,1.1950702358865624,0,4,-1,-1,0,0,1,2,1,3,0,0,0,0,-1,0,0,1,0,0,0,1
1,1.0976411446249033,2,4,1.0806029841562836,1,2,1.2443809523809524,1,2,1.975540921919097,0,0,1.1968686575819079,5,4,-2,0,0,0,2,0,0,0,2,-1,0,1,0,2,1,3,0,-3,-1,-1
1,1.4871181450128819,0,0,1.2048424289008455,3,7,1.3258389816498595,1,1,0.8224284366152879,2,1,1.013977128335451,2,1,3,0,0,0,-1,-1,-1,1,0,4,0,0,0,-1,-1,0,0,0,0,-1
0,1.077814283243991,0,1,0.9150112281913975,0,2,0.7027421236872812,1,3,0.7364897178383548,0,1,0.7614968440036068,0,1,-1,0,0,0,0,-1,0,0,0,-2,0,-1,0,0,0,-1,0,0,-1,0
1,0.4571286141575274,1,0,1.059626851317561,1,1,0.7098795180722891,1,0,1.3864624301386876,1,0,1.446064139941691,1,3,0,0,0,0,-1,0,0,2,-1,0,0,0,0,0,-1,1,-1,0,0,0
0,1.219102234526399,0,0,0.9854659447135936,0,1,1.296712272820094,0,0,0.7322346537647415,4,2,0.6568441064638784,0,5,0,0,0,0,0,-1,4,0,0,0,0,0,0,-2,0,0,0,-3,0,-2
1,1.2873245427477669,4,1,0.9186854141961714,2,5,1.8354894351013369,3,3,1.2572904515914014,1,1,1.002561071710008,1,3,-2,0,0,-1,0,0,-1,0,-1,4,0,0,0,1,1,1,0,0,1,-1
0,0.7075955651166639,1,1,0.9140736511561519,1,0,1.0083783280580898,1,2,0.6357444489851519,1,1,0.6218887262079063,1,5,-1,0,0,0,1,1,0,1,0,0,0,-1,0,0,0,-1,0,-4,0,0
0,0.644267053701016,1,1,1.315645727662895,1,3,0.9691920170509591,0,1,1.6477566867989646,1,0,1.160617319234067,3,0,0,-1,0,0,-1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
0,1.2696982397317687,1,1,0.8666346461735511,2,2,0.774048588681365,1,1,1.1681997371879107,1,3,1.0548947849954253,2,1,0,-1,0,0,0,-1,0,0,1,-1,0,0,0,1,-1,1,0,0,0,0
0,1.016611902154071,1,1,1.2448559670781894,0,2,0.6548901335631193,2,3,0.6998248248248248,1,2,0.95875,2,1,0,-1,0,0,1,-1,1,1,0,-2,0,-1,0,-1,-1,1,0,0,1,-1
0,1.6175413371675054,1,0,1.0193557306788332,2,0,0.9414799290665807,2,3,0.7693231277202461,1,1,0.8662642210355236,1,2,0,1,0,0,1,1,1,0,0,-3,0,1,0,0,0,0,0,1,0,-2
