OUTCOME,TOP_GOLD_RATIO,TOP1_IMPACT,TOP2_IMPACT,JUNGLE_GOLD_RATIO,JUNGLE1_IMPACT,JUNGLE2_IMPACT,MIDDLE_GOLD_RATIO,MIDDLE1_IMPACT,MIDDLE2_IMPACT,BOTTOM_GOLD_RATIO,BOTTOM1_IMPACT,BOTTOM2_IMPACT,UTILITY_GOLD_RATIO,UTILITY1_IMPACT,UTILITY2_IMPACT,TOP_JUNGLE,TOP_MIDDLE,TOP_BOTTOM,TOP_UTILITY,JUNGLE_TOP,JUNGLE_MIDDLE,JUNGLE_BOTTOM,JUNGLE_UTILITY,MIDDLE_TOP,MIDDLE_JUNGLE,MIDDLE_BOTTOM,MIDDLE_UTILITY,BOTTOM_TOP,BOTTOM_JUNGLE,BOTTOM_MIDDLE,BOTTOM_UTILITY,UTILITY_TOP,UTILITY_JUNGLE,UTILITY_MIDDLE,UTILITY_BOTTOM
0,0.5205108359133127,1,1,1.0788670284938942,1,3,1.520668624350576,0,0,0.4527383787141526,1,2,0.7871806569343066,0,5,0,0,-1,0,0,0,-2,0,0,1,0,0,-1,-1,0,0,0,-2,0,-2
0,0.9439421338155516,1,1,0.9284549900380366,1,2,0.6912761151891587,2,1,0.5368026859504132,2,5,0.8535115797401619,0,5,0,0,0,0,1,0,0,-1,-1,0,0,0,-1,-2,-1,-1,0,1,-2,-1
1,0.9828009828009828,2,2,1.2422650321074138,3,2,0.7980687785871591,2,2,1.563374399665901,0,0,1.037417654808959,1,4,1,-2,0,0,-1,2,0,-1,0,-1,0,0,0,1,0,4,-1,0,0,0
1,1.1845452819441809,0,0,1.1458476321207962,1,3,1.1079913606911447,1,1,1.108823974572423,0,2,1.1406127258444618,3,5,0,0,0,0,0,0,1,3,0,2,-1,1,0,1,1,1,0,-1,0,-2
1,0.5146370023419203,0,1,1.0914149443561207,0,0,1.2097061442564558,1,1,1.264068361817424,1,3,1.4050789718179002,1,2,0,0,0,0,1,0,2,1,0,-1,0,0,0,-1,0,1,0,-1,1,1
0,0.8725946617008069,0,0,0.9630419331911869,1,2,0.9892155157418682,1,1,0.7507078142695357,0,2,0.810880829015544,1,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-2
0,0.6602251978088862,1,1,1.0405045301119205,2,0,1.2287758654032102,1,0,1.0171656686626747,0,0,1.0747126436781609,2,0,-1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,1.1734428199479272,0,2,1.356252434748734,2,2,1.4934026389444222,3,3,1.3404498044328552,1,0,1.0617709437963945,6,4,0,0,0,1,0,2,-1,0,-1,1,0,0,0,0,0,2,-1,-1,0,-3
1,0.7907595147083264,2,2,1.0442281420765027,1,4,1.6688639859371566,1,2,1.1586065573770492,1,2,1.0177677677677677,1,3,-1,0,0,0,-1,1,0,2,2,1,0,1,0,1,1,-1,0,0,0,1
1,0.790640770760055,0,1,1.2583530205872426,2,4,1.4870530209617756,2,2,1.0214697154826322,3,2,1.1043109224927408,1,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,-1
0,0.5146599375150205,0,0,0.8804006577963821,1,2,1.3831896551724139,1,1,0.95234375,0,3,1.1898774983881366,2,2,1,0,0,0,-2,1,0,1,0,-1,0,1,0,-3,0,0,0,-1,0,-1
0,1.0582670393463771,1,0,1.0637568896171608,0,0,1.1212578074520785,1,0,1.053937854211452,2,1,1.0181040985667589,4,2,0,0,0,0,1,0,1,3,0,0,0,1,0,0,1,-1,0,-2,0,1
0,1.2189954772673173,2,0,0.8264740221833041,1,3,0.9719726913402803,0,1,0.7806702142959874,1,4,0.8812389031367134,0,3,0,0,0,0,2,-1,-2,0,0,-1,1,0,-1,0,0,-2,0,-2,0,-1
1,1.5800856967965722,1,3,1.3577071467940474,0,2,1.0788816774837744,4,3,0.8940855323020929,0,1,1.0426506024096385,0,1,1,0,0,0,2,2,1,0,-1,-1,0,0,0,0,0,1,0,0,0,0
1,1.6613082039911309,1,1,0.8732034922766958,0,1,1.2136243386243386,1,2,1.0223223027217545,1,2,1.0084295972525756,2,1,-1,1,0,0,0,0,1,1,1,0,1,0,0,-1,1,0,0,-2,0,0
1,0.8581974248927039,1,0,0.9915478077126255,1,2,1.0688524590163935,0,0,1.4125373134328358,2,1,0.8627779105904853,4,4,0,-1,0,0,-1,0,0,1,0,0,1,1,0,0,0,2,0,-2,0,-2
1,1.3169184853572096,0,3,0.9625543816034804,1,2,1.1061086870289567,0,1,0.7533312182741116,0,1,0.7809304703476483,2,0,1,1,0,0,3,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,-2
1,0.5030170049369171,1,0,0.8311384255194615,2,2,1.002460024600246,0,1,0.9343217197924388,0,1,1.0696135521439916,5,4,-1,0,0,0,-1,0,1,0,0,0,0,2,0,1,0,2,-1,0,-2,-1
1,1.7150121065375303,1,1,1.0482581812697933,1,1,1.0492282019190655,2,2,0.6033755274261603,2,3,0.8151502675998353,2,0,0,0,0,0,0,1,2,0,1,-2,0,0,0,-2,0,0,0,0,1,-2
0,0.535338995249748,0,0,0.9153820375335121,3,5,0.6442475500067123,1,3,1.1172920988119932,3,2,0.7777777777777778,0,2,0,0,0,0,-2,-2,2,-1,0,0,1,-2,0,2,0,-2,0,0,0,-1
1,1.1147342995169083,0,0,1.534571533652078,1,3,1.1033391915641477,2,1,1.2425952045133992,1,2,1.0928489042675893,2,3,0,0,0,0,0,0,2,2,0,0,0,0,0,1,-1,1,0,-1,0,-1
0,1.1010514018691588,2,0,1.0346708219711727,0,1,0.9137104506232023,0,1,0.8413195724290453,0,1,0.8725291434363913,1,2,0,0,0,0,2,-1,0,0,0,0,-1,1,0,-1,0,0,0,0,-1,-1
0,1.2416095272464813,4,0,1.0668556931801223,1,0,0.9742250087077673,2,4,0.8348408104196816,2,2,0.8877880184331797,1,3,0,1,0,1,2,1,0,0,1,-2,1,-1,0,-2,0,0,0,-1,-1,1
0,1.0254253862702913,1,1,1.036135555139487,1,2,0.6633739576651699,0,1,1.2794383149448345,2,2,1.434782608695652,1,1,-1,0,0,0,0,-2,1,0,1,0,0,0,0,0,0,-1,0,0,-1,1
0,0.9376356818630354,4,0,1.428486293206198,0,0,0.7809578324747186,0,0,0.7995410588428127,1,0,0.9975295086467197,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.9474650991917708,1,1,0.8551023413341187,3,2,0.8734819648359615,0,2,1.2871686852729507,1,0,0.9653024911032029,2,3,-1,0,0,0,0,1,-1,-1,0,0,0,1,0,2,0,2,0,0,-1,-1
0,0.9530894451251531,0,0,0.9035195237261425,0,3,0.8109080011986814,2,1,0.7696754112939084,0,1,0.680365296803653,0,4,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,-3,-1
1,1.7487858719646798,2,1,1.7603321745847818,0,3,0.9312511550545186,1,5,1.1923348889831706,0,5,1.5079855744461619,1,7,0,0,-1,0,1,4,3,2,0,0,-1,0,0,2,1,5,0,0,-1,2
0,0.5762733887733887,0,0,0.8248525073746312,2,2,1.5950354609929078,0,0,1.1720154043645699,1,0,1.018202502844141,2,2,1,0,0,0,-1,0,-1,0,0,0,0,2,0,1,0,0,0,-1,-1,1
0,0.8660153524075367,1,3,1.0186301369863013,3,2,0.49917115623704933,1,1,0.8722490606548577,0,2,0.8732326863167985,1,1,1,-3,0,0,1,-2,0,0,0,2,-1,1,0,0,-2,0,0,0,0,0
1,1.2655062024809924,0,2,1.2314016442751152,2,0,0.9083542065713864,0,2,0.8471361502347418,2,2,0.8148065807025344,0,2,0,1,1,0,2,-1,0,1,0,0,1,1,0,0,-1,-1,0,0,0,0
0,1.8375060182956187,1,0,1.25635593220339,0,1,0.85894835387736,0,0,0.7799267399267399,1,1,1.1447583469530702,0,2,0,0,0,0,1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,-2
0,0.97861260926167,1,2,0.8274021352313167,0,0,0.9158202788776038,3,1,0.7775533392248454,1,3,0.7423490488006617,2,4,0,1,-2,0,0,2,1,1,0,0,0,0,-1,-2,0,1,0,-1,-1,-2
1,0.7314473144731447,0,3,1.2206276310753923,1,2,1.253980007404665,1,3,1.8278503830554305,1,1,1.3667931135103588,0,3,0,0,0,0,0,2,0,0,3,1,1,1,-1,0,0,2,0,0,0,0
1,1.3350890393779784,3,0,1.0526162367001894,1,2,1.5252985884907708,1,1,0.8644648699174327,2,2,0.676065682534417,3,0,-1,0,0,-1,0,1,1,-1,0,1,0,0,0,-1,0,-1,0,-2,0,-1
0,0.6451019469569217,0,2,0.9540096297526149,0,0,0.8519802883737908,0,0,1.3568969474408996,2,0,1.0717320669832542,2,0,-1,0,0,-1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0.9559856139749957,2,1,0.723463687150838,1,0,0.7190572585309427,2,2,1.7652407522215334,1,2,1.302156404260847,1,4,-2,0,0,0,0,-1,0,1,1,-2,1,0,0,-1,2,3,0,0,-1,1
0,0.7621411947245927,1,0,1.5584993231483273,0,3,0.6624297960390186,2,1,0.6551230308553574,1,3,0.7373220284754439,2,4,0,0,0,0,1,1,0,1,0,0,0,-1,0,-1,0,-2,0,0,0,-4
1,1.453059513830679,1,0,1.2984516817939136,3,1,0.8027834351663272,2,3,0.6501218417340002,1,1,0.8729819101342151,2,2,-1,0,0,0,-1,2,0,-1,-1,1,0,0,0,-1,0,1,0,-1,1,-1
0,0.520882897171557,1,1,0.8204633204633205,1,4,0.6375976964212259,1,1,0.9411282387668088,0,4,0.744345718901454,1,3,0,-1,0,0,1,-2,-2,0,0,-1,0,0,0,-2,0,1,0,0,-2,-1
1,1.180065005417118,0,0,0.927275646171135,0,2,0.9658753709198813,0,2,1.6362204724409448,1,0,1.0915204678362573,1,5,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,-1,0,0
0,0.6922054915854738,3,1,1.4124550148646535,0,3,0.690512978986403,1,3,0.7574731261964365,2,1,0.7490897053955644,2,1,-1,0,0,0,3,-1,2,1,0,-3,0,0,0,0,0,-1,0,0,0,-1
0,0.7440025252525253,1,2,0.9297288359788359,2,0,1.1353670162059104,0,1,1.3248648648648649,0,1,1.0394602851323829,1,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2
0,0.7421021552996753,1,4,0.5193358094821936,0,2,0.7409412118478425,1,1,0.8481540930979133,1,2,0.7136120042872455,2,2,-3,0,1,-1,0,0,-1,0,0,-1,0,1,1,-2,0,1,0,0,-2,0
1,1.6214421252371916,2,2,0.8303558460421205,1,5,1.1343612334801763,1,3,1.1667952178943308,1,0,1.238133547868061,2,0,1,-1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,-1,-1,0
1,1.1529257805197233,1,3,1.1695738176586945,3,3,1.5664024743862361,0,2,1.5541958041958042,1,0,1.3576965669988925,1,6,0,0,0,1,-2,0,0,0,3,1,0,4,0,1,-1,1,0,-1,1,0
0,0.6595428107669417,0,0,1.0618501254930082,0,1,0.8095730027548209,1,1,0.7245143910392741,1,1,0.638442300821722,0,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1
0,0.5799333888426311,0,2,0.6609893550407013,1,3,0.5778787448530456,1,3,0.8337851575737039,1,1,0.9481609479140953,0,1,-2,0,0,0,-1,-1,1,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0
0,1.1725352112676057,1,2,0.8320890060020495,1,2,0.9278633521427482,2,2,0.534702394025917,0,3,0.7672502574665293,0,3,-1,0,-1,0,0,2,-1,0,0,-1,-1,0,0,1,-3,0,0,-1,-1,-1
1,1.303082560896745,1,2,1.1227103258226616,1,3,1.3630688683044705,1,0,0.9874433923425278,1,1,1.519605077574048,0,1,2,-1,0,0,1,-1,1,0,1,-1,0,1,0,0,-1,0,0,1,0,0
1,0.9360295547345907,1,2,1.0046830573674528,2,0,0.6196932347302109,0,1,0.9305278432795211,1,1,0.7260504201680672,1,1,0,-1,0,0,2,0,0,-1,0,0,0,1,0,-1,0,0,0,0,0,0
1,0.8017696367587706,1,0,1.1285592497868713,3,5,1.1287852419074138,0,4,2.267193308550186,4,0,1.2487110238153696,3,5,-1,0,0,0,0,0,-1,1,0,2,0,1,-1,1,2,2,0,0,-1,-2
1,1.402245088868101,2,1,0.9372346317149713,2,1,1.3126980773293895,1,1,0.8823886947272451,1,0,0.8191052517830127,3,1,-1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-2
0,0.6254820739894301,1,1,0.8314921681780709,1,1,0.8203541344335569,0,0,1.2364756904816252,1,0,0.9635249489349285,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.5660727013542409,2,1,1.0189648360331884,3,2,1.132606101926027,1,1,1.2820450690574268,1,1,0.9865134865134865,0,1,-1,0,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,-1,0,0,0
1,0.9596803487104977,0,2,1.1433607520564042,1,0,1.6754981884057971,0,1,1.3910796324655437,0,0,1.2852646638054364,2,4,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,-1,-1
0,1.2248208223311958,1,1,1.1082155477031803,1,1,1.2145677928916192,2,2,0.645936765090149,3,4,0.6535036778939218,1,2,0,0,0,0,1,0,3,-1,0,0,-1,0,0,-3,0,0,0,-2,1,0
1,0.9079320113314447,1,2,0.9015781435601561,1,2,0.7913240714488233,1,0,1.40565445026178,1,2,0.837152209492635,4,1,0,0,0,-1,-1,0,1,0,1,-1,1,0,0,1,0,0,1,1,-3,-1
1,1.8759371221281742,0,1,1.0482449110434364,2,1,1.4357284113381674,2,3,0.6597805955264283,2,0,0.6347591031960567,2,2,0,1,0,1,1,1,0,0,0,1,0,-2,0,-1,0,-1,0,-2,0,0
1,0.6859771681717499,2,0,1.2454644412191582,4,2,0.9547207541779745,1,1,0.9746000329869702,1,4,0.9013351436976692,3,3,1,-1,0,-1,0,-3,1,2,-1,1,1,0,0,0,0,0,0,-1,0,0
0,0.5749330954504906,0,2,0.8323399844519306,1,0,1.073751257123701,1,1,1.3279880265127217,0,0,1.2883258499037844,5,0,-2,0,0,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0
1,1.19720122245456,1,0,0.6162919277552524,3,2,1.0036784991723378,3,2,1.3316593009240658,2,3,0.6823411705852926,5,3,0,0,0,1,0,1,0,-3,-1,-2,1,0,0,-1,1,1,-1,0,-1,0
1,1.0921694981448935,3,1,0.9335674568334796,0,0,0.9461148648648648,2,0,0.8454351745615473,2,2,0.7263505543760321,1,3,-1,-2,0,0,1,0,1,1,-1,-1,1,2,0,-1,0,-1,-1,0,0,0
0,0.8799141063759498,2,0,1.1400423383813711,0,0,1.061056105610561,0,1,0.7940686437854049,2,2,0.9754119138149556,0,2,0,0,0,0,2,0,2,0,0,-1,0,0,0,-1,0,-1,0,0,0,-2
1,0.8794359212769255,2,1,0.7369561593598933,0,2,0.9804028307022319,1,0,1.8122946973251994,1,1,1.8904694167852063,0,4,0,-1,0,1,0,0,0,0,1,-1,0,2,-1,1,0,1,0,0,0,1
0,0.9057116953762466,1,0,1.2205652852436275,0,2,0.869429882044561,0,2,0.8528533249489074,4,0,1.0725785842064912,2,2,0,0,0,0,1,-1,2,1,0,-2,0,0,0,0,0,1,0,0,-1,0
1,1.3066075745366639,1,2,1.6955450236966825,0,2,1.3007984031936128,0,2,1.3248864451350706,1,4,1.2125984251968505,0,1,1,0,0,-1,1,2,3,1,1,1,0,0,0,0,-1,0,0,0,0,1
0,0.964377055169894,1,1,0.9743139757498405,1,0,0.7755289788408464,2,3,0.8851981351981352,2,2,1.0764525993883791,1,2,0,0,-1,0,0,2,0,1,1,-2,1,0,0,-1,-1,0,0,-1,0,0
0,0.8952775476387739,0,0,0.8392318244170096,0,0,0.8943748897901604,3,1,0.5515643105446119,1,3,0.8368281513617739,1,4,0,0,0,0,0,3,0,1,0,0,0,0,-1,-1,0,-1,0,-1,-1,-2
0,0.9399251526492023,2,0,1.2675438596491229,1,6,0.917704476607203,1,1,0.5323244686769778,2,1,0.6771471123614099,2,3,0,0,1,0,0,-2,-2,1,1,1,-1,1,0,0,1,-1,0,0,-1,-2
1,0.920284008391157,1,0,0.7626076260762608,1,2,1.7849337363403859,2,1,0.8688813994543412,1,2,1.0452858203414996,1,1,-1,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,-1,0,-1,0,2
